#Orgánico,Funcional,Económico,R,Denominación Aplicación,Crédito Inicial 2026,Crédito Definitivo 2026,Obligado
022204,1711,64306,R,Instalación placas fotovoltaicas (garantia total),0.0,18141.53,0.0
022204,1711,64319,,Red de control campos electromagnéticos,10000.0,10000.0,0.0
022204,1711,64321,,Plan de energías renovables,10000.0,10000.0,0.0
022204,1711,64321,A,Plan de energías renovables,0.0,64074.18,0.0
022204,1711,64336,,Inversiones transición energética,50000.0,50000.0,0.0
022204,1711,64337,,Misiones climáticas,20000.0,20000.0,360.58
022204,1711,64338,,Plan de sensibilización ambiental (konpondu),10000.0,10000.0,0.0
022204,1711,78004,R,Subv. plan aislamiento acustico zpae,0.0,10773.5,0.0
022204,1722,48067,R,Subvención comunidades energéticas,0.0,10000.0,0.0
022204,1722,78005,,Subvención comunidades energéticas,600000.0,600000.0,0.0
022204,1722,78005,A,Subvención comunidades energéticas,0.0,88083.39,0.0
022204,1722,78005,R,Subvención comunidades energéticas,0.0,600000.0,0.0
022301,1623,60711,,Adecuacion vertedero real decreto 14/81/2001,200000.0,200000.0,0.0
022301,1623,60711,A,Adecuacion vertedero real decreto 14/81/2001,0.0,4617.84,0.0
022301,1623,60711,R,Adecuacion vertedero real decreto 14/81/2001,0.0,177582.98,0.0
022301,1691,12000,,Retribuciones basicas de funcionarios,74334.0,74334.0,11712.9
022301,1691,12100,,Retribuciones complementarias funcionarios,91496.0,91496.0,21005.31
022301,1691,12105,,Retribuciones consecuc.objetivos,4062.0,4062.0,0.0
022301,1691,14100,,Otro personal,3398.0,3398.0,118.38
022301,1691,14101,,Retribuciones al personal de sustituciones,698.0,698.0,0.0
022301,1691,16000,,Seguridad social a cargo del ayuntamiento,54867.0,54867.0,13549.29
022301,1691,16500,,Cuotas elkarkidetza a cargo ayuntamiento,5391.0,5391.0,744.06
022301,1691,21040,,Mantenimiento de equipos y control y diagnóstico,167627.95,167627.95,25974.46
022301,1691,22175,,Contrato garantía total instalaciones fotovoltaicas municipales,70000.0,70000.0,0.0
022301,1691,22605,,Acciones de sostenibilidad y energia,14750.0,14750.0,7058.15
022301,1691,22611,R,Proyecto oficina del cambio 2030,0.0,26136.0,0.0
022301,1691,22615,R,Gastos corrientes clms cities,0.0,109211.07,0.0
022301,1691,48196,,Convenio gaia,10000.0,10000.0,0.0
022301,1691,60500,R,Inversiones en clms cities,0.0,84700.0,0.0
022301,1691,60901,,Red termica,80000.0,80000.0,0.0
022301,1721,64301,,Plan de calidad de aire,50000.0,50000.0,0.0
022301,1721,64316,,Plan de acción del mapa estratégico de ruidos,70000.0,70000.0,0.0
022301,1721,64329,,Plan sensibilizacion ruidos casco medieval,15000.0,15000.0,0.0
022301,1721,64330,,Red de control del ruido,6000.0,6000.0,0.0
022301,1722,60182,,Proyecto arboles,50000.0,50000.0,0.0
022301,1722,60182,A,Proyecto arboles,0.0,220.59,0.0
022301,1722,60182,R,Proyecto arboles,0.0,45915.85,37346.81
022301,1722,60183,,Actuaciones de conservación de biodiversidad,150000.0,150000.0,0.0
022301,1722,60183,R,Actuaciones de conservación de biodiversidad,0.0,9435.89,0.0
022301,1722,60919,,Infraestructuras anillo verde,30000.0,30000.0,0.0
022301,1722,60919,A,Infraestructuras anillo verde,0.0,20022.5,20022.5
022301,1722,60919,R,Infraestructuras anillo verde,0.0,10406.0,2843.5
022301,1722,60932,A,Eu jardin botanico de olarizu,0.0,647.99,0.0
022301,1722,60933,A,Eu-mejoras en la conectividad anillo verde (pstd fase ii),0.0,4702.91,0.0
022301,1722,78006,,Proyecto piloto cambio a calderas sostenibles,275000.0,275000.0,0.0
022302,1515,64310,A,Piie-comunidades enrgéticas y placas fotovoltáicas zaramaga,0.0,36360.62,0.0
022302,1691,22700,R,Mejora y potenciación servicios asesoria energética,0.0,114464.48,0.0
0224,1514,12000,,Retribuciones basicas de funcionarios,432753.0,432753.0,0.0
0224,1514,12100,,Retribuciones complementarias funcionarios,545746.0,545746.0,0.0
0224,1514,12105,,Retribuciones consecuc.objetivos,13633.0,13633.0,0.0
0224,1514,14100,,Otro personal,164510.0,164510.0,0.0
0224,1514,14101,,Retribuciones al personal de sustituciones,2490.0,2490.0,0.0
0224,1514,16000,,Seguridad social a cargo del ayuntamiento,341666.0,341666.0,0.0
0224,1514,16500,,Cuotas elkarkidetza a cargo ayuntamiento,16435.0,16435.0,0.0
0225,1521,12000,,Retribuciones basicas de funcionarios,65475.0,65475.0,0.0
0225,1521,12100,,Retribuciones complementarias funcionarios,85306.0,85306.0,0.0
0225,1521,12105,,Retribuciones consecuc.objetivos,2422.0,2422.0,0.0
0225,1521,14100,,Otro personal,164562.0,164562.0,0.0
0225,1521,14101,,Retribuciones al personal de sustituciones,1877.0,1877.0,0.0
0225,1521,16000,,Seguridad social a cargo del ayuntamiento,100521.0,100521.0,0.0
0225,1521,16500,,Cuotas elkarkidetza a cargo ayuntamiento,4193.0,4193.0,0.0
0225,9211,72229,,Rehabilitación del parque municipal de viviendas de ensanche 21 y ayuntamiento,1300000.0,1300000.0,0.0
0225,9211,72229,R,Rehabilitación del parque municipal de viviendas de ensanche 21 y ayuntamiento,0.0,1100000.0,0.0
0320,1301,11000,,Retribuciones personal eventual gabinete,98706.0,98706.0,23685.5
0320,1301,11001,,Retribuciones consecuc.objetivos,1112.0,1112.0,0.0
0320,1301,12000,,Retribuciones basicas de funcionarios,30986.0,30986.0,8752.27
0320,1301,12100,,Retribuciones complementarias funcionarios,42618.0,42618.0,14732.41
0320,1301,12105,,Retribuciones consecuc.objetivos,1112.0,1112.0,0.0
0320,1301,14100,,Otro personal,0.0,0.0,510.38
0320,1301,16000,,Seguridad social a cargo del ayuntamiento,42104.0,42104.0,13395.25
0320,1301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1779.0,1779.0,372.03
0330,1301,12000,,Retribuciones basicas de funcionarios,428894.0,428894.0,79323.07
0330,1301,12100,,Retribuciones complementarias funcionarios,563414.0,563414.0,146906.1
0330,1301,12105,,Retribuciones consecuc.objetivos,8734.0,8734.0,0.0
0330,1301,14100,,Otro personal,73940.0,73940.0,59595.66
0330,1301,14101,,Retribuciones al personal de sustituciones,1305.0,1305.0,0.0
0330,1301,16000,,Seguridad social a cargo del ayuntamiento,329465.0,329465.0,104654.74
0330,1301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,18432.0,18432.0,3949.4
0340,1351,21102,,Gastos de emergencia y nevadas,75000.0,75000.0,6727.04
0340,1351,21300,,Mantenimiento y reparación de vehículos,80000.0,80000.0,9427.63
0340,1351,22701,,Gastos operativo sanitario de fiestas,38000.0,38000.0,860.04
0340,1361,12000,,Retribuciones basicas de funcionarios,1963588.0,1963588.0,354842.22
0340,1361,12100,,Retribuciones complementarias funcionarios,4015930.0,4015930.0,1111124.04
0340,1361,12105,,Retribuciones consecuc.objetivos,27964.0,27964.0,0.0
0340,1361,14100,,Otro personal,888482.0,888482.0,239350.64
0340,1361,14101,,Retribuciones al personal de sustituciones,2471.0,2471.0,0.0
0340,1361,16000,,Seguridad social a cargo del ayuntamiento,2851270.0,2851270.0,754116.58
0340,1361,16500,,Cuotas elkarkidetza a cargo ayuntamiento,72912.0,72912.0,15264.74
0340,1361,21900,,Renovación y reposición de equipos,80000.0,80000.0,7174.84
0340,1361,22105,,"Vestuario, uniformes y descontaminación post-intervención",175000.0,175000.0,3206.24
0340,1361,22106,A,Vestuario para descontaminación y servicio post-intervención,0.0,152469.2,41503.0
0340,1361,22111,,"Menaje, utiles y herramientas",30000.0,30000.0,179.83
0340,1361,22199,,Otros suministros,25000.0,25000.0,5543.97
0340,1361,22699,,Otros gastos diversos,25000.0,25000.0,1041.2
0340,1361,62400,,Vehiculos,150000.0,150000.0,0.0
0340,1361,62400,A,Vehiculos,0.0,132425.32,0.0
0340,1361,62400,R,Vehiculos,0.0,149886.09,0.0
0340,1361,62501,,Mobiliario parque de bomberos,30000.0,30000.0,0.0
0340,1361,62901,,Adquisición de equipos y descontaminación post-intervención,250000.0,250000.0,0.0
0340,1361,62901,R,Adquisición de equipos para descontaminación y post intervención,0.0,61557.95,54401.6
0350,1321,12000,,Retribuciones basicas de funcionarios,7294772.0,7294772.0,1327705.61
0350,1321,12100,,Retribuciones complementarias funcionarios,15369772.0,15369772.0,4739482.16
0350,1321,12105,,Retribuciones consecuc.objetivos,144354.84,144354.84,0.0
0350,1321,14100,,Otro personal,953250.0,953250.0,262917.49
0350,1321,16000,,Seguridad social a cargo del ayuntamiento,9077440.0,9077440.0,2412921.62
0350,1321,16500,,Cuotas elkarkidetza a cargo ayuntamiento,377849.0,377849.0,78908.53
0350,1321,20501,,Renting sist.radiocomunicaciones tetra,4000.0,4000.0,579.72
0350,1321,21001,,Seguridad en fiestas virgen blanca,45000.0,45000.0,5082.0
0350,1321,21001,R,Seguridad en fiestas virgen blanca,0.0,1210.0,0.0
0350,1321,21300,,Reparación y limpieza de vehículos,84000.0,84000.0,17278.6
0350,1321,21900,,Renovación y reposición de equipos,190000.0,160000.0,0.0
0350,1321,21900,R,Renovación y reposición de equipos,0.0,7446.32,0.0
0350,1321,21905,,Manten.scanner seguridad y usp,33000.0,33000.0,0.0
0350,1321,21905,A,Manten.scanner seguridad y usp,0.0,2591.3,0.0
0350,1321,21905,R,Manten.scanner seguridad y usp,0.0,2720.28,0.0
0350,1321,22105,,Vestuario y uniformes,250000.0,250000.0,4242.21
0350,1321,22105,R,Vestuario y uniformes,0.0,70804.0,0.0
0350,1321,22111,,"Menaje, utiles y herramientas",25000.0,25000.0,900.2
0350,1321,22122,,Detección de drogas y alcohol,90000.0,90000.0,3157.08
0350,1321,22122,R,Detección de drogas y alcohol,0.0,26049.05,1539.12
0350,1321,22203,,Servicio de intérpretes,5000.0,5000.0,0.0
0350,1321,22624,,Servicio nocturno de grúa,100000.0,100000.0,6967.83
0350,1321,22624,R,Servicio nocturno de grúa,0.0,24200.0,0.0
0350,1321,22699,,Otros suministros y gastos diversos,70000.0,70000.0,9362.96
0350,1321,62400,,Vehiculos,180000.0,180000.0,0.0
0350,1321,62400,A,Vehiculos,0.0,47800.0,0.0
0350,1321,62400,R,Vehiculos,0.0,123345.0,0.0
0350,1321,62501,,Mobiliario,90000.0,90000.0,0.0
0350,1321,62501,R,Mobiliario,0.0,37652.33,0.0
0350,1321,62502,,Camaras de videovigilancia,150000.0,150000.0,0.0
0350,1321,62503,,Elementos de señalización y seguridad vial,15000.0,15000.0,0.0
0350,1321,62504,,Equipamiento y mto.centro coord.mesa de crisis,5000.0,5000.0,0.0
0350,1321,62506,,Pertrechos de seguridad policial,116500.0,116500.0,0.0
0350,1321,62507,,Electrolineras,100000.0,100000.0,0.0
0350,1321,62603,,Innovación digital,35000.0,35000.0,0.0
0350,1321,62901,,Adquisicion equipos e instalaciones,70000.0,100000.0,0.0
0350,1321,62901,A,Adquisicion equipos e instalaciones,0.0,18701.76,0.0
0350,1321,62901,R,Adquisicion equipos e instalaciones,0.0,51418.07,0.0
0350,1321,62904,,Mejoras instalaciones aguirrelanda (calabozos),100000.0,100000.0,0.0
0410,0111,33201,,Intereses de prestamos a largo plazo,2064808.39,2064808.39,470739.05
0410,0111,93300,,Amortizacion de prestamos a l/p,10187788.56,10187788.56,2871101.59
0410,1513,73102,,Al centro de estudios ambientales,170000.0,170000.0,0.0
0410,1513,73310,,A ensanche 21 para rehabilitación de viviendas del resto de la ciudad,2000000.0,2000000.0,0.0
0410,1513,73315,,A ensanche 21 para rehabilitación viviendas casco historico,1000000.0,1000000.0,0.0
0410,1513,73316,,A ensanche 21 para rehabilitación del edificio goya,1.0,1.0,0.0
0410,1515,43308,A,Piie - a ensanche 21 oficina de proximidad zaramaga,0.0,414500.0,0.0
0410,1515,73312,A,Piie - a ensanche 21 ayudas eco-rehab. zaramaga,0.0,6974159.83,352557.29
0410,1515,73312,R,Piie - a ensanche 21 ayudas eco-rehab. zaramaga,0.0,500118.6,0.0
0410,1621,22502,,Impuesto residuos vertedero 7/2022,30000.0,30000.0,5011.0
0410,1722,43102,,Al centro de estudios ambientales,3128500.0,3128500.0,1500000.0
0410,1722,43104,,Al cea proyecto renaturalización margarita,100000.0,100000.0,0.0
0410,1722,43105,,Al cea nuevas rutas naturales y culturales,125000.0,125000.0,0.0
0410,1722,43106,,Al cea para proyecto rva.de la biosfera y araba central,70000.0,70000.0,0.0
0410,2381,22675,,Asistencia técnica ppto perspectiva genero,19000.03,19000.03,0.0
0410,3371,68202,,Inversiones rehabilitación local goikolarra,250000.0,250000.0,0.0
0410,4411,43300,,Aportacion a tuvisa,19936454.12,19936454.12,9900000.0
0410,4411,43304,,Aportación tuvisa estudio bonificación transporte,50000.0,50000.0,0.0
0410,4411,73300,,A tuvisa,888269.02,888269.02,0.0
0410,4411,73309,,A tuvisa para adquisición de autobuses,4000000.0,4000000.0,4000000.0
0410,9202,16205,,Seguro vida-accidentes empleados,680000.0,680000.0,186777.14
0410,9202,16206,,Seguros corporativos,13000.0,13000.0,0.0
0410,9204,62629,,Sistema informático inventario municipal,20000.0,20000.0,0.0
0410,9205,20301,,Renting de vehiculos,400000.0,400000.0,90934.01
0410,9205,21300,,Reparación de vehículos,250000.0,250000.0,55418.76
0410,9205,22104,,Combustibles y carburantes,370000.0,370000.0,47768.68
0410,9205,22404,,Seguros de vehiculos,140000.0,140000.0,27598.46
0410,9205,62400,,Vehiculos,120000.0,120000.0,0.0
0410,9205,62400,R,Vehiculos,0.0,37873.0,37873.0
0410,9206,21400,,Reparacion mobiliario,2000.0,2000.0,0.0
0410,9206,21500,,Contratos mantenimiento de equipos,195000.0,195000.0,10284.22
0410,9206,22001,,Ordinario no inventariable,255000.0,255000.0,43170.95
0410,9206,62318,,Renovación equipos reprografía,5000.0,5000.0,0.0
0410,9206,62501,,Mobiliario,30000.0,30000.0,184.59
0410,9206,62501,R,Mobiliario,0.0,68235.61,0.0
0410,9206,62505,,Adquisiciones varias dptos. municipales,15000.0,15000.0,0.0
0410,9207,20100,,Arrendamiento locales y edificios,4300000.0,4300000.0,1075577.86
0410,9207,22110,,Gastos de reprografia,98415.06,98415.06,11322.19
0410,9207,22402,,Seguros de responsabilidad civil,325000.0,325000.0,81112.5
0410,9207,22407,,Seguro vida y accidentes,125000.0,125000.0,6560.52
0410,9207,22600,,Gastos de registro de bienes,5000.0,5000.0,1138.72
0410,9207,22732,,Contratos de prestación de servicios,70000.0,70000.0,25944.31
0410,9207,62900,,Reposiciones por siniestros,1.0,1.0,0.0
0410,9207,62900,R,Reposiciones por siniestros,0.0,10182.11,0.0
0410,9211,62298,,Inversiones san martin,23000.0,23000.0,1851.3
0410,9211,62298,R,Inversiones san martin,0.0,132792.6,0.0
0410,9213,22102,,Suministro agua y depuración de residuales,1700000.0,1700000.0,0.0
0410,9213,22103,,Fraccionamiento suministro agua convenio amvisa,680000.0,680000.0,0.0
0410,9242,62205,R,Locales bizan judimendi,0.0,234232.48,0.0
0410,9271,41800,,A eudel,377385.23,377385.23,0.0
0410,9311,22499,,Indemnizaciones por responsabilidad patrimonial,180000.0,180000.0,90610.91
0410,9319,12000,,Retribuciones basicas de funcionarios,92545.0,92545.0,12859.17
0410,9319,12100,,Retribuciones complementarias funcionarios,141462.0,141462.0,30471.82
0410,9319,12105,,Retribuciones consecuc.objetivos,2839.0,2839.0,0.0
0410,9319,13000,,Retribuciones personal laboral fijo,74490.0,74490.0,15458.76
0410,9319,13001,,Retribuciones consecuc.objetivos,1390.0,1390.0,0.0
0410,9319,16000,,Seguridad social a cargo del ayuntamiento,77065.0,77065.0,13749.51
0410,9319,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1453.0,1453.0,303.78
0410,9321,22776,,Servicios de la unidad de multas,206413.31,206413.31,34402.22
0410,9331,22401,,Seguros de edificios y locales municipales,500000.0,500000.0,123185.23
0410,9331,22601,,Gastos comunidades vecinos,350000.0,350000.0,83577.42
0410,9331,22631,,Tasa airef,7482.29,7482.29,0.0
0410,9331,22760,,Mantenimiento relojes publicos,32000.0,32000.0,3621.66
0410,9341,36100,,Intereses devolucion ingresos indebidos,50000.0,50000.0,4883.31
0410,9341,36101,,Gastos financieros asociados a ingresos,110000.0,110000.0,34802.85
0410,9341,36102,,Intereses de demora,90000.0,90000.0,0.0
0410,9341,36900,,Otros gastos financieros,10000.0,10000.0,0.0
0411,9321,12000,,Retribuciones basicas de funcionarios,58516.0,58516.0,10720.1
0411,9321,12100,,Retribuciones complementarias funcionarios,78645.0,78645.0,20295.03
0411,9321,12105,,Retribuciones consecuc.objetivos,2177.0,2177.0,0.0
0411,9321,14100,,Otro personal,123812.0,123812.0,32837.11
0411,9321,14101,,Retribuciones al personal de sustituciones,1203.0,1203.0,0.0
0411,9321,16000,,Seguridad social a cargo del ayuntamiento,74737.0,74737.0,20204.83
0411,9321,16500,,Cuotas elkarkidetza a cargo ayuntamiento,3558.0,3558.0,786.21
0414,9312,12000,,Retribuciones basicas de funcionarios,37480.0,37480.0,1345.75
0414,9312,12100,,Retribuciones complementarias funcionarios,39129.0,39129.0,1859.01
0414,9312,12105,,Retribuciones consecuc.objetivos,2224.0,2224.0,0.0
0414,9312,16000,,Seguridad social a cargo del ayuntamiento,29218.0,29218.0,4619.24
0414,9312,16500,,Cuotas elkarkidetza a cargo ayuntamiento,2668.0,2668.0,372.03
0415,9323,12000,,Retribuciones basicas de funcionarios,146418.0,146418.0,27578.74
0415,9323,12100,,Retribuciones complementarias funcionarios,202061.0,202061.0,51425.95
0415,9323,12105,,Retribuciones consecuc.objetivos,3972.0,3972.0,0.0
0415,9323,16000,,Seguridad social a cargo del ayuntamiento,77419.0,77419.0,20127.08
0415,9323,16500,,Cuotas elkarkidetza a cargo ayuntamiento,5929.0,5929.0,911.34
0416,9341,12000,,Retribuciones basicas de funcionarios,65547.0,65547.0,12990.37
0416,9341,12100,,Retribuciones complementarias funcionarios,102335.0,102335.0,29032.18
0416,9341,12105,,Retribuciones consecuc.objetivos,3448.0,3448.0,0.0
0416,9341,14100,,Otro personal,109526.0,109526.0,21017.43
0416,9341,14101,,Retribuciones al personal de sustituciones,2224.0,2224.0,0.0
0416,9341,16000,,Seguridad social a cargo del ayuntamiento,70852.0,70852.0,19147.7
0416,9341,16500,,Cuotas elkarkidetza a cargo ayuntamiento,8259.0,8259.0,1860.15
0417,9322,12000,,Retribuciones basicas de funcionarios,95316.0,95316.0,22248.38
0417,9322,12100,,Retribuciones complementarias funcionarios,126392.0,126392.0,39298.96
0417,9322,12105,,Retribuciones consecuc.objetivos,3336.0,3336.0,0.0
0417,9322,14100,,Otro personal,80060.0,80060.0,35715.42
0417,9322,14101,,Retribuciones al personal de sustituciones,1082.0,1082.0,0.0
0417,9322,16000,,Seguridad social a cargo del ayuntamiento,88686.0,88686.0,28301.18
0417,9322,16500,,Cuotas elkarkidetza a cargo ayuntamiento,5336.0,5336.0,1488.12
0418,9319,12000,,Retribuciones basicas de funcionarios,1091320.0,1091320.0,212170.66
0418,9319,12100,,Retribuciones complementarias funcionarios,1383071.0,1383071.0,363148.13
0418,9319,12105,,Retribuciones consecuc.objetivos,24088.0,24088.0,0.0
0418,9319,14100,,Otro personal,435645.0,435645.0,125142.38
0418,9319,14101,,Retribuciones al personal de sustituciones,6200.0,6200.0,0.0
0418,9319,16000,,Seguridad social a cargo del ayuntamiento,916029.0,916029.0,245085.1
0418,9319,16500,,Cuotas elkarkidetza a cargo ayuntamiento,64939.0,64939.0,12553.41
0421,9314,12000,,Retribuciones basicas de funcionarios,119734.0,119734.0,23311.65
0421,9314,12100,,Retribuciones complementarias funcionarios,163017.0,163017.0,43249.05
0421,9314,12105,,Retribuciones consecuc.objetivos,5293.0,5293.0,0.0
0421,9314,14100,,Otro personal,114685.0,114685.0,38312.74
0421,9314,14101,,Retribuciones al personal de sustituciones,1466.0,1466.0,0.0
0421,9314,16000,,Seguridad social a cargo del ayuntamiento,110191.0,110191.0,34501.27
0810,4301,12000,,Retribuciones basicas de funcionarios,89844.0,89844.0,39238.83
0810,4301,12100,,Retribuciones complementarias funcionarios,128403.0,128403.0,64725.28
0810,4301,12105,,Retribuciones consecuc.objetivos,3114.0,3114.0,0.0
0810,4301,16000,,Seguridad social a cargo del ayuntamiento,49290.0,49290.0,29029.52
0810,4301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,7115.0,7115.0,2232.18
0810,4321,42304,,Convenio de promoción mercados europeos-cámara comercio,60000.0,60000.0,0.0
0810,4321,42304,R,Convenio de promoción mercados europeos-cámara comercio,0.0,2000.0,0.0
0810,4331,22712,,Impulso film office,0.0,0.0,9003.3
0810,4331,22797,,Oficina desarrollo local: dinamización económica,202000.0,202000.0,35745.0
0810,4331,22797,R,Oficina desarrollo local: dinamización económica,0.0,18808.15,13941.58
0810,4334,85107,,Ampliacion de capital del parque tecnologico,31420.0,31420.0,0.0
0819,4301,12000,,Retribuciones basicas de funcionarios,215266.0,215266.0,44215.57
0819,4301,12100,,Retribuciones complementarias funcionarios,268373.0,268373.0,76568.49
0819,4301,12105,,Retribuciones consecuc.objetivos,4126.0,4126.0,0.0
0819,4301,14100,,Otro personal,185683.0,185683.0,37882.53
0819,4301,14101,,Retribuciones al personal de sustituciones,1572.0,1572.0,0.0
0819,4301,16000,,Seguridad social a cargo del ayuntamiento,204390.0,204390.0,55801.15
0819,4301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,6215.0,6215.0,1246.2
0820,4301,12000,,Retribuciones basicas de funcionarios,204097.0,204097.0,44955.6
0820,4301,12100,,Retribuciones complementarias funcionarios,212317.0,212317.0,61837.21
0820,4301,12105,,Retribuciones consecuc.objetivos,7562.0,7562.0,0.0
0820,4301,14100,,Otro personal,146161.0,146161.0,34754.67
0820,4301,14101,,Retribuciones al personal de sustituciones,1839.0,1839.0,0.0
0820,4301,16000,,Seguridad social a cargo del ayuntamiento,161526.0,161526.0,42164.38
0820,4301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,13643.0,13643.0,2853.45
0820,4321,22708,R,Traslado de personas mayores,0.0,111683.0,0.0
0821,2381,48946,,Convenio smye,3000.0,3000.0,0.0
0821,2381,48946,R,Convenio smye,0.0,600.0,0.0
0821,4221,22601,,Ciudad laboratorio,15000.0,15000.0,0.0
0821,4221,22716,,Emprendimiento circular emprendimiento sectores emergentes,40000.0,40000.0,0.0
0821,4221,22716,R,Emprendimiento circular emprendimiento sectores emergentes,0.0,5445.0,907.5
0821,4221,22763,,Economía circular,45000.0,45000.0,3138.77
0821,4221,22763,R,Economía circular,0.0,10672.2,10672.2
0821,4221,22779,,Apoyo a industrias y empresas,130000.0,130000.0,10044.85
0821,4221,22779,A,Apoyo a industrias y empresas,0.0,4596.58,0.0
0821,4221,22779,R,Apoyo a industrias y empresas,0.0,10023.12,2420.0
0821,4221,62952,,Mantenimiento zonas industriales,120000.0,120000.0,0.0
0821,4314,47141,,Plan empleo sectores emergentes agricultura ecológica,175000.0,175000.0,0.0
0821,4314,47141,R,Plan empleo sectores emergentes agricultura ecológica,0.0,134720.8,0.0
0821,4331,12000,,Retribuciones basicas de funcionarios,190754.0,190754.0,34325.93
0821,4331,12100,,Retribuciones complementarias funcionarios,210836.0,210836.0,49688.59
0821,4331,12105,,Retribuciones consecuc.objetivos,7401.0,7401.0,0.0
0821,4331,14100,,Otro personal,85590.0,85590.0,32295.66
0821,4331,14101,,Retribuciones al personal de sustituciones,1569.0,1569.0,0.0
0821,4331,16000,,Seguridad social a cargo del ayuntamiento,137325.0,137325.0,36746.34
0821,4331,16500,,Cuotas elkarkidetza a cargo ayuntamiento,7115.0,7115.0,1488.12
0821,4331,22676,,Acciones de apoyo al plan de emprendimientos,190000.0,190000.0,27333.06
0821,4331,22677,R,Apoyo a personas emprendedoras,0.0,24198.08,11955.71
0821,4331,22678,,Contrato patrocinio mazoka,40000.0,40000.0,0.0
0821,4331,22703,,Impulso film office,25000.0,25000.0,0.0
0821,4331,22712,,Gestion centros de empresas,40000.0,40000.0,2457.32
0821,4331,22713,A,Eu-economía circular sensibilización visitantes (pstd fase ii),0.0,22611.51,0.0
0821,4331,22714,,Basaldea,80000.0,80000.0,8125.69
0821,4331,22716,,Basaldea. ampliación de puntos de reparto,70000.0,70000.0,0.0
0821,4331,22716,A,Basaldea. ampliación de puntos de reparto,0.0,13721.4,7013.16
0821,4331,22716,R,Basaldea. ampliación de puntos de reparto,0.0,53240.0,0.0
0821,4331,22738,,Patrocinio icoff,1500.0,1500.0,0.0
0821,4331,22769,,Patrocinio festval - fila 2,190000.0,190000.0,0.0
0821,4331,22778,,Nuevos semilleros de empresas. anteproyectos,125000.0,125000.0,0.0
0821,4331,41900,,Convenio ehu-upv apoyo emprendimiento,5000.0,5000.0,0.0
0821,4331,41900,R,Convenio ehu-upv apoyo emprendimiento,0.0,1000.0,1000.0
0821,4331,47002,,Aportacion bic,100882.0,100882.0,0.0
0821,4331,47102,,Ayudas industrias creativas y audiovisuales,110000.0,110000.0,0.0
0821,4331,47102,A,Ayudas industrias creativas y audiovisuales,0.0,8000.0,0.0
0821,4331,47102,R,Ayudas industrias creativas y audiovisuales,0.0,20000.0,0.0
0821,4331,47107,,Convenio ajebask-formacion y semillero,15000.0,15000.0,0.0
0821,4331,47107,R,Convenio ajebask-formacion y semillero,0.0,7500.0,0.0
0821,4331,47131,,Conv. euskal irudigileak/ilustradores de euskadi. irudika,15000.0,15000.0,0.0
0821,4331,47131,R,Conv. euskal irudigileak/ilustradores de euskadi. irudika,0.0,3000.0,0.0
0821,4331,47135,,Convenio diga,10000.0,10000.0,0.0
0821,4331,47135,R,Convenio diga,0.0,2000.0,0.0
0821,4331,47136,,Ayudas proyectos economía circular,100000.0,100000.0,0.0
0821,4331,47138,,Convenio apika,20000.0,20000.0,16000.0
0821,4331,47138,R,Convenio apika,0.0,4000.0,4000.0
0821,4331,47141,,Convenio abycine,15000.0,15000.0,0.0
0821,4331,47142,,Ayudas empresas descarbonización y sostenibilidad,550000.0,550000.0,0.0
0821,4331,47142,R,Ayudas empresas descarbonización y sostenibilidad,0.0,111131.11,0.0
0821,4331,48150,,Convenio asoc. seniors españoles para la cooperación técnica  - secot,3600.0,3600.0,0.0
0821,4331,48150,R,Convenio asoc. seniors españoles para la cooperación técnica  - secot,0.0,720.0,0.0
0821,4331,48175,,Convenio via potenciar actividades del pasaje,1054000.0,1054000.0,0.0
0821,4331,48175,A,Convenio via potenciar actividades del pasaje,0.0,260000.0,0.0
0821,4331,48175,R,Convenio via potenciar actividades del pasaje,0.0,120000.0,0.0
0821,4331,48180,,Transferencias a via,60000.0,60000.0,0.0
0821,4331,48905,,Convenio prestaturik reutiliza,30000.0,30000.0,0.0
0821,4331,48905,R,Convenio prestaturik reutiliza,0.0,6000.0,0.0
0821,4331,48913,,Becas talento,80000.0,80000.0,0.0
0821,4331,48943,,Foro responsabilidad social de la empresa,4000.0,4000.0,0.0
0821,4331,48945,,Convenio aclima,2000.0,2000.0,0.0
0821,4331,48947,,Convenio ampea,3000.0,3000.0,0.0
0821,4331,48947,R,Convenio ampea,0.0,600.0,0.0
0821,4331,48948,,Convenio fstudent,10000.0,10000.0,0.0
0821,4331,48949,,Becas al emprendimiento,100000.0,100000.0,0.0
0821,4331,48950,,Cheque autonomos,100000.0,100000.0,0.0
0821,4331,48950,R,Cheque autonomos,0.0,102160.0,0.0
0821,4331,48967,,Ayudas a la creación y consolidación de empresas,190000.0,190000.0,4377.78
0821,4331,48967,R,Ayudas a la creación y consolidación de empresas,0.0,51582.94,0.0
0821,4331,48985,,Premios pacto verde,6000.0,6000.0,0.0
0821,4331,48986,R,Convenio cámara apoyo pequeñas empresas,0.0,6400.0,0.0
0821,4331,48996,,Convenio arco n1,9200.0,9200.0,0.0
