#Institución,Sección,Nombre
0,,,Vitoria-Gasteizko Udala
0,0,00,Vitoria-Gasteizko Udala
0,0,01,Alkatetza
0,0,02,Hirigintza
0,0,03,Herritarren Segurtasuna
0,0,04,Ogasuna
0,0,08,Ekonomi-sustapena
0,0,09,Funtzio Publikoa
0,0,10,Informazioaren Teknologiak
0,0,11,Gizarte Kontuak eta Adinekoak
0,0,13,Kontu-hartzailetza Nagusia
0,0,15,Ingurumena eta Espazio Publikoa
0,0,16,Udaleko Eraikinetaoak Mantentzea
0,0,18,Herritarri Zerbitzuak eta Kirola
0,0,21,Enplegu
0,0,22,Hiriko promozioa, Turismo eta Erakunde Harremanak
0,0,90,Beste
