#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2026ko Hasierako kreditua,2026ko Behin-betiko kreditua,Obligado ,i,j,k
0418,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",64939.0,64939.0,12553.41,,,
0421,9314,12000,,Funtzionarioen oinarrizko ordainsariak,119734.0,119734.0,23311.65,,,
0421,9314,12100,,Funtzionarioen ordainsari osagarriak,163017.0,163017.0,43249.05,,,
0421,9314,12105,,Helburuak lortu izanagatiko ordainsariak,5293.0,5293.0,0.0,,,
0421,9314,14100,,Bestelako langileak,114685.0,114685.0,38312.74,,,
0421,9314,14101,,Ordezko langileen ordainsariak,1466.0,1466.0,0.0,,,
0421,9314,16000,,"Gizarte Segurantza, enpresaren kontura",110191.0,110191.0,34501.27,,,
0810,4301,12000,,Funtzionarioen oinarrizko ordainsariak,89844.0,89844.0,39238.83,,,
0810,4301,12100,,Funtzionarioen ordainsari osagarriak,128403.0,128403.0,64725.28,,,
0810,4301,12105,,Helburuak lortu izanagatiko ordainsariak,3114.0,3114.0,0.0,,,
0810,4301,16000,,"Gizarte Segurantza, enpresaren kontura","Gizarte Segurantza, enpresaren kontura",49290.0,29029.52,,,
0810,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura","Elkarkidetzako kuotak, Udalaren kontura",7115.0,2232.18,,,
0810,4321,42304,,Europako merkatuetan sustatzeko hitzarmena-Merkataritza Ganbera,Europako merkatuetan sustatzeko hitzarmena-Merkataritza Ganbera,60000.0,0.0,,,
0810,4321,42304,R,Europako merkatuetan sustatzeko hitzarmena-Merkataritza Ganbera,Europako merkatuetan sustatzeko hitzarmena-Merkataritza Ganbera,2000.0,0.0,,,
0810,4331,22712,,Film Office bultzatzea,Film Office bultzatzea,0.0,9003.3,,,
0810,4331,22797,,Toki garapenerako bulegoa: Dinamizazio Ekonomikoa,Toki garapenerako bulegoa: Dinamizazio Ekonomikoa,202000.0,35745.0,,,
0810,4331,22797,R,Toki garapenerako bulegoa: Dinamizazio Ekonomikoa,Toki garapenerako bulegoa: Dinamizazio Ekonomikoa,18808.15,13941.58,,,
0810,4334,85107,,Parke teknologikoaren kapital-zabalkuntza,Parke teknologikoaren kapital-zabalkuntza,31420.0,0.0,,,
0819,4301,12000,,Funtzionarioen oinarrizko ordainsariak,Funtzionarioen oinarrizko ordainsariak,215266.0,44215.57,,,
0819,4301,12100,,Funtzionarioen ordainsari osagarriak,Funtzionarioen ordainsari osagarriak,268373.0,76568.49,,,
0819,4301,12105,,Helburuak lortu izanagatiko ordainsariak,4126.0,4126.0,0.0,,,
0819,4301,14100,,Bestelako langileak,185683.0,185683.0,37882.53,,,
0819,4301,14101,,Ordezko langileen ordainsariak,1572.0,1572.0,0.0,,,
0819,4301,16000,,"Gizarte Segurantza, enpresaren kontura",204390.0,204390.0,55801.15,,,
0819,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6215.0,6215.0,1246.2,,,
0820,4301,12000,,Funtzionarioen oinarrizko ordainsariak,204097.0,204097.0,44955.6,,,
0820,4301,12100,,Funtzionarioen ordainsari osagarriak,212317.0,212317.0,61837.21,,,
0820,4301,12105,,Helburuak lortu izanagatiko ordainsariak,7562.0,7562.0,0.0,,,
0820,4301,14100,,Bestelako langileak,146161.0,146161.0,34754.67,,,
0820,4301,14101,,Ordezko langileen ordainsariak,1839.0,1839.0,0.0,,,
0820,4301,16000,,"Gizarte Segurantza, enpresaren kontura",161526.0,161526.0,42164.38,,,
0820,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",13643.0,13643.0,2853.45,,,
0820,4321,22708,R,"Adimen turistikoko sistema, II. fasea",0.0,111683.0,0.0,,,
0821,2381,48946,,Hitzarmena: Smye,3000.0,3000.0,0.0,,,
0821,2381,48946,R,Hitzarmena: Smye,0.0,600.0,0.0,,,
0821,4221,22601,,Laborategi-hiria,15000.0,15000.0,0.0,,,
0821,4221,22716,,Ekintzailetza zirkularra,40000.0,40000.0,0.0,,,
0821,4221,22716,R,Ekintzailetza zirkularra,0.0,5445.0,907.5,,,
0821,4221,22763,,Ekonomia zirkularra,45000.0,45000.0,3138.77,,,
0821,4221,22763,R,Ekonomia zirkularra,0.0,10672.2,10672.2,,,
0821,4221,22779,,Industriari eta enpresei laguntzea,130000.0,130000.0,10044.85,,,
0821,4221,22779,A,Industriari eta enpresei laguntzea,0.0,4596.58,0.0,,,
0821,4221,22779,R,Industriari eta enpresei laguntzea,0.0,10023.12,2420.0,,,
0821,4221,62952,,Industrialdeak mantentzea,120000.0,120000.0,0.0,,,
0821,4314,47141,,Sektore emergenteentzako enplegu-plana nekazaritza ekologikoa,175000.0,175000.0,0.0,,,
0821,4314,47141,R,Sektore emergenteentzako enplegu-plana nekazaritza ekologikoa,0.0,134720.8,0.0,,,
0821,4331,12000,,Funtzionarioen oinarrizko ordainsariak,190754.0,190754.0,34325.93,,,
0821,4331,12100,,Funtzionarioen ordainsari osagarriak,210836.0,210836.0,49688.59,,,
0821,4331,12105,,Helburuak lortu izanagatiko ordainsariak,7401.0,7401.0,0.0,,,
0821,4331,14100,,Bestelako langileak,85590.0,85590.0,32295.66,,,
0821,4331,14101,,Ordezko langileen ordainsariak,1569.0,1569.0,0.0,,,
0821,4331,16000,,"Gizarte Segurantza, enpresaren kontura",137325.0,137325.0,36746.34,,,
0821,4331,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7115.0,7115.0,1488.12,,,
0821,4331,22676,,Ekintzailetza planari laguntzeko ekintzak,190000.0,190000.0,27333.06,,,
0821,4331,22677,R,Ekintzaileentzako laguntza,0.0,24198.08,11955.71,,,
0821,4331,22678,,Babes-kontratua: Mazoka,40000.0,40000.0,0.0,,,
0821,4331,22703,,Film Office bultzatzea,25000.0,25000.0,0.0,,,
0821,4331,22712,,Enpresa-mintegien kudeaketa,40000.0,40000.0,2457.32,,,
0821,4331,22713,A,"EU-Ekonomia zirkularra, bisitarien sentsibilizazioa (PSTD, II. fasea)",0.0,22611.51,0.0,,,
0821,4331,22714,,Basaldea,80000.0,80000.0,8125.69,,,
0821,4331,22716,,Basaldea proiektua,70000.0,70000.0,0.0,,,
0821,4331,22716,A,Basaldea proiektua,0.0,13721.4,7013.16,,,
0821,4331,22716,R,Basaldea proiektua,0.0,53240.0,0.0,,,
0821,4331,22738,,ICOFF BABESTEA,1500.0,1500.0,0.0,,,
0821,4331,22769,,Festval - Fila 2 babestea,190000.0,190000.0,0.0,,,
0821,4331,22778,,ENPRESA-HAZTEGI BERRIAK. AURREPROIEKTUAK,125000.0,125000.0,0.0,,,
0821,4331,41900,,Ekintzailetzari laguntzeko EHU-rekiko hitzarmena,5000.0,5000.0,0.0,,,
0821,4331,41900,R,Ekintzailetzari laguntzeko EHU-rekiko hitzarmena,0.0,1000.0,1000.0,,,
0821,4331,47002,,Ekarpena BIC,100882.0,100882.0,0.0,,,
0821,4331,47102,,Sorkuntzarekin lotutako industrientzako enplegu-laguntzak,110000.0,110000.0,0.0,,,
0821,4331,47102,A,Sorkuntzarekin lotutako industrientzako enplegu-laguntzak,0.0,8000.0,0.0,,,
0821,4331,47102,R,Sorkuntzarekin lotutako industrientzako enplegu-laguntzak,0.0,20000.0,0.0,,,
0821,4331,47107,,Hitzarmena: Ajebask- Prestakuntza eta mintegia,15000.0,15000.0,0.0,,,
0821,4331,47107,R,Hitzarmena: Ajebask- Prestakuntza eta mintegia,0.0,7500.0,0.0,,,
0821,4331,47131,,Hitzarmena: Euskal Irudigileak,15000.0,15000.0,0.0,,,
0821,4331,47131,R,Hitzarmena: Euskal Irudigileak,0.0,3000.0,0.0,,,
0821,4331,47135,,"Hitzarmena: DIGA, Arabako diseinu grafikoaren profesionalen elkartea",10000.0,10000.0,0.0,,,
0821,4331,47135,R,"Hitzarmena: DIGA, Arabako diseinu grafikoaren profesionalen elkartea",0.0,2000.0,0.0,,,
0821,4331,47136,,Ekonomia zirkularreko proiektuetarako laguntza,100000.0,100000.0,0.0,,,
0821,4331,47138,,"Hitzarmena: Apika, Arabako ikus-entzunezkoen ekoizleen elkartea",20000.0,20000.0,16000.0,,,
0821,4331,47138,R,"Hitzarmena: Apika, Arabako ikus-entzunezkoen ekoizleen elkartea",0.0,4000.0,4000.0,,,
0821,4331,47141,,Hitzarmena: Abycine ,15000.0,15000.0,0.0,,,
0821,4331,47142,,Hitzarmena: Hibridalab,550000.0,550000.0,0.0,,,
0821,4331,47142,R,Hitzarmena: Hibridalab,0.0,111131.11,0.0,,,
0821,4331,48150,,Hitzarmena: SECOT elkartearekin,3600.0,3600.0,0.0,,,
0821,4331,48150,R,Hitzarmena: SECOT elkartearekin,0.0,720.0,0.0,,,
0821,4331,48175,,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",1054000.0,1054000.0,0.0,,,
0821,4331,48175,A,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",0.0,260000.0,0.0,,,
0821,4331,48175,R,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",0.0,120000.0,0.0,,,
0821,4331,48180,,VIArentzako transferentziak,60000.0,60000.0,0.0,,,
0821,4331,48905,,"Hitzarmena: Prestaturik, berrerabili",30000.0,30000.0,0.0,,,
0821,4331,48905,R,"Hitzarmena: Prestaturik, berrerabili",0.0,6000.0,0.0,,,
0821,4331,48913,,TALENTUAREN BEKAK,80000.0,80000.0,0.0,,,
0821,4331,48943,,Enpresen Gizarte Erantzukizunari buruzko Foroa,4000.0,4000.0,0.0,,,
0821,4331,48945,,Hitzarmena: aclima,2000.0,2000.0,0.0,,,
0821,4331,48947,,Hitzarmena: AMPEA (Arabako emakume profesional eta enpresaburuen elkartea),3000.0,3000.0,0.0,,,
0821,4331,48947,R,Hitzarmena: AMPEA (Arabako emakume profesional eta enpresaburuen elkartea),0.0,600.0,0.0,,,
0821,4331,48948,,Hitzarmena: Fstudent ,10000.0,10000.0,0.0,,,
0821,4331,48949,,Ekintzaileentzako bekak,100000.0,100000.0,0.0,,,
0821,4331,48950,,Autonomoentzako Txekea,100000.0,100000.0,0.0,,,
0821,4331,48950,R,Autonomoentzako Txekea,0.0,102160.0,0.0,,,
0821,4331,48967,,Enpresak sortzeko eta sendotzeko laguntzak,190000.0,190000.0,4377.78,,,
0821,4331,48967,R,ENPRESAK SORTZEKO ETA FINKATZEKO LAGUNTZAK,0.0,51582.94,0.0,,,
0821,4331,48985,,ITUN BERDEA SARIAK,6000.0,6000.0,0.0,,,
0821,4331,48986,R,"Hitzarmena, Merkataritza Ganberarekin - enpresa txikiei laguntzea",0.0,6400.0,0.0,,,
0821,4331,48996,,Hitzarmena: Arco n1,9200.0,9200.0,0.0,,,
0821,4331,48996,R,Hitzarmena: Arco n1,0.0,4600.0,0.0,,,
0821,4331,60902,,Mintegiko inbertsioak - Basaldea proiektua,100000.0,100000.0,526.35,,,
0821,4331,60902,R,Mintegiko inbertsioak - Basaldea proiektua,0.0,48681.12,2257.11,,,
0821,4331,62601,,Mintegietako berrikuntza eta ekipamenduak,60000.0,60000.0,0.0,,,
0821,4331,62602,,Berritzeko inbertsioak/enpresa-mintegi berriak,275000.0,275000.0,0.0,,,
0821,4331,62602,R,Berritzeko inbertsioak/enpresa-mintegi berriak,0.0,75005.4,24609.29,,,
0822,4312,61406,,Merkatuetan obrak egitea,40000.0,40000.0,0.0,,,
0822,4314,12000,,Funtzionarioen oinarrizko ordainsariak,82255.0,82255.0,18397.33,,,
0822,4314,12100,,Funtzionarioen ordainsari osagarriak,98352.0,98352.0,28756.46,,,
0822,4314,12105,,Helburuak lortu izanagatiko ordainsariak,4015.0,4015.0,0.0,,,
0822,4314,14100,,Bestelako langileak,139696.0,139696.0,34373.57,,,
0822,4314,14101,,Ordezko langileen ordainsariak,1306.0,1306.0,0.0,,,
0822,4314,16000,,"Gizarte Segurantza, enpresaren kontura",96299.0,96299.0,27429.61,,,
0822,4314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6988.0,6988.0,2046.18,,,
0822,4314,20200,,Makineria eta instalazioak alokatzea,110000.0,110000.0,0.0,,,
0822,4314,22700,,Eguberrietako argiztapena,235000.0,235000.0,0.0,,,
0822,4314,22700,R,Eguberrietako argiztapena,0.0,42342.0,42342.0,,,
0822,4314,22701,A,Merkataritza-lokalak dinamizatzeko plana,0.0,16516.0,4682.16,,,
0822,4314,22702,,Merkataritza-lokalak dinamizatzeko plana,0.0,0.0,0.0,,,
0822,4314,22771,,“Urban Commerce” jardunaldia,70000.0,70000.0,0.0,,,
0822,4314,22773,,Azokak,70000.0,70000.0,4869.05,,,
0822,4314,22774,,TOKIKO AZOKAK MODERNIZATZEA,75000.0,75000.0,0.0,,,
0822,4314,22798,,Merkataritza dinamizatzea,200000.0,200000.0,5689.35,,,
0822,4314,22798,R,Merkataritza dinamizatzea,0.0,7501.04,4107.71,,,
0822,4314,47102,,"MERKATARITZAKO ERRELEBORAKO, HANDITZEKO ETA DIBERTSIFIKATZEKO PLANA",250000.0,250000.0,0.0,,,
0822,4314,48100,,"HITZARMENA: EDA, DRINKS & WINE CAMPUS FUNDAZIOA",500000.0,500000.0,0.0,,,
0822,4314,48904,,Hitzarmena: City Wine,15000.0,15000.0,0.0,,,
0822,4314,48904,R,Hitzarmena: City Wine,0.0,3000.0,0.0,,,
0822,4314,48926,,Hitzarmena: Gasteiz On elkartea,255816.0,255816.0,0.0,,,
0822,4314,48926,R,Hitzarmena: Gasteiz On elkartea,0.0,100320.0,0.0,,,
0822,4314,48963,,Hitzarmena: Erdi Aroko hiriguneko Merkatarien Elkartea,99960.0,99960.0,0.0,,,
0822,4314,48963,R,Hitzarmena: Erdi Aroko hiriguneko Merkatarien Elkartea,0.0,19600.0,19600.0,,,
0822,4314,48964,,Denda txikientzako laguntzak,500000.0,500000.0,0.0,,,
0822,4314,48965,,Hitzarmena: Merkataritza Enpresaburuen Elkartea,45900.0,45900.0,0.0,,,
0822,4314,48965,R,Hitzarmena: Merkataritza Enpresaburuen Elkartea,0.0,9000.0,9000.0,,,
0822,4314,48966,,Hitzarmena: Gorbeia kaleko Merkatarien Elkartea,16320.0,16320.0,0.0,,,
0822,4314,48966,R,Hitzarmena: Gorbeia kaleko Merkatarien Elkartea,0.0,6400.0,6400.0,,,
0822,4314,48967,,"Konpondu bonua programa, kontsumo jasangarrikako laguntza",200000.0,200000.0,0.0,,,
0822,4314,48969,,Lokalak dinamizatzeko laguntzak,300000.0,300000.0,0.0,,,
0822,4314,48969,R,Lokalak dinamizatzeko laguntzak,0.0,111506.0,74156.0,,,
0822,4314,48970,R,Merkataritzan belaunaldi-erreleboa sustatzeko laguntzak,0.0,100000.0,0.0,,,
0822,4314,48971,R,Hitzarmena: Azoka Plaza,0.0,2400.0,0.0,,,
0822,4314,62250,,Semillero de empresas comercial,20000.0,20000.0,0.0,,,
0822,4321,22775,,Loreko jaialdia,40000.0,40000.0,0.0,,,
0823,2381,22279,,GPS: Orientabide profesionala berdintasunean,30000.0,30000.0,6960.0,,,
0823,2411,12000,,Funtzionarioen oinarrizko ordainsariak,524119.0,524119.0,97857.01,,,
0823,2411,12100,,Funtzionarioen ordainsari osagarriak,660674.0,660674.0,185115.96,,,
0823,2411,12105,,Helburuak lortu izanagatiko ordainsariak,22973.0,22973.0,0.0,,,
0823,2411,13000,,Lan-kontratudun langile finkoen ordainsariak,0.0,0.0,965285.79,,,
0823,2411,14100,,Bestelako langileak,221463.0,221463.0,80209.43,,,
0823,2411,14101,,Ordezko langileen ordainsariak,1430.0,1430.0,0.0,,,
0823,2411,16000,,"Gizarte Segurantza, enpresaren kontura",426447.0,426447.0,524053.68,,,
0823,2411,16500,,"Elkarkidetzako kuotak, Udalaren kontura",29107.0,29107.0,5350.37,,,
0823,2411,20100,,Lokal eta eraikinak alokatzea,140000.0,140000.0,21006.44,,,
0823,2411,20100,R,Lokal eta eraikinak alokatzea,0.0,5900.0,0.0,,,
0823,2411,22739,,2025ko Efeso Formazioa,226600.0,226600.0,5239.25,,,
0823,2411,22740,,Gasteiz enplegu planak,381285.0,381285.0,61.23,,,
0823,2411,22774,,"Beste enplegu planak, Udalaren Ekarpena 2. kapitulua",70000.0,70000.0,0.0,,,
0823,2411,22781,,Udaleko atzerritarrak laneratzeko proiektu pilotua 2. kapitulua,886499.03,886499.03,0.0,,,
0823,2411,22782,,Udaleko atzerritarrak laneratzeko proiektu pilotua 1. kapitulua,762437.72,762437.72,0.0,,,
0823,2411,22785,,Eskualdeko plan - Lanbideren ekarpena,87562.28,87562.28,0.0,,,
0823,2411,22786,,Eskualdeko enplegu plana (1. kap),744174.77,744174.77,0.0,,,
0823,2411,22788,,Gazteentzako enplegu plana 2023-24 Lanbideren ekarpena,1212803.32,1212803.32,0.0,,,
0823,2411,22789,,"2026-2027 GAZTE ENPLEGU PLANA, UDALAREN URTEKO EKARPENA (2026), 1. KAP.",178491.03,178491.03,0.0,,,
0823,2411,22790,,Gazteentzako enplegu plana 2024-25 Lanbideren ekarpena,244157.12,244157.12,0.0,,,
0823,2411,22791,,Lehentasunezko kolektiboen enplegua bultzatzea,60000.0,60000.0,19207.14,,,
0823,2411,22793,,Orientazio- eta enplegu-ekintzak,30000.0,30000.0,7996.34,,,
0823,2411,22794,,"ESKUALDEKO XIII. ENPLEGU PLANA 2026-2027. UDALAREN URTEKO EKARPENA (2026), 1. KAP.",85464.86,85464.86,0.0,,,
0823,2411,22795,,Prestakuntza,,250000.0,44735.86,,,
0823,2411,22795,R,Prestakuntza,,68966.48,16798.49,,,
0823,2411,22797,,Gasteiz enplegu plana,,100000.0,31784.9,,,
0823,2411,22798,,Oikos proiektua,,10000.0,1562.2,,,
0823,2411,47101,,Sektore emergenteentzako enplegu-planeko kontrataziorako laguntzak,,350000.0,0.0,,,
0823,2411,47101,R,Sektore emergenteentzako enplegu-planeko kontrataziorako laguntzak,,203721.89,0.0,,,
0823,2411,47128,,"Hitzarmena: SEA, enplegua",,72400.0,0.0,,,
0823,2411,47128,R,"Hitzarmena: SEA, enplegua",,14480.0,0.0,,,
0823,2411,48015,,Eskualdeko plan - Lanbideren ekarpena,,1646363.0,0.0,,,
0823,2411,48015,R,Eskualdeko plan - Lanbideren ekarpena,,1646363.0,0.0,,,
0823,2411,48020,,Eskualdeko plana - Udalaren ekarpena kontrataziorako,,422300.0,0.0,,,
0823,2411,48020,R,Eskualdeko plana - Udalaren ekarpena kontrataziorako,,422300.0,0.0,,,
0823,2411,48171,,Hitzarmena: Secretariado Gitano fundazioa,,48000.0,0.0,,,
0823,2411,48171,R,Hitzarmena: Secretariado Gitano fundazioa,,11520.0,0.0,,,
0823,2411,48966,,Hitzarmena: Saregune proiektua,,66000.0,0.0,,,
0823,2411,48966,R,Hitzarmena: Saregune proiektua,,13200.0,0.0,,,
0823,2411,48967,,Kontratatzeko laguntzak - enplegu-egonkortasuna,,600000.0,0.0,,,
0823,2411,62298,A,Instalazioak berritzea,,45386.79,45379.84,,,
0823,2411,62299,,Enplegu eta prestakuntza instalazioak,,20000.0,847.0,,,
0823,2411,62519,,Prestakuntza ekipoak erostea,,20000.0,8808.03,,,
0823,2411,62600,,Enplegu eta prestakuntza instalazioetarako informatika ekipoak erostea,,20000.0,0.0,,,
0823,4331,47105,,EKONOMIA SOZIAL ETA SOLIDARIOKO PROIEKTUETARAKO LAGUNTZAK,150000.0,150000.0,0.0,,,
0823,4331,48043,R,Arabako Ganberarekiko hitzarmena: salmenta-eskola,0.0,2000.0,0.0,,,
0823,4331,48994,,"Hitzarmena: ADSIS, Cáritas, Egibide - Hazia proiektua",120000.0,120000.0,0.0,,,
0823,4331,48994,A,"Hitzarmena: ADSIS, Cáritas, Egibide - Hazia proiektua",0.0,20000.0,0.0,,,
0823,4331,48994,R,"Hitzarmena: ADSIS, Cáritas, Egibide - Hazia proiektua",0.0,36000.0,12000.0,,,
0824,4321,12000,,Funtzionarioen oinarrizko ordainsariak,208058.0,208058.0,34764.29,,,
0824,4321,12100,,Funtzionarioen ordainsari osagarriak,251080.0,251080.0,58640.13,,,
0824,4321,12105,,Helburuak lortu izanagatiko ordainsariak,6400.0,6400.0,0.0,,,
0824,4321,14100,,Bestelako langileak,88547.0,88547.0,49860.79,,,
0824,4321,14101,,Ordezko langileen ordainsariak,1256.0,1256.0,0.0,,,
0824,4321,16000,,"Gizarte Segurantza, enpresaren kontura",160432.0,160432.0,48400.97,,,
0824,4321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10845.0,10845.0,2031.09,,,
0824,4321,22776,,"Kudeaketa: Europa jauregia, Goiuri eta Turismoa",600000.0,600000.0,87868.13,,,
0824,4321,22776,R,"Kudeaketa: Europa jauregia, Goiuri eta Turismoa",0.0,47639.02,0.0,,,
0824,4321,62513,,Jauregi eta biltzarretako altzariak,80000.0,80000.0,0.0,,,
0824,4321,62609,,Europa eta Goiuri jauregietako ekipo teknikoak,63000.0,63000.0,0.0,,,
0824,4321,62610,,Europa jauregiko berritze-lanak,50000.0,50000.0,0.0,,,
0826,3411,22603,,"Publizitate babesa, Saski Baskonia SADri",177300.0,177300.0,0.0,,,
0826,4321,12000,,Funtzionarioen oinarrizko ordainsariak,69.0,69.0,0.0,,,
0826,4321,12100,,Funtzionarioen ordainsari osagarriak,85.0,85.0,0.0,,,
0826,4321,12105,,Helburuak lortu izanagatiko ordainsariak,393.0,393.0,0.0,,,
0826,4321,14100,,Bestelako langileak,100734.0,100734.0,0.0,,,
0826,4321,14101,,Ordezko langileen ordainsariak,540.0,540.0,0.0,,,
0826,4321,16000,,"Gizarte Segurantza, enpresaren kontura",33381.0,33381.0,0.0,,,
0826,4321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1453.0,1453.0,0.0,,,
0826,4321,22604,,Essie Hollis babesletza-kontratua,0.0,0.0,0.0,,,
0826,4321,22733,,Sektoreko lehiakortasun-ekintzak,5000.0,5000.0,0.0,,,
0826,4321,22772,,Arabako pintxoaren astea babestea,12000.0,12000.0,0.0,,,
0826,4321,22773,,Euskal Herriko artisau-produktu onenen sariaren babesletza,0.0,0.0,0.0,,,
0826,4321,22774,,Miniature-pintxos Congress babestea,15000.0,15000.0,0.0,,,
0826,4321,22776,,Ostalaritzaren urteko festaren babesletza,0.0,0.0,0.0,,,
0826,4321,22777,,Turismoa dinamizatzea,225000.0,225000.0,19454.97,,,
0826,4321,22777,R,Turismoa dinamizatzea,0.0,2998.38,0.0,,,
0826,4321,22779,,Hiriaren turismo sustapena,320000.0,320000.0,36686.18,,,
0826,4321,22779,R,Hiriaren turismo sustapena,0.0,7245.48,7245.48,,,
0826,4321,22780,,Turismo Bulegoaren merchandising-gastuak,30000.0,30000.0,0.0,,,
0826,4321,47105,,ESPERIENTZIA TURISTIKO JASANGARRIAK,150000.0,150000.0,0.0,,,
0826,4321,60136,A,EU-Erdi Aroko hirigunearen eta Eraztun Berdearen seinaleztapen adimenduna,0.0,48771.07,0.0,,,
0826,4333,47104,,OSL - HIRIA SUSTATZEA TURISMO LAGUNTZAK,130000.0,130000.0,0.0,,,
0826,4333,47104,R,OSL - HIRIA SUSTATZEA TURISMO LAGUNTZAK,0.0,52000.02,0.0,,,
0826,4333,48172,,Hitzarmena: Santa Maria Katedrala fundazioa,32000.0,32000.0,0.0,,,
0910,2210,22734,,Gizarte Segurantzaren erregularizazioa,100000.0,100000.0,0.0,,,
0910,2381,22760,,Genero-berdintasunerako ekintzak,15375.0,15375.0,0.0,,,
0910,9202,10001,,Helburuak lortu izanagatiko ordainsariak,0.0,0.0,27524.97,,,
0910,9202,11001,,Helburuak lortu izanagatiko ordainsariak,0.0,0.0,32812.34,,,
0910,9202,12000,,Funtzionarioen oinarrizko ordainsariak,69143.0,69143.0,52966.36,,,
0910,9202,12100,,Funtzionarioen ordainsari osagarriak,110617.3,110617.3,103797.75,,,
0910,9202,12104,,Complemento específico análisis de funcionales,1.0,1.0,0.0,,,
0910,9202,12105,,Helburuak lortu izanagatiko ordainsariak,2224.0,2224.0,1001168.64,,,
0910,9202,13001,,Helburuak lortu izanagatiko ordainsariak,0.0,0.0,18921.75,,,
0910,9202,14100,,Bestelako langileak,0.0,0.0,31856.88,,,
0910,9202,14101,,Ordezko langileen ordainsariak,0.0,0.0,287798.59,,,
0910,9202,16000,,"Gizarte Segurantza, enpresaren kontura",33244.0,33244.0,54768.22,,,
0910,9202,16007,,Funtzionarioen berariazko osagarrirako ekarpena,290559.52,290559.52,439.5,,,
0910,9202,16104,,Epaiaren ondoriozko ordainsariak,15000.0,15000.0,3895.56,,,
0910,9202,16105,,Kargua uzteagatiko kalte-ordainak,500000.0,500000.0,0.0,,,
0910,9202,16204,,Bizi-asegurua - Auto-asegurua,243000.0,243000.0,97200.0,,,
0910,9202,16220,,Kalte-ordainak,11137.18,11137.18,62424.47,,,
0910,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1779.0,1779.0,2659.97,,,
0910,9202,22001,,"Ohikoa, inbentariatu ezina",2500.0,2500.0,0.0,,,
0910,9202,22105,,Jantziak eta uniformeak,100000.0,100000.0,4077.3,,,
0910,9202,22105,R,Jantziak eta uniformeak,0.0,46096.79,14507.3,,,
0910,9202,22638,,Udal langileen prestakuntza-plana,125000.0,125000.0,7487.67,,,
0910,9202,22745,,Laneko arriskuen prebentziorako programa estrategikoa,30000.0,30000.0,0.0,,,
0910,9202,22759,,Etengabeko hobekuntzarako plan estrategikoa,18100.0,18100.0,0.0,,,
0910,9202,22764,,Antolakuntza-azterlanak,3000.0,3000.0,0.0,,,
0910,9202,23000,,Dietak,77500.0,77500.0,6698.05,,,
0910,9202,23001,,Lokomozio-gastuak,15000.0,15000.0,4243.4,,,
0910,9202,23900,,Hautatze prozesuetako gastuak,70000.0,70000.0,6309.0,,,
0910,9202,48002,,Langileentzako ikasketa beka eta poltsak,25000.0,25000.0,0.0,,,
0910,9202,48003,,Dirulaguntza: ELA atal sindikalari,7812.5,7812.5,0.0,,,
0910,9202,48004,,Dirulaguntza: CCOO atal sindikalari,2753.83,2753.83,0.0,,,
0910,9202,48005,,Dirulaguntza: LAB atal sindikalari,2364.7,2364.7,0.0,,,
0910,9202,48006,,Dirulaguntza: ESK atal sindikalari,1975.57,1975.57,0.0,,,
0910,9202,48007,,Dirulaguntza: SIPLA atal sindikalari,1197.31,1197.31,0.0,,,
0910,9203,62957,,Giza Baliabideentzako ekipoen erosketa,50000.0,50000.0,4779.5,,,
0910,9203,62957,R,Giza Baliabideentzako ekipoen erosketa,0.0,13873.86,11561.55,,,
0911,9202,12000,,Funtzionarioen oinarrizko ordainsariak,393792.0,393792.0,95468.8,,,
0911,9202,12100,,Funtzionarioen ordainsari osagarriak,516587.0,516587.0,172722.04,,,
0911,9202,12105,,Helburuak lortu izanagatiko ordainsariak,8975.0,8975.0,0.0,,,
0911,9202,14100,,Otro personal,285271.0,285271.0,51998.45,,,
0911,9202,14101,,Ordezko langileen ordainsariak,2114.0,2114.0,0.0,,,
0911,9202,16000,,"Gizarte Segurantza, enpresaren kontura",378768.0,378768.0,113919.5,,,
0911,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",27134.0,27134.0,5091.45,,,
0915,9202,12000,,Funtzionarioen oinarrizko ordainsariak,431621.0,431621.0,39087.66,,,
0915,9202,12100,,Funtzionarioen ordainsari osagarriak,553020.0,553020.0,71192.92,,,
0915,9202,12105,,Helburuak lortu izanagatiko ordainsariak,5750.0,5750.0,0.0,,,
0915,9202,14100,,Bestelako langileak,207.0,207.0,0.0,,,
0915,9202,14101,,Ordezko langileen ordainsariak,906.0,906.0,0.0,,,
0915,9202,16000,,"Gizarte Segurantza, enpresaren kontura",333007.0,333007.0,33463.72,,,
