#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2026ko Hasierako kreditua,2026ko Behin-betiko kreditua,Obligado ,i,j,k
022201,1722,62916,R,ZABORTEGIAREN INGURUMEN KALITATEA,0.0,27364.39,0.0,,,
022202,1502,22637,,MISIOA EGITEN,5000.0,5000.0,0.0,,,
022202,1722,22600,R,Urbanew1,0.0,56190.26,0.0,,,
022202,1722,22626,,Urbanew 2,0.0,69822.0,0.0,,,
022202,1722,22626,R,Urbanew 2,0.0,114077.36,0.0,,,
022203,1621,22700,,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,12587251.0,12587251.0,1931577.42,,,
022203,1621,22700,R,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,0.0,19090.77,0.0,,,
022203,1621,22703,,Bilketa pneumatikoaren kontratua alde zaharrean,1493685.72,1493685.72,231047.04,,,
022203,1621,22704,,Bilketa pneumatikoaren energia elektrikoaren hornidura,400000.0,400000.0,0.0,,,
022203,1621,22715,,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,600000.0,600000.0,97345.44,,,
022203,1621,22715,R,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,0.0,17722.91,0.0,,,
022203,1621,22724,,Garbiguneak ustiatzeko kontratua,600000.0,600000.0,0.0,,,
022203,1622,21204,,Zabortegiko instalazioak mantentzea,288530.51,288530.51,33419.5,,,
022203,1622,22699,,Bestelako hainbat gastu,50000.0,50000.0,417.33,,,
022203,1622,22707,,Dibertsitatea kontserbatzeko azterlanak,58500.0,58500.0,1112.37,,,
022203,1622,22723,,Zabortegia ustiatzeko kontratua,1800000.0,1800000.0,447435.31,,,
022203,1623,22111,,Tresnak,5000.0,5000.0,0.0,,,
022203,1623,22702,,Jundizko hiri hondakinen lantegia ustiatzeko kontratua,10643836.21,10643836.21,1616070.92,,,
022203,1623,22710,,Tamaina handikoen bilketarako kontratua,1540901.31,1540901.31,260383.86,,,
022203,1623,47133,,"Hitzarmena, Vital Fundazioa, 0 plastiko",50000.0,50000.0,0.0,,,
022203,1623,60907,,"Uraren, airearen eta lurraren kalitatea kontrolatzea",72000.0,72000.0,0.0,,,
022203,1631,22700,,Kale-garbiketa,18260803.87,18260803.87,2913355.62,,,
022203,1631,22701,,Graffiti aurkako plana,97100.0,97100.0,36390.3,,,
022203,1631,22701,R,Graffiti aurkako plana,0.0,6089.35,0.0,,,
022203,1722,12000,,Funtzionarioen oinarrizko ordainsariak,220781.0,220781.0,41828.99,,,
022203,1722,12100,,Funtzionarioen ordainsari osagarriak,300492.0,300492.0,80433.96,,,
022203,1722,12105,,Helburuak lortu izanagatiko ordainsariak,5696.0,5696.0,0.0,,,
022203,1722,14100,,Bestelako langileak,189481.0,189481.0,37734.98,,,
022203,1722,14101,,Ordezko langileen ordainsariak,2736.0,2736.0,0.0,,,
022203,1722,16000,,"Gizarte Segurantza, enpresaren kontura",209602.0,209602.0,56582.46,,,
022203,1722,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10556.0,10556.0,2171.25,,,
022204,1711,12000,,Funtzionarioen oinarrizko ordainsariak,71730.0,71730.0,13928.46,,,
022204,1711,12100,,Funtzionarioen ordainsari osagarriak,89686.0,89686.0,20879.95,,,
022204,1711,12105,,Helburuak lortu izanagatiko ordainsariak,2361.0,2361.0,0.0,,,
022204,1711,13000,,Lan-kontratudun langile finkoen ordainsariak,107572.0,107572.0,24489.58,,,
022204,1711,13001,,Helburuak lortu izanagatiko ordainsariak,1403.0,1403.0,0.0,,,
022204,1711,14100,,Bestelako langileak,52254.0,52254.0,12797.42,,,
022204,1711,14101,,Ordezko langileen ordainsariak,532.0,532.0,0.0,,,
022204,1711,16000,,"Gizarte Segurantza, enpresaren kontura",95599.0,95599.0,24000.36,,,
022204,1711,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4684.0,4684.0,855.58,,,
022204,1711,21073,,Arboretoa onik zaintzea,146250.0,146250.0,1432.75,,,
022204,1711,21074,,Kanpoko Eraztun Berdea onik zaintzeko lanak,559464.0,559464.0,74848.62,,,
022204,1711,21074,A,Kanpoko Eraztun Berdea onik zaintzeko lanak,0.0,16915.8,16915.8,,,
022204,1711,21075,,LARRAGORRIN ERAZTUN BERDEA IXTEKO LAGUNTZA TEKNIKOA,70000.0,70000.0,0.0,,,
022204,1711,22663,,Jabari publikoko kanon. Elorriaga-Arkaute,70000.0,70000.0,0.0,,,
022204,1711,22699,,Ekonomia zirkularraren estrategia,25000.0,25000.0,0.0,,,
022204,1711,48197,,"Hitzarmena, EHU: Unicities 2030 proiektua",10000.0,10000.0,0.0,,,
022204,1711,48197,R,"Hitzarmena, EHU: Unicities 2030 proiektua",0.0,2000.0,0.0,,,
022204,1711,60916,,Tokiko (Hiriko) 2030 Agenda ,50000.0,50000.0,0.0,,,
022204,1711,64300,,AUDITORETZA ENERGETIKOAK.,80000.0,80000.0,0.0,,,
022204,1711,64305,,Klimaren eta energia iraunkorraren aldeko ekintza plana,20000.0,20000.0,0.0,,,
022204,1711,64306,,Eguzki-plaka fotovoltaikoak instalatzea,100000.0,100000.0,302.66,,,
022204,1711,64306,R,Eguzki-plaka fotovoltaikoak instalatzea,0.0,18141.53,0.0,,,
022204,1711,64319,,Eremu elektromagnetikoak kontrolatzeko sarea,10000.0,10000.0,0.0,,,
022204,1711,64321,,Energia berriztagarrien plana,10000.0,10000.0,0.0,,,
022204,1711,64321,A,Energia berriztagarrien plana,0.0,64074.18,0.0,,,
022204,1711,64336,,Trantsizio energetikorako inbertsioak,50000.0,50000.0,0.0,,,
022204,1711,64337,,Misio klimatikoak,20000.0,20000.0,360.58,,,
022204,1711,64338,,Ingurumenarekiko sentsibilizazio plana (KONPONDU),10000.0,10000.0,0.0,,,
022204,1711,78004,R,Diru-laguntza: isolamendu akustikorako plana,0.0,10773.5,0.0,,,
022204,1722,48067,R,Energia-komunitateentzako dirulaguntza,0.0,10000.0,0.0,,,
022204,1722,48067,,Energia-komunitateentzako dirulaguntza,600000.0,600000.0,0.0,,,
022204,1722,78005,A,Energia-komunitateentzako dirulaguntza,0.0,88083.39,0.0,,,
022204,1722,78005,R,Energia-komunitateentzako dirulaguntza,0.0,600000.0,0.0,,,
022301,1623,60711,,Zabortegia 481/2001 Errege Dekretura egokitzea,200000.0,200000.0,0.0,,,
022301,1623,60711,A,Zabortegia 481/2001 Errege Dekretura egokitzea,0.0,4617.84,0.0,,,
022301,1623,60711,R,Zabortegia 481/2001 Errege Dekretura egokitzea,0.0,177582.98,0.0,,,
022301,1691,12000,,Funtzionarioen oinarrizko ordainsariak,74334.0,74334.0,11712.9,,,
022301,1691,12100,,Funtzionarioen ordainsari osagarriak,91496.0,91496.0,21005.31,,,
022301,1691,12105,,Helburuak lortu izanagatiko ordainsariak,4062.0,4062.0,0.0,,,
022301,1691,14100,,Bestelako langileak,3398.0,3398.0,118.38,,,
022301,1691,14101,,Ordezko langileen ordainsariak,698.0,698.0,0.0,,,
022301,1691,16000,,"Gizarte Segurantza, enpresaren kontura",54867.0,54867.0,13549.29,,,
022301,1691,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5391.0,5391.0,744.06,,,
022301,1691,21040,,Kontrol- eta diagnosi-ekipoak mantentzea,167627.95,167627.95,25974.46,,,
022301,1691,22175,,Udalaren instalazio fotovoltaikoen berme-kontratua,70000.0,70000.0,0.0,,,
022301,1691,22605,,Jasangarritasun- eta energia-ekintzak,14750.0,14750.0,7058.15,,,
022301,1691,22611,R,Proyecto oficina del cambio 2030,0.0,26136.0,0.0,,,
022301,1691,22615,R,Gastos corrientes clms cities,0.0,109211.07,0.0,,,
022301,1691,48196,,Hitzarmena: Gaia,10000.0,10000.0,0.0,,,
022301,1691,60500,R,Inversiones clms cities,0.0,84700.0,0.0,,,
022301,1691,60901,,SARE TERMIKOA,80000.0,80000.0,0.0,,,
022301,1721,64301,,AIREAREN KALITATEAREN PLANA,50000.0,50000.0,0.0,,,
022301,1721,64316,,"Aldaketaren Bulegoa 2030 proiek., kapital-gastuak",70000.0,70000.0,0.0,,,
022301,1721,64329,,Erdi Aroko hirigunean zarataren kontra sentsibilizatzeko plana,15000.0,15000.0,0.0,,,
022301,1721,64330,,Zarata kontrolatzeko sarea,6000.0,6000.0,0.0,,,
022301,1722,60182,,Zuhaitz proiektua,50000.0,50000.0,0.0,,,
022301,1722,60182,A,Zuhaitz proiektua,0.0,220.59,0.0,,,
022301,1722,60182,R,Zuhaitz proiektua,0.0,45915.85,37346.81,,,
022301,1722,60183,,Biodibertsitatea kontserbatzeko jarduerak,150000.0,150000.0,0.0,,,
022301,1722,60183,R,Biodibertsitatea kontserbatzeko jarduerak,0.0,9435.89,0.0,,,
022301,1722,60919,,Eraztun berdeko azpiegitura berdeak,30000.0,30000.0,0.0,,,
022301,1722,60919,A,Eraztun berdeko azpiegitura berdeak,0.0,20022.5,20022.5,,,
022301,1722,60919,R,Eraztun berdeko azpiegitura berdeak,0.0,10406.0,2843.5,,,
022301,1722,60932,A,Eu-olarizuko lorategi botanikoa,0.0,647.99,0.0,,,
022301,1722,60933,A,"EU-Eraztun Berdearen konektagarritasuna hobetzea (PSTD, I. fasea)",0.0,4702.91,0.0,,,
022301,1722,78006,,GALDARA JASANGARRIETARA ALDATZEKO PROIEKTU PILOTUA,275000.0,275000.0,0.0,,,
022302,1515,64310,A,PIIE- Energia-komunitateak eta plaka fotovoltaikoak Zaramagan,0.0,36360.62,0.0,,,
022302,1691,22700,R,Mejora y potenciación servicios asesoria energética,0.0,114464.48,0.0,,,
0224,1514,12000,,Funtzionarioen oinarrizko ordainsariak,432753.0,432753.0,0.0,,,
0224,1514,12100,,Funtzionarioen ordainsari osagarriak,545746.0,545746.0,0.0,,,
0224,1514,12105,,Helburuak lortu izanagatiko ordainsariak,13633.0,13633.0,0.0,,,
0224,1514,14100,,Bestelako langileak,164510.0,164510.0,0.0,,,
0224,1514,14101,,Ordezko langileen ordainsariak,2490.0,2490.0,0.0,,,
0224,1514,16000,,"Gizarte Segurantza, enpresaren kontura",341666.0,341666.0,0.0,,,
0224,1514,16500,,"Elkarkidetzako kuotak, Udalaren kontura",16435.0,16435.0,0.0,,,
0225,1521,12000,,Funtzionarioen oinarrizko ordainsariak,65475.0,65475.0,0.0,,,
0225,1521,12100,,Funtzionarioen ordainsari osagarriak,85306.0,85306.0,0.0,,,
0225,1521,12105,,Helburuak lortu izanagatiko ordainsariak,2422.0,2422.0,0.0,,,
0225,1521,14100,,Bestelako langileak,164562.0,164562.0,0.0,,,
0225,1521,14101,,Ordezko langileen ordainsariak,1877.0,1877.0,0.0,,,
0225,1521,16000,,"Gizarte Segurantza, enpresaren kontura",100521.0,100521.0,0.0,,,
0225,1521,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4193.0,4193.0,0.0,,,
0225,9211,72229,,Etxebizitzen udal parkea birgaitzea E-XXI Udala,1300000.0,1300000.0,0.0,,,
0225,9211,72229,R,Etxebizitzen udal parkea birgaitzea E-XXI Udala,0.0,1100000.0,0.0,,,
0320,1301,11000,,Kabineteko behin-behineko langileen ordainsariak,98706.0,98706.0,23685.5,,,
0320,1301,11001,,Helburuak lortu izanagatiko ordainsariak,1112.0,1112.0,0.0,,,
0320,1301,12000,,Funtzionarioen oinarrizko ordainsariak,30986.0,30986.0,8752.27,,,
0320,1301,12100,,Funtzionarioen ordainsari osagarriak,42618.0,42618.0,14732.41,,,
0320,1301,12105,,Helburuak lortu izanagatiko ordainsariak,1112.0,1112.0,0.0,,,
0320,1301,14100,,Bestelako langileak,0.0,0.0,510.38,,,
0320,1301,16000,,"Gizarte Segurantza, enpresaren kontura",42104.0,42104.0,13395.25,,,
0320,1301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1779.0,1779.0,372.03,,,
0330,1301,12000,,Funtzionarioen oinarrizko ordainsariak,428894.0,428894.0,79323.07,,,
0330,1301,12100,,Funtzionarioen ordainsari osagarriak,563414.0,563414.0,146906.1,,,
0330,1301,12105,,Helburuak lortu izanagatiko ordainsariak,8734.0,8734.0,0.0,,,
0330,1301,14100,,Bestelako langileak,73940.0,73940.0,59595.66,,,
0330,1301,14101,,Ordezko langileen ordainsariak,1305.0,1305.0,0.0,,,
0330,1301,16000,,"Gizarte Segurantza, enpresaren kontura",329465.0,329465.0,104654.74,,,
0330,1301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",18432.0,18432.0,3949.4,,,
0340,1351,21102,,Larrialdi eta elurteetako gastuak,75000.0,75000.0,6727.04,,,
0340,1351,21300,,Ibilgailuak konpontzea,80000.0,80000.0,9427.63,,,
0340,1351,22701,,Jaietako gastu operatibo sanitarioak,38000.0,38000.0,860.04,,,
0340,1361,12000,,Funtzionarioen oinarrizko ordainsariak,1963588.0,1963588.0,354842.22,,,
0340,1361,12100,,Funtzionarioen ordainsari osagarriak,4015930.0,4015930.0,1111124.04,,,
0340,1361,12105,,Helburuak lortu izanagatiko ordainsariak,27964.0,27964.0,0.0,,,
0340,1361,14100,,Bestelako langileak,888482.0,888482.0,239350.64,,,
0340,1361,14101,,Ordezko langileen ordainsariak,2471.0,2471.0,0.0,,,
0340,1361,16000,,"Gizarte Segurantza, enpresaren kontura",2851270.0,2851270.0,754116.58,,,
0340,1361,16500,,"Elkarkidetzako kuotak, Udalaren kontura",72912.0,72912.0,15264.74,,,
0340,1361,21900,,Ekipoak berritzea eta erostea,80000.0,80000.0,7174.84,,,
0340,1361,22105,,Jantziak eta uniformeak,175000.0,175000.0,3206.24,,,
0340,1361,22106,A,Esku-hartzearen ondoren deskutsatzeko jantziak,0.0,152469.2,41503.0,,,
0340,1361,22111,,Tresna eta lanabesak ,30000.0,30000.0,179.83,,,
0340,1361,22199,,Bestelako hornikuntzak,25000.0,25000.0,5543.97,,,
0340,1361,22699,,Bestelako hainbat gastu,25000.0,25000.0,1041.2,,,
0340,1361,62400,,Ibilgailuak,150000.0,150000.0,0.0,,,
0340,1361,62400,A,Ibilgailuak,0.0,132425.32,0.0,,,
0340,1361,62400,R,Ibilgailuak,0.0,149886.09,0.0,,,
0340,1361,62501,,Suhiltzaile-etxeko altzariak,30000.0,30000.0,0.0,,,
0340,1361,62901,,Ekipoak erostea,250000.0,250000.0,0.0,,,
0340,1361,62901,R,Ekipoak erostea,0.0,61557.95,54401.6,,,
0350,1321,12000,,Funtzionarioen oinarrizko ordainsariak,7294772.0,7294772.0,1327705.61,,,
0350,1321,12100,,Funtzionarioen ordainsari osagarriak,15369772.0,15369772.0,4739482.16,,,
0350,1321,12105,,Helburuak lortu izanagatiko ordainsariak,144354.84,144354.84,0.0,,,
0350,1321,14100,,Bestelako langileak,953250.0,953250.0,262917.49,,,
0350,1321,16000,,"Gizarte Segurantza, enpresaren kontura",9077440.0,9077440.0,2412921.62,,,
0350,1321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",377849.0,377849.0,78908.53,,,
0350,1321,20501,,TETRA irratikomunikazio sistemaren rentinga,4000.0,4000.0,579.72,,,
0350,1321,21001,,Andre Maria Zuriaren jaietako segurtasuna,45000.0,45000.0,5082.0,,,
0350,1321,21001,R,Andre Maria Zuriaren jaietako segurtasuna,0.0,1210.0,0.0,,,
0350,1321,21300,,Ibilgailuak konpontzea,84000.0,84000.0,17278.6,,,
0350,1321,21900,,Ekipoak berritzea eta erostea,190000.0,160000.0,0.0,,,
0350,1321,21900,R,Ekipoak berritzea eta erostea,0.0,7446.32,0.0,,,
0350,1321,21905,,Segurtasun scannerra eta USPa onik zaintzea,33000.0,33000.0,0.0,,,
0350,1321,21905,A,Segurtasun scannerra eta USPa onik zaintzea,0.0,2591.3,0.0,,,
0350,1321,21905,R,Segurtasun scannerra eta USPa onik zaintzea,0.0,2720.28,0.0,,,
0350,1321,22105,,Jantziak eta uniformeak,250000.0,250000.0,4242.21,,,
0350,1321,22105,R,Jantziak eta uniformeak,0.0,70804.0,0.0,,,
0350,1321,22111,,Tresna eta lanabesak ,25000.0,25000.0,900.2,,,
0350,1321,22122,,Drogak eta alkohola atzematea,90000.0,90000.0,3157.08,,,
0350,1321,22122,R,Drogak eta alkohola atzematea,0.0,26049.05,1539.12,,,
0350,1321,22203,,INTERPRETE-ZERBITZUA,5000.0,5000.0,0.0,,,
0350,1321,22624,,Gaueko garabi-zerbitzua,100000.0,100000.0,6967.83,,,
0350,1321,22624,R,Gaueko garabi-zerbitzua,0.0,24200.0,0.0,,,
0350,1321,22699,,Bestelako hainbat gastu,70000.0,70000.0,9362.96,,,
0350,1321,62400,,Ibilgailuak,180000.0,180000.0,0.0,,,
0350,1321,62400,A,Ibilgailuak,0.0,47800.0,0.0,,,
0350,1321,62400,R,Ibilgailuak,0.0,123345.0,0.0,,,
0350,1321,62501,,Altzariak,90000.0,90000.0,0.0,,,
0350,1321,62501,R,Altzariak,0.0,37652.33,0.0,,,
0350,1321,62502,,BIDEOZAINTZA KAMERAK,150000.0,150000.0,0.0,,,
0350,1321,62503,,SEINALEZTAPEN ETA BIDE-SEGURTASUN ELEMENTUAK,15000.0,15000.0,0.0,,,
0350,1321,62504,,EKIPAMENDUA ETA MANT.  KRISIALDI-MAHAIAREN KOORD. ZENTROA,5000.0,5000.0,0.0,,,
0350,1321,62506,,POLIZIA-SEGURTASUNEKO TRESNAK,116500.0,116500.0,0.0,,,
0350,1321,62507,,IBILGAILU ELEKTRIKOENTZAKO KARGAGUNEAK,100000.0,100000.0,0.0,,,
0350,1321,62603,,BERRIKUNTZA DIGITALA,35000.0,35000.0,0.0,,,
0350,1321,62901,,Ekipoak eta instalazioak erostea,70000.0,100000.0,0.0,,,
0350,1321,62901,A,Ekipoak eta instalazioak erostea,0.0,18701.76,0.0,,,
0350,1321,62901,R,Ekipoak eta instalazioak erostea,0.0,51418.07,0.0,,,
0350,1321,62904,,AGIRRELANDAKO INSTALAZIOAK HOBETZEA (ZIEGAK),100000.0,100000.0,0.0,,,
0410,0111,33201,,Epe luzeko maileguen interesak,2064808.39,2064808.39,470739.05,,,
0410,0111,93300,,Epe luzeko maileguen amortizazioa,10187788.56,10187788.56,2871101.59,,,
0410,1513,73102,,Ingurugiro Gaietarako Ikastegiari,170000.0,170000.0,0.0,,,
0410,1513,73310,,21. Zabalguneari ,2000000.0,2000000.0,0.0,,,
0410,1513,73315,,"21 ZABALGUNEARI, ETXEBIZITZAK BIRGAITZEKO ERDI AROKO HIRIGUNEAN",1000000.0,1000000.0,0.0,,,
0410,1513,73316,,"21 ZABALGUNEARI,GOYA ERAIKINA BIRGAITZEKO",1.0,1.0,0.0,,,
0410,1515,43308,A,"PIIE-21 Zabalguneari, Zaramagako hurbileko bulegoa",0.0,414500.0,0.0,,,
0410,1515,73312,A,Piie - 21 zabalguneari zaramaga zaharberritzeko laguntzak,0.0,6974159.83,352557.29,,,
0410,1515,73312,R,Piie - 21 zabalguneari zaramaga zaharberritzeko laguntzak,0.0,500118.6,0.0,,,
0410,1621,22502,,7/2022 Legearen zabortegi-hondakinen gaineko zerga,30000.0,30000.0,5011.0,,,
0410,1722,43102,,Ingurugiro Gaietarako Ikastegiari,3128500.0,3128500.0,1500000.0,,,
0410,1722,43104,,"IGI-RI, MARGARITA BIRNATURALIZATZEKO PROIEKTUA",100000.0,100000.0,0.0,,,
0410,1722,43105,,"IGI-RI, IBILBIDE NATURAL ETA KULTURAL BERRIAK",125000.0,125000.0,0.0,,,
0410,1722,43106,,"IGI-RI, BIOSFERA ERRES. ETA ARABA ERDIALDEA PROIEKTUA",70000.0,70000.0,0.0,,,
0410,2381,22675,,Udal-Aurrkontua genero-ikuspegiarekin egiteko laguntza teknikoa,19000.03,19000.03,0.0,,,
0410,3371,68202,,GOIKOLARRAKO LOKALA BIRGAITZEKO INBERTSIOAK,250000.0,250000.0,0.0,,,
0410,4411,43300,,"Ekarpena, TUVISAri",19936454.12,19936454.12,9900000.0,,,
0410,4411,43304,,"Ekarpena, TUVISAri garraioaren konpentsazioa. Udala",50000.0,50000.0,0.0,,,
0410,4411,73300,,TUVISAri,888269.02,888269.02,0.0,,,
0410,4411,73309,,TUVISAri autobusak erosteko,4000000.0,4000000.0,4000000.0,,,
0410,9202,16205,,Bizi-asegurua - langileen istripuak,680000.0,680000.0,186777.14,,,
0410,9202,16206,,Aseguru korporatiboak,13000.0,13000.0,0.0,,,
0410,9204,62629,,"Sistema informatikoa, udal inbentarioa",20000.0,20000.0,0.0,,,
0410,9205,20301,,Ibilgailuen rentinga,400000.0,400000.0,90934.01,,,
0410,9205,21300,,Ibilgailuak konpontzea,250000.0,250000.0,55418.76,,,
0410,9205,22104,,Erregaiak,370000.0,370000.0,47768.68,,,
0410,9205,22404,,Ibilgailuen aseguruak,140000.0,140000.0,27598.46,,,
0410,9205,62400,,Ibilgailuak,120000.0,120000.0,0.0,,,
0410,9205,62400,R,Ibilgailuak,0.0,37873.0,37873.0,,,
0410,9206,21400,,Altzariak konpontzea,2000.0,2000.0,0.0,,,
0410,9206,21500,,Ekipoak mantentzeko kontratuak,195000.0,195000.0,10284.22,,,
0410,9206,22001,,"Ohikoa, inbentariatu ezina",255000.0,255000.0,43170.95,,,
0410,9206,62318,,KOPIAGINTZA EKIPOAK BERRITZEA,5000.0,5000.0,0.0,,,
0410,9206,62501,,Altzariak,30000.0,30000.0,184.59,,,
0410,9206,62501,R,Altzariak,0.0,68235.61,0.0,,,
0410,9206,62505,,Udal sailetako hainbat erosketa,15000.0,15000.0,0.0,,,
0410,9207,20100,,Lokal eta eraikinak alokatzea,4300000.0,4300000.0,1075577.86,,,
0410,9207,22110,,Kopiagintza-gastuak,98415.06,98415.06,11322.19,,,
0410,9207,22402,,Erantzukizun zibileko aseguruak,325000.0,325000.0,81112.5,,,
0410,9207,22407,,Bizitza- eta istripu-asegurua,125000.0,125000.0,6560.52,,,
0410,9207,22600,,Ondasunen erregistro-gastuak,5000.0,5000.0,1138.72,,,
0410,9207,22732,,Zerbitzuak emateko kontratuak,70000.0,70000.0,25944.31,,,
0410,9207,62900,,Ezbeharrengatiko berritzeak,1.0,1.0,0.0,,,
0410,9207,62900,R,Ezbeharrengatiko berritzeak,0.0,10182.11,0.0,,,
0410,9211,62298,,"Inbertsioak, San Martin",23000.0,23000.0,1851.3,,,
0410,9211,62298,R,"Inbertsioak, San Martin",0.0,132792.6,0.0,,,
0410,9213,22102,,Ur-hornidura eta hondar-urak araztea,1700000.0,1700000.0,0.0,,,
0410,9213,22103,,Ur hornikuntza zatikatzea - AMVISArekin hitzarmena,680000.0,680000.0,0.0,,,
0410,9242,62205,R,Lokalak erostea Judimendiko Bizan zentrorako,0.0,234232.48,0.0,,,
0410,9271,41800,,EUDELi,377385.23,377385.23,0.0,,,
0410,9311,22499,,Ondarearen gaineko erantzukizunarengatiko kalte-ordaina,180000.0,180000.0,90610.91,,,
0410,9319,12000,,Funtzionarioen oinarrizko ordainsariak,92545.0,92545.0,12859.17,,,
0410,9319,12100,,Funtzionarioen ordainsari osagarriak,141462.0,141462.0,30471.82,,,
0410,9319,12105,,Helburuak lortu izanagatiko ordainsariak,2839.0,2839.0,0.0,,,
0410,9319,13000,,Lan-kontratudun langile finkoen ordainsariak,74490.0,74490.0,15458.76,,,
0410,9319,13001,,Helburuak lortu izanagatiko ordainsariak,1390.0,1390.0,0.0,,,
0410,9319,16000,,"Gizarte Segurantza, enpresaren kontura",77065.0,77065.0,13749.51,,,
0410,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1453.0,1453.0,303.78,,,
0410,9321,22776,,Isunen Ataleko zerbitzuak,206413.31,206413.31,34402.22,,,
0410,9331,22401,,Udal eraikin eta lokalen aseguruak,500000.0,500000.0,123185.23,,,
0410,9331,22601,,Auzo-komunitateetako gastuak,350000.0,350000.0,83577.42,,,
0410,9331,22631,,AIREF tasa,7482.29,7482.29,0.0,,,
0410,9331,22760,,Erloju publikoak mantentzea,32000.0,32000.0,3621.66,,,
0410,9341,36100,,Industria jabegoa,50000.0,50000.0,4883.31,,,
0410,9341,36101,,"Interesak, zor ez ziren sarrerak itzultzean",110000.0,110000.0,34802.85,,,
0410,9341,36102,,Diru-sarrerei loturiko finantza-gastuak,90000.0,90000.0,0.0,,,
0410,9341,36900,,Berandutze interesak,10000.0,10000.0,0.0,,,
0411,9321,12000,,Bestelako finantza-gastuak,58516.0,58516.0,10720.1,,,
0411,9321,12100,,Funtzionarioen oinarrizko ordainsariak,78645.0,78645.0,20295.03,,,
0411,9321,12105,,Helburuak lortu izanagatiko ordainsariak,2177.0,2177.0,0.0,,,
0411,9321,14100,,Bestelako langileak,123812.0,123812.0,32837.11,,,
0411,9321,14101,,Ordezko langileen ordainsariak,1203.0,1203.0,0.0,,,
0411,9321,16000,,"Gizarte Segurantza, enpresaren kontura",74737.0,74737.0,20204.83,,,
0411,9321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3558.0,3558.0,786.21,,,
0414,9312,12000,,Funtzionarioen oinarrizko ordainsariak,37480.0,37480.0,1345.75,,,
0414,9312,12100,,Funtzionarioen ordainsari osagarriak,39129.0,39129.0,1859.01,,,
0414,9312,12105,,Helburuak lortu izanagatiko ordainsariak,2224.0,2224.0,0.0,,,
0414,9312,16000,,"Gizarte Segurantza, enpresaren kontura",29218.0,29218.0,4619.24,,,
0414,9312,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2668.0,2668.0,372.03,,,
0415,9323,12000,,Funtzionarioen oinarrizko ordainsariak,146418.0,146418.0,27578.74,,,
0415,9323,12100,,Funtzionarioen ordainsari osagarriak,202061.0,202061.0,51425.95,,,
0415,9323,12105,,Helburuak lortu izanagatiko ordainsariak,3972.0,3972.0,0.0,,,
0415,9323,16000,,"Gizarte Segurantza, enpresaren kontura",77419.0,77419.0,20127.08,,,
0415,9323,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5929.0,5929.0,911.34,,,
0416,9341,12000,,Funtzionarioen oinarrizko ordainsariak,65547.0,65547.0,12990.37,,,
0416,9341,12100,,Funtzionarioen ordainsari osagarriak,102335.0,102335.0,29032.18,,,
0416,9341,12105,,Helburuak lortu izanagatiko ordainsariak,3448.0,3448.0,0.0,,,
0416,9341,14100,,Bestelako langileak,109526.0,109526.0,21017.43,,,
0416,9341,14101,,Ordezko langileen ordainsariak,2224.0,2224.0,0.0,,,
0416,9341,16000,,"Gizarte Segurantza, enpresaren kontura",70852.0,70852.0,19147.7,,,
0416,9341,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8259.0,8259.0,1860.15,,,
0417,9322,12000,,Funtzionarioen oinarrizko ordainsariak,95316.0,95316.0,22248.38,,,
0417,9322,12100,,Funtzionarioen ordainsari osagarriak,126392.0,126392.0,39298.96,,,
0417,9322,12105,,Helburuak lortu izanagatiko ordainsariak,3336.0,3336.0,0.0,,,
0417,9322,14100,,Bestelako langileak,80060.0,80060.0,35715.42,,,
0417,9322,14101,,Ordezko langileen ordainsariak,1082.0,1082.0,0.0,,,
0417,9322,16000,,"Gizarte Segurantza, enpresaren kontura",88686.0,88686.0,28301.18,,,
0417,9322,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5336.0,5336.0,1488.12,,,
0418,9319,12000,,Funtzionarioen oinarrizko ordainsariak,1091320.0,1091320.0,212170.66,,,
0418,9319,12100,,Funtzionarioen ordainsari osagarriak,1383071.0,1383071.0,363148.13,,,
0418,9319,12105,,Helburuak lortu izanagatiko ordainsariak,24088.0,24088.0,0.0,,,
0418,9319,14100,,Bestelako langileak,435645.0,435645.0,125142.38,,,
0418,9319,14101,,Ordezko langileen ordainsariak,6200.0,6200.0,0.0,,,
0418,9319,16000,,"Gizarte Segurantza, enpresaren kontura",916029.0,916029.0,245085.1,,,
