#Ekonomikoa,Diru-sarreren aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,DRN
34009,Aldi baterako abonamenduak (Gamarra),140000.0,140000.0,168635.56
34010,Kirol instalazioak erabiltzea (erreserba eta salmenta),1150000.0,1150000.0,896289.27
34012,Udal Folklore Akademiako matrikulak,150000.0,150000.0,82149.25
34013,Kultur ikastaro eta lantegiak,235000.0,314560.0,343823.62
34014,Antzokiko leihatilak,460000.0,460000.0,165995.52
34015,Ludoteketako zerbitzuak,50000.0,50000.0,13413.01
34016,Ikus-entzunezko materialen mailegua,9000.0,9000.0,9085.49
34018,Lehendakaritzako lantegiak,75000.0,75000.0,317049.2
34020,Kirol kanpainetako abonatuak,1100000.0,1100000.0,952982.94
34021,Osasun Zerbitzuaren prezioa,74000.0,74000.0,44222.2
34023,"Egonaldia, CAMAS",40000.0,40000.0,40094.35
34025,Adinekoentzako zentro soziokulturaletako bazkariak,350000.0,350000.0,450753.0
34026,Egoitzetako egonaldien likidazioa (3. adina),100000.0,100000.0,47825.04
34032,Lehendakaritzako sarrera-salmenta,0.0,0.0,5757.3
34036,Material didaktikoaren salmenta,0.0,0.0,32.87
34038,Ezkontza-zerbitzua,40000.0,40000.0,25067.85
34039,Kudeaketa gastuen konpentsazioa,0.0,0.0,2801189.53
34040,Autobus-geltoki berriko diru-sarrerak,821849.0,821849.0,166703.32
34041,Europako aparkalekuaren ustiapen-sarrerak,40000.0,40000.0,0.0
36002,Urbanizazio-kuotak,1.0,1.0,346238.2
36003,Unespa eta hitzartu gabeko konpainien kuota,950000.0,950000.0,916893.55
38001,Ordainketak itzultzea,726700.0,726700.0,1124975.39
38002,Iragarki-argitalpenen gastuak itzultzea,2000.0,2000.0,53991.33
38003,Aseguru-etxeek gastu eta kalte-ordainak itzultzea,1.0,243145.49,276371.47
38004,Premiamendu-bideko kostuak itzultzea,20000.0,20000.0,15976.47
38005,Bide judizialeko kalte-ordainak itzultzea,10000.0,10000.0,19788.23
38007,Laneko arriskuen prebentzioko itzulketa,0.0,0.0,9256.73
39101,Trafiko arau-hausteengatiko isunak,5480000.0,5480000.0,6882640.8
39102,Zerga-ikuskaritzaren arloko arau-hausteengatiko isunak,721241.0,721241.0,878795.41
39103,Kontratua ez betetzeagatiko zigorrak,40000.0,40000.0,15001.0
39201,Premiamendu-gainordainak,1000000.0,1000000.0,1101255.81
39401,Auto-istripuek bide publikoan eragindako kalteak,100000.0,100000.0,122937.67
39402,Ekintza basatiek ondasunetan eragindako kalteak,5000.0,5000.0,5236.51
39404,Betearazte subsidiarioengatiko sarrerak,10000.0,10000.0,13029.94
39405,Epai kostuek sortutako sarrerak,15000.0,15000.0,51095.54
39601,Telefonia-enpresen sarrerak,800000.0,800000.0,777521.63
39901,Dohaintzak,2000.0,2000.0,1375.55
39902,Bestelako diru-sarrerak,50000.0,50000.0,517565.99
39903,Aurreko ekitaldietako berandutze-interesak,0.0,0.0,3662.88
39906,Floridako jaiotzako dohainak,1.0,10629.08,10629.08
39907,San Anton zozketako diru-sarrerak,1.0,1.0,14844.73
40000,Administrazio Orokorretik,138101.0,160508.3,154978.08
41000,Eusko Jaurlaritzatik,11972743.61,12835036.21,12700627.62
42000,Arabako Foru Aldunditik,7656320.2,16719345.66,55045964.46
42001,FOFEL,139238202.06,139238202.06,139288167.26
42003,Hitzartu gabeko zergak,300000.0,300000.0,286992.36
42004,Estatuaren laguntzak berreskuratzea,0.0,0.0,186436.5
47000,Enpresetatik,0.0,0.0,60000.0
48000,Familietatik,120000.0,120000.0,0.0
49000,Europar Batasuneko erakundeetatik,267386.93,267386.93,35250.0
52500,Udalaren interesak banku eta kutxetan,50000.0,50000.0,80340.65
53100,Udal partaidetza duten enpresen irabazietako partaidetza,0.0,9052184.85,11151602.51
53200,Beste enpresa batzuetatik,8000.0,8000.0,35.65
54001,Udalaren hiri-funtsen alokairu-errentak,200000.0,200000.0,157818.86
54002,Enpresa-mintegien alokairua,100000.0,100000.0,89334.92
54200,Landa-funtsen alokairua,1.0,1.0,32.41
55000,Emakiden emaitzak,1950000.0,1950000.0,1675585.12
59001,Suhiltzaileen etxeko instalazioak erabiltzea,0.0,0.0,460.0
59002,Lur sailak erabiltzea,50000.0,50000.0,40145.09
60900,Lursailetatik - Udal lursailak besterentzea,7160000.0,7160000.0,20707.03
60901,Ustiapenen nahitaezko lagapenak,0.0,0.0,307387.07
61200,Eraikinak eta bestelako eraikuntzak,1000000.0,1000000.0,231.25
70000,Estatutik,0.0,0.0,10544.27
71000,Eusko Jaurlaritzatik,3967101.05,7357532.92,8035593.82
72000,Arabako Foru Aldunditik,1300000.0,1300000.0,1100000.0
73000,"Ente publikoak, udalerriaren barruan",0.0,0.0,39975.07
77000,Enpresa pribatuak,0.0,4700.0,4700.0
79000,Europar Batasuneko erakunde publikoak,4425000.0,7313905.06,3199341.99
85200,Kotizazio ofizialik gabeko ekintzak besterentzea,0.0,0.0,341413.42
87200,Diruzaintzako soberakina gastu orokorretarako,0.0,7684892.8,0.0
87210,Diruzaintzako soberakina finantzaketa atxikia duten gastuetarako,0.0,944849.56,0.0
93301,Inbertsioak finantzatzeko finantza-pasiboak,5000000.0,5000000.0,5000000.0
93303,Ohiko eragiketak finantzatzeko mailegua,0.0,6000000.0,6000000.0
