#Institución,Sección,Nombre
0,,,Ayuntamiento de Vitoria-Gasteiz
0,0,00,Ayuntamiento de Vitoria-Gasteiz
0,0,01,Alcaldía y Relaciones Institucionales
0,0,02,Territorio y Acción por el Clima
0,0,03,Seguridad Ciudadana
0,0,04,Hacienda
0,0,08,"Promoción Económica, Empleo, Comercio y Turismo"
0,0,09,Recursos Humanos
0,0,10,Administración Municipal y Transformación Digital
0,0,11,"Políticas Sociales, Personas Mayores e Infancia"
0,0,13,Intervención General
0,0,15,Movilidad y Espacio Público
0,0,16,Administración Municipal y Transformación Digital
0,0,18,"Participación Ciudadana, Transparencia y Centros Cívicos"
0,0,23,Educación y Cultura
0,0,24,Deporte y Salud
0,0,90,Otros
