#Orgánico,Funcional,Económico,R,Denominación Aplicación,Crédito Inicial 2022,Crédito Definitivo 2022,Obligado
1145,2321,48154,,Cruz roja-acompañamiento personas mayores,77500.0,77500.0,62000.0
1145,2321,48154,R,Cruz roja-acompañamiento personas mayores,0.0,15500.0,15500.0
1145,2321,48977,,Convenio save the children,12427.0,12427.0,12427.0
1145,2321,48977,R,Convenio save the children,0.0,2485.4,2485.4
1145,2322,22115,,Material técnico específico,37570.0,37570.0,26483.5
1145,2322,22619,,Educacion calle,1211292.0,1211292.0,1211292.0
1145,2322,22746,,Vigilancia servicios sociales de base,463907.48,463907.48,446758.12
1145,2322,22746,R,Vigilancia servicios sociales de base,0.0,268.28,268.28
1145,2322,22759,,Monitores talleres,301000.0,301000.0,278115.39
1145,2322,22759,R,Monitores talleres,0.0,10702.85,7695.32
1145,2322,22799,,Contratos sise,1401575.49,1401575.49,1216007.05
1145,2322,22799,R,Contratos sise,0.0,18045.32,18045.32
1145,2328,12000,,Retribuciones basicas de funcionarios,1309176.0,1309176.0,1261957.69
1145,2328,12100,,Retribuciones complementarias funcionarios,1544494.0,1544494.0,1442959.16
1145,2328,14100,,Otro personal,1905742.0,2800635.63,2510004.24
1145,2328,16000,,Seguridad social a cargo del ayuntamiento,1491242.0,1694058.85,1690032.81
1145,2328,16500,,Cuotas elkarkidetza a cargo ayuntamiento,70056.0,70056.0,73176.11
1145,2381,48124,R,Convenio ede programa emaktiva,0.0,10800.0,0.0
1310,9313,12000,,Retribuciones basicas de funcionarios,170603.0,170603.0,166692.21
1310,9313,12100,,Retribuciones complementarias funcionarios,241592.0,241592.0,228070.99
1310,9313,14100,,Otro personal,13572.0,13572.0,9032.5
1310,9313,16000,,Seguridad social a cargo del ayuntamiento,107277.0,107277.0,101541.74
1310,9313,16500,,Cuotas elkarkidetza a cargo ayuntamiento,7431.0,7431.0,6850.2
1509,1331,22601,,Gastos sanciones/multas,0.0,3000.0,3570.0
1509,1502,11000,,Retribuciones personal eventual gabinete,87425.0,87425.0,81549.97
1509,1502,16000,,Seguridad social a cargo del ayuntamiento,19142.0,19142.0,17562.24
1509,1502,16500,,Cuotas elkarkidetza a cargo ayuntamiento,0.0,0.0,1588.21
1510,1341,62314,,Eu servicio de préstamo turístico de bicicletas pstd fii,0.0,310000.0,310000.0
1510,1533,72001,,Convenio conexión arkaute rotonda arkaiate,1.0,1.0,0.0
1510,1534,21063,,Conservación de instalaciones de movilidad,18000.0,18000.0,0.0
1510,1701,11000,,Retribuciones personal eventual gabinete,229.0,229.0,6105.63
1510,1701,12000,,Retribuciones basicas de funcionarios,33189.0,33189.0,71021.26
1510,1701,12100,,Retribuciones complementarias funcionarios,61395.0,61395.0,112626.69
1510,1701,14100,,Otro personal,45090.0,45090.0,20335.42
1510,1701,16000,,Seguridad social a cargo del ayuntamiento,31082.0,31082.0,47797.56
1510,1701,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1712.0,1712.0,3107.02
1510,1701,22004,,Edicion y reproduccion de cartografia y proyectos,1000.0,1000.0,6012.48
1510,1701,22205,,"Reuniones,conferencias y congresos",4000.0,4000.0,10728.29
1510,1701,22206,,Acciones y colaboraciones externas,10000.0,10000.0,3000.0
1510,1701,22603,,"Comunicación, sensibilización, traducción, publicidad",30000.0,30000.0,35881.0
1510,1701,48101,,Aportación mobility lab-gasto corriente,0.0,300000.0,300000.0
1510,1701,62630,,Licencias software,10000.0,0.0,0.0
1510,1701,78101,,Aportación fundación mobility lab-gasto de capital,500000.0,700000.0,700000.0
1510,1722,48068,,Incentivos carpooling,8000.0,0.0,0.0
1514,1701,12000,,Retribuciones basicas de funcionarios,244855.0,244855.0,278166.31
1514,1701,12100,,Retribuciones complementarias funcionarios,317980.0,317980.0,356567.2
1514,1701,14100,,Otro personal,195395.0,195395.0,256665.99
1514,1701,16000,,Seguridad social a cargo del ayuntamiento,229339.0,229339.0,276084.62
1514,1701,16500,,Cuotas elkarkidetza a cargo ayuntamiento,13180.0,13180.0,13782.87
1520,1533,60196,,Plan gestion arbolado barrios,0.0,150000.0,0.0
152002,1331,60195,,Mejora elementos seguridad de traficos,50000.0,50000.0,0.0
152002,1331,60195,R,Mejora elementos seguridad de traficos,0.0,44714.19,44565.21
152002,1515,60125,,"Piie  reurbanización  (electro movilidad, infraest. verde) zaramaga",4175703.4,4289624.32,410325.12
152002,1515,60125,R,"Piie  reurbanización  (electro movilidad, infraest. verde) zaramaga",0.0,2416525.7,1311622.13
152002,1533,20302,,Sistema de prestamo de bicicletas y vmp,95000.0,45000.0,5989.5
152002,1533,23902,,Indemnización hub micrologístico,0.0,7077.45,7077.45
152002,1533,60103,,Accesibilidad astrónomos,0.0,324567.42,0.0
152002,1533,60116,,Reformas y asfaltados integrales,800000.0,800886.76,800886.76
152002,1533,60116,R,Reformas y asfaltados integrales,0.0,797225.17,793705.34
152002,1533,60117,,Reformas integrales juegos infantiles,300000.0,300000.0,0.0
152002,1533,60117,A,Reformas integrales juegos infantiles,0.0,72557.94,72557.94
152002,1533,60117,R,Reformas integrales juegos infantiles,0.0,331713.66,88847.57
152002,1533,60131,A,Eu-extensión red ciclable,0.0,3336.88,3336.88
152002,1533,60131,R,Eu-extensión red ciclable,0.0,158.78,0.0
152002,1533,60171,,Aparcabicicletas y bicilonjas,75000.0,50000.0,0.0
152002,1533,60171,A,Aparcabicicletas y bicilonjas,0.0,112.73,0.0
152002,1533,60171,R,Aparcabicicletas y bicilonjas,0.0,74996.68,74725.41
152002,1533,60196,,Acometidas para la fibra óptica del casco histórico,0.0,0.0,0.0
152002,1533,60197,,Inversiones en la cubierta  de la zona de juegos infantiles del parque del norte,70000.0,70000.0,0.0
152002,1533,60198,,Plan director de barrios,3100000.0,1768844.11,91429.72
152002,1533,60198,A,Plan director de barrios,0.0,485162.71,448061.86
152002,1533,60198,R,Plan director de barrios,0.0,2052073.82,584293.03
152002,1533,60199,,Inversiones en plazas y espacios de la ciudad,370000.0,370000.0,0.0
152002,1533,60199,A,Eu-reforma los herran,0.0,5466954.36,5463804.19
152002,1533,60201,,Reforma y rehabilitación caños casco viejo,50000.0,0.0,0.0
152002,1533,60299,R,Eu-rehabilitación caño lamiak pstd (fase ii),0.0,5891.93,5840.66
152002,1533,60506,A,Parking ariznavarra,0.0,670.15,0.0
152002,1533,60620,,Convenio para urbanizar con rotondas el entorno de la fábrica mercedes,0.0,698760.11,0.0
152002,1533,60922,,Instalaciones de movilidad sostenible guardabicis,60000.0,60000.0,0.0
152002,1533,60922,R,Instalaciones de movilidad sostenible guardabicis,0.0,121423.5,116402.0
152002,1533,61114,,Proyecto life urban klima 2025,335846.25,335846.25,0.0
152002,1533,62704,,Eu hub micrologístico,0.0,16747.77,16747.77
152002,1533,62704,A,Eu hub micrologístico,0.0,2414.57,2414.56
152002,1533,64304,,"Honorarios,estudios y proyectos",50000.0,50000.0,28669.98
152002,1533,64304,R,"Honorarios,estudios y proyectos",0.0,18029.0,18029.0
152002,1533,77102,,Convenio rotondas entorno mercedes,200000.0,0.0,0.0
152002,1534,12000,,Retribuciones basicas de funcionarios,1070182.0,1070182.0,1247477.0
152002,1534,12100,,Retribuciones complementarias funcionarios,1487602.0,1487602.0,1751314.11
152002,1534,14100,,Otro personal,606965.0,923964.08,1059204.04
152002,1534,16000,,Seguridad social a cargo del ayuntamiento,1251529.0,1251529.0,1419248.69
152002,1534,16500,,Cuotas elkarkidetza a cargo ayuntamiento,49172.0,49172.0,57081.8
152002,1534,20200,,Arrendamiento de maquinaria e instalaciones,80000.0,80000.0,41036.82
152002,1534,20200,R,Arrendamiento de maquinaria e instalaciones,0.0,4097.15,2687.43
152002,1534,21002,,Inversiones bais,1845414.72,1845414.72,1536005.94
152002,1534,21002,R,Inversiones bais,0.0,153097.29,152927.68
152002,1534,21004,,Actuaciones subsidiarias y vandalismo en espacio público,20000.0,20000.0,892.98
152002,1534,21008,,B.a.i juegos infantiles,250000.0,250000.0,185155.73
152002,1534,21008,R,B.a.i juegos infantiles,0.0,37355.5,37355.5
152002,1534,21060,,Conservacion de vias publicas y firmes,475000.0,472000.0,615211.36
152002,1534,21060,R,Conservacion de vias publicas y firmes,0.0,111884.84,106773.55
152002,1534,21062,,Mantenimiento de los firmes y aglomerados,375000.0,375000.0,0.0
152002,1534,21062,R,Mantenimiento de los firmes y aglomerados,0.0,250285.24,250006.18
152002,1534,21701,,Conservacion mobiliario urbano,475000.0,375365.04,926.86
152002,1534,21701,R,Conservacion mobiliario urbano,0.0,29353.76,29353.47
152002,1534,21703,,Contrato mantenimiento y control de calidad rampas,247780.0,247780.0,214878.28
152002,1534,21703,R,Contrato mantenimiento y control de calidad rampas,0.0,2701.04,2701.04
152002,1534,21706,,Mantenimiento limpieza fuentes,200000.0,200000.0,140321.07
152002,1534,21706,R,Mantenimiento limpieza fuentes,0.0,328.9,328.9
152002,1534,22111,,Menaje,40000.0,40000.0,35482.14
152002,1534,22710,,Gestión de servicios de movilidad aparcabicis seguros,120000.0,128000.0,55823.01
152002,1534,22710,A,Gestión de servicios de movilidad aparcabicis seguros,0.0,4355.11,4355.11
152002,1534,22710,R,Gestión de servicios de movilidad aparcabicis seguros,0.0,116433.3,57312.78
152002,1534,22722,,Contratos mantenimiento w.c.publicos,115000.0,115000.0,112110.93
152002,1534,22722,R,Contratos mantenimiento w.c.publicos,0.0,3650.03,3649.6
152002,1534,60112,,Mobiliario urbano,0.0,99634.96,0.0
152002,1641,22111,,Menaje,20000.0,39449.0,11639.35
152002,1641,22140,,Gastos especificos cementerios,160000.0,194050.0,201622.15
152002,1641,22140,R,Gastos especificos cementerios,0.0,39391.72,35028.07
152002,1641,22715,,Recogidas selectivas de residuos en cementerios,25000.0,58000.0,20878.35
152002,1641,60105,,Obras en cementerios. construcciones nichos y panteones,1.0,1.0,0.0
152002,1641,60105,R,Obras en cementerios. construcciones nichos y panteones,0.0,519013.0,0.0
152002,1641,60107,,Obras en cementerios,0.0,548.88,548.88
152002,1641,60107,A,Obras en cementerios,0.0,47035.22,34764.51
152002,1641,60107,R,Obras en cementerios,0.0,16571.83,16333.5
152002,1641,62313,,Compra maquinaria cementerios,100000.0,100000.0,29027.82
152002,1641,62313,R,Compra maquinaria cementerios,0.0,77500.0,65564.64
152002,1651,21006,,Brigadas accion inmediata para alumbrado,416000.0,416000.0,415999.25
152002,1651,21006,R,Brigadas accion inmediata para alumbrado,0.0,0.0,0.0
152002,1651,22101,,Suministro energía electrica espacio público y espacio natural,4000000.0,4000000.0,3842121.89
152002,1651,22101,R,Suministro energía electrica espacio público y espacio natural,0.0,250000.0,250000.0
152002,1651,22130,,Conservacion general del alumbrado publico,400000.0,450000.0,402170.4
152002,1651,22130,A,Conservacion general del alumbrado publico,0.0,6000.0,0.0
152002,1651,22130,R,Conservacion general del alumbrado publico,0.0,93337.96,92452.46
152002,1651,60115,,Mejora alumbrado público,430000.0,430000.0,0.0
152002,1651,60115,A,Mejora alumbrado público,0.0,5486.57,2656.78
152002,1651,60115,R,Mejora alumbrado público,0.0,696116.56,220049.22
152002,1711,60170,,Plan movilidad polígonos industriales,100000.0,300000.0,0.0
152002,1711,60172,,Pasarelas ferrocarril,100000.0,90857.69,0.0
152002,1711,60198,,Inversiones nuevos huertos comunitarios,300000.0,300000.0,0.0
152002,1711,64522,,Supermanzanas y movilidad ciclista,175000.0,175000.0,0.0
152002,1711,64522,R,Supermanzanas y movilidad ciclista,0.0,1264741.16,0.0
152002,2381,60607,,Perspectiva genero en alumbrado público,75000.0,75000.0,42816.54
152002,2381,60607,R,Perspectiva genero en alumbrado público,0.0,13607.76,13607.76
152002,4332,48105,,Convenio idarte,10000.0,10000.0,0.0
152002,4332,48105,A,Convenio idarte,0.0,5000.0,5000.0
152002,4411,21705,,Mantenimiento autobuses eléctricos,181500.0,181500.0,180443.62
152002,4411,47122,,Convenio dfa y parque tecnológico transporte viajeros,35000.0,42000.0,42000.0
152002,4411,71007,,Tranvia zabalgana,1.0,1.0,0.0
152002,4412,77000,,Ayudas a la electrificación del transporte,150000.0,150000.0,65000.0
152002,9210,60206,A,Eu mirador muralla pstd fii,0.0,75000.0,74841.83
152002,9210,60206,R,Eu mirador muralla pstd fii,0.0,32564.01,32212.31
152007,1533,60101,,Infraestructuras en vias publicas,0.0,325000.0,0.0
152007,1711,12000,,Retribuciones basicas de funcionarios,846721.0,846721.0,750821.62
152007,1711,12100,,Retribuciones complementarias funcionarios,1172371.0,1172371.0,1026605.52
152007,1711,14100,,Otro personal,203323.0,203323.0,168853.68
152007,1711,16000,,Seguridad social a cargo del ayuntamiento,857456.0,857456.0,693135.2
152007,1711,16500,,Cuotas elkarkidetza a cargo ayuntamiento,29376.0,29376.0,28080.32
152007,1711,20200,,Arrendamiento de maquinaria e instalaciones,165000.0,138569.82,135695.04
152007,1711,21014,,Alcorques,220000.0,220000.0,175171.27
152007,1711,21014,R,Alcorques,0.0,27140.89,26057.56
152007,1711,21015,A,Traslado provisional de vivero,0.0,190.67,0.0
152007,1711,21016,,Adquisición de plantas,70000.0,70000.0,46407.2
152007,1711,21016,R,Adquisición de plantas,0.0,13549.18,13549.18
152007,1711,21071,,Conservacion municipal de zonas verdes publicas,375000.0,410250.0,456121.9
152007,1711,21071,R,Conservacion municipal de zonas verdes publicas,0.0,28453.3,28453.3
152007,1711,21072,,Conservacion de jardineras,8000.0,8000.0,6836.52
152007,1711,21200,,Mantenimiento maquinaria e instalaciones,80000.0,80000.0,69490.52
152007,1711,21704,,Contrato apertura y cierre instalaciones municipales,26600.0,26600.0,26571.6
152007,1711,22111,,Menaje,30000.0,23000.0,29176.69
152007,1711,22711,,Conservación zonas verdes,4350963.74,4134337.86,658132.11
152007,1711,60196,,Plan gestion arbolado barrios,175000.0,175000.0,113061.3
152007,1711,60196,A,Plan gestion arbolado barrios,0.0,130535.01,100268.52
152007,1711,60196,R,Plan gestion arbolado barrios,0.0,224424.09,84626.86
152007,1711,60197,,Infraestructura verde de barrio,75002.0,53786.22,44867.37
152007,1711,60199,,Eu reforma martin ttipia,0.0,100000.0,100326.97
152007,1711,60199,A,Eu reforma plaza martín titpia,0.0,999254.72,999254.72
152007,1711,60199,R,Eu reforma plaza martín titpia,0.0,96179.81,95794.37
152007,1711,64304,,"Honorarios,estudios y proyectos",40000.0,19250.23,6973.0
152007,1711,69906,,Vivero municipal,100000.0,137999.94,0.0
152007,1711,69906,A,Vivero municipal,0.0,6852.99,0.0
152007,1711,69906,R,Vivero municipal,0.0,140000.0,140000.0
152007,2381,60609,,Infraestructuras verdes barrio-perspectiva genero,75000.0,120749.77,0.0
152007,2381,60609,R,Infraestructuras verdes barrio-perspectiva genero,0.0,55474.72,55474.72
152010,1533,12000,,Retribuciones basicas de funcionarios,197662.0,197662.0,0.0
152010,1533,12100,,Retribuciones complementarias funcionarios,248283.0,248283.0,0.0
152010,1533,14100,,Otro personal,181038.0,181038.0,0.0
152010,1533,16000,,Seguridad social a cargo del ayuntamiento,175144.0,175144.0,0.0
152010,1533,16500,,Cuotas elkarkidetza a cargo ayuntamiento,10444.0,10444.0,0.0
152011,1651,12000,,Retribuciones basicas de funcionarios,220594.0,220594.0,0.0
152011,1651,12100,,Retribuciones complementarias funcionarios,296416.0,296416.0,0.0
152011,1651,14100,,Otro personal,65436.0,65436.0,0.0
152011,1651,16000,,Seguridad social a cargo del ayuntamiento,204113.0,204113.0,0.0
152011,1651,16500,,Cuotas elkarkidetza a cargo ayuntamiento,7637.0,7637.0,0.0
1522,4413,12000,,Retribuciones basicas de funcionarios,144445.0,144445.0,138629.48
1522,4413,12100,,Retribuciones complementarias funcionarios,213961.0,213961.0,232388.35
1522,4413,14100,,Otro personal,193019.0,193019.0,86110.28
1522,4413,16000,,Seguridad social a cargo del ayuntamiento,179415.0,179415.0,135080.07
1522,4413,16500,,Cuotas elkarkidetza a cargo ayuntamiento,9510.0,9510.0,5608.39
1522,4413,21105,,Conservación y mantenimiento estación de autobuses,60000.0,58872.55,47428.7
1522,4413,22101,,Energía eléctrica estación autobuses,65000.0,65000.0,68107.54
1522,4413,22102,,Suministro agua y depuración residuales estacion buses,20000.0,551.0,0.0
1522,4413,22104,,Eficiencia energetica estación autobuses,20000.0,14050.0,8652.6
1522,4413,22734,,Seguridad estación autobuses,106000.0,106000.0,66936.24
1522,4413,22783,,Contratos prestación limpieza estación autobuses,226600.0,176600.0,155672.99
1522,4413,62953,,Inversiones equipos estación de autobuses,84000.0,84000.0,33340.02
1522,4413,62953,R,Inversiones equipos estación de autobuses,0.0,51952.98,41955.59
1523,1741,60130,,Mejora conexiones de movilidad rural,20000.0,20000.0,0.0
1523,1741,60150,,Obras en pueblos,150000.0,150000.0,144116.86
1523,1741,60150,A,Obras en pueblos,0.0,49811.02,0.0
1523,1741,60150,R,Obras en pueblos,0.0,107225.96,94932.48
1523,1741,60700,,Mejora paisajistica zona rural,35000.0,35000.0,0.0
1523,1741,60700,R,Mejora paisajistica zona rural,0.0,34085.95,34062.4
1523,1741,72202,,Convenio obras mendiola,200000.0,200000.0,0.0
1523,1741,73401,A,Cofinanciacion obras plan foral,0.0,100000.0,49297.64
1523,1742,22700,,Recogida de residuos y mantenimiento entidades locales menores y cementerio,1275000.0,1258553.27,1243618.73
1523,1743,21000,,Infraestructura y bienes naturales,80000.0,80000.0,81153.99
1523,1743,21902,,"Mantenimiento vias forestales,plantaciones y espacios naturales",100000.0,100000.0,106814.93
1523,1743,21902,R,"Mantenimiento vias forestales,plantaciones y espacios naturales",0.0,12824.8,12807.67
1523,1743,21911,,Mantenimiento jardines nucleos rurales,365800.0,365800.0,365732.4
1523,1743,22111,,Menaje,19000.0,18145.41,8645.62
1523,1743,22145,,Recuperacion espacios degradados,30000.0,30000.0,32359.9
1523,1743,22701,,Estudios y proyectos zona rural,20000.0,3553.27,14628.9
1523,1743,22701,R,Estudios y proyectos zona rural,0.0,15730.0,15730.0
1523,1743,72000,,A la dfa para la ejecucion de caminos parcelarios,100000.0,133748.05,0.0
1523,1749,12000,,Retribuciones basicas de funcionarios,144030.0,144030.0,148481.99
1523,1749,12100,,Retribuciones complementarias funcionarios,229176.0,229176.0,227164.27
1523,1749,13000,,Retribuciones personal laboral fijo,139811.0,139811.0,135243.44
1523,1749,16000,,Seguridad social a cargo del ayuntamiento,155640.0,155640.0,157102.26
1523,1749,16500,,Cuotas elkarkidetza a cargo ayuntamiento,8718.0,8718.0,9571.52
1523,1749,48112,,Convenio asociacion concejos,115000.0,115000.0,92000.0
1523,1749,48112,R,Convenio asociacion concejos,0.0,23000.0,23000.0
1523,1749,78919,,Subvenc.para centros sociales,70000.0,70000.0,0.0
1523,1749,78919,R,Subvenc.para centros sociales,0.0,69999.0,69999.0
1524,1331,12000,,Retribuciones basicas de funcionarios,311730.0,311730.0,318296.01
1524,1331,12100,,Retribuciones complementarias funcionarios,419957.0,419957.0,410254.49
1524,1331,14100,,Otro personal,221560.0,221560.0,175080.45
1524,1331,16000,,Seguridad social a cargo del ayuntamiento,327760.0,327760.0,285929.25
1524,1331,16500,,Cuotas elkarkidetza a cargo ayuntamiento,18800.0,18800.0,18723.87
1524,1331,20200,,Mantenimiento de la regulación del estacionamiento,240000.0,233430.18,219030.06
1524,1331,21005,,Vestuario agentes ota,10000.0,10000.0,10064.54
1524,1331,21050,,Conservacion de señalizacion,108500.0,108500.0,85905.24
1524,1331,21050,A,Conservacion de señalizacion,0.0,509.18,0.0
1524,1331,21050,R,Conservacion de señalizacion,0.0,86925.4,78760.81
1524,1331,21109,,Mejora de la señalización de seguridad vial y o calmados de tráfico,50000.0,50000.0,48892.77
1524,1331,21505,,"Mantenimiento, desarrollo y/o comunicación (cámaras, pmv, zbe)",30000.0,0.0,0.0
1524,1331,21910,,Mantenimiento sistema control de trafico,1532000.0,1532000.0,1473686.54
1524,1331,60107,,Sistema de control de circulacion,150000.0,282000.0,275.88
1524,1331,60107,A,Sistema de control de circulacion,0.0,98077.31,0.0
1524,1331,60107,R,Sistema de control de circulacion,0.0,17871.7,17871.7
1524,1331,60109,,Apoyos al estudio del tráfico,15000.0,0.0,0.0
1524,1331,60143,A,Mejora seguridad vial y calmados de tráfico,0.0,193.73,0.0
1524,1331,60143,R,Mejora seguridad vial y calmados de tráfico,0.0,30334.52,30178.71
1524,1331,60614,,Ampliación ota san martin,0.0,80000.0,32856.95
1524,1331,61108,R,Eu-inversiones en gestión tráfico y aparcamientos municipales,0.0,75886.74,75886.74
1524,1331,62703,A,Eu - zona de bajas emisiones,0.0,344776.86,344776.86
1524,1331,62901,,Adquisicion equipos,15000.0,15000.0,13083.33
1524,4413,62701,A,Cocheras bei,0.0,11192.45,11192.45
1620,1515,61401,,Piie acondicionamiento bizan zaramaga,0.0,255000.0,202604.09
1620,1515,61401,A,Piie acondicionamiento bizan zaramaga,0.0,174775.68,174775.68
1620,1515,61401,R,Piie acondicionamiento bizan zaramaga,0.0,1047909.93,501189.33
1620,3421,62296,A,Inversiones en instalaicones deportivas,0.0,80917.01,32698.42
1620,3421,62296,R,Inversiones en instalaicones deportivas,0.0,221441.35,219890.93
1620,3422,22148,,Contrato mantenimiento piscinas,1450000.0,1450113.39,1449932.83
1620,3422,62926,R,Inversiones en contratos piscinas,0.0,232529.63,159822.28
1620,9211,62203,,Reubicación de servicios en el antiguo hospicio,0.0,191992.52,0.0
1620,9211,62204,,Inversiones en centros y locales,720000.0,720000.0,197685.83
1620,9211,62204,R,Inversiones en centros y locales,0.0,337002.39,333903.85
1620,9211,62205,R,Obras en edificios escolares,0.0,206.79,155.1
1620,9211,62292,,Inversiones en otras instalaciones,1.0,876827.78,166142.7
1620,9211,62293,,Inversiones edificios municipales,900000.0,900000.0,259364.15
1620,9211,62293,R,Inversiones edificios municipales,0.0,1393943.74,1339051.28
1620,9211,62303,,Adquisicion maquinaria,10000.0,18500.0,17980.31
1620,9211,64304,,"Honorarios,estudios y proyectos",14000.0,5500.0,5415.96
1620,9212,21100,,Conservacion edificios municipales,600000.0,650000.0,641125.28
1620,9212,21107,,Reparaciones y suministros de mto. en eemm,280000.0,380000.0,334138.72
1620,9212,21107,R,Reparaciones y suministros de mto. en eemm,0.0,39704.34,39691.56
1620,9212,21207,,Mantenimiento y reparacion de equipos,90000.0,100000.0,123838.33
1620,9212,22109,,Productos de limpieza y aseo,300000.0,255000.0,266991.97
1620,9212,22682,,Pequeños suministros mantenimiento,600000.0,600000.0,568976.24
1620,9212,22727,,Contrato mantenimiento instalaciones,850000.0,870000.0,902415.57
1620,9212,22727,R,Contrato mantenimiento instalaciones,0.0,17260.12,16711.11
1620,9214,22146,,Contrato contenedores higienicos,25000.0,24886.61,20434.33
1620,9214,22146,R,Contrato contenedores higienicos,0.0,599.67,0.0
1620,9214,22783,,Contratos unidad de limpieza,2800000.0,2846400.0,2831607.14
1620,9214,22784,,Encargo limpieza indesa,3526500.0,3526500.0,3526627.44
1620,9215,21200,,Mantenimiento maquinaria e instalaciones,1615000.0,1711500.0,1602089.57
1620,9215,22101,,Suministro energía eléctrica  edificios municipales,4070000.0,4370000.0,4611186.6
1620,9215,22101,R,Suministro energía eléctrica  edificios municipales,0.0,3143.99,3139.63
1620,9215,22103,,Contrato para la eficiencia energetica,4545000.0,4618500.0,4507218.38
1620,9215,22149,,Gas resto edificios municipales,130000.0,122000.0,120967.06
1620,9215,22149,R,Gas resto edificios municipales,0.0,26538.81,23273.13
1620,9215,22751,,Contrato mantenimiento instalaciones eléctricas,250000.0,243000.0,241620.65
1620,9215,62259,,Contrato inversiones en instalaciones eléctricas,355000.0,355000.0,354745.44
1620,9215,62259,A,Contrato inversiones en instalaciones eléctricas,0.0,4364.42,1575.89
1620,9215,62259,R,Contrato inversiones en instalaciones eléctricas,0.0,251603.49,147234.58
1620,9215,62303,,Renovación equipos de gestión energética,546000.0,567000.0,504651.51
1620,9215,62303,A,Renovación equipos de gestión energética,0.0,203.84,0.0
1620,9219,12000,,Retribuciones basicas de funcionarios,152211.0,152211.0,163959.71
1620,9219,12100,,Retribuciones complementarias funcionarios,197974.0,197974.0,201993.83
1620,9219,14100,,Otro personal,78999.0,78999.0,84082.52
1620,9219,16000,,Seguridad social a cargo del ayuntamiento,119816.0,119816.0,135925.85
1620,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,10471.0,10471.0,10845.58
1630,9219,12000,,Retribuciones basicas de funcionarios,3787768.0,3787768.0,3632600.69
1630,9219,12100,,Retribuciones complementarias funcionarios,4830737.0,4830737.0,4603442.22
1630,9219,13000,,Retribuciones personal laboral fijo,7721.0,7721.0,39872.77
1630,9219,14100,,Otro personal,2524154.0,2524154.0,2671957.16
1630,9219,16000,,Seguridad social a cargo del ayuntamiento,4140710.0,4140710.0,3791027.01
1630,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,159596.0,159596.0,164591.73
1641,9219,12000,,Retribuciones basicas de funcionarios,23331.0,23331.0,23748.04
1641,9219,12100,,Retribuciones complementarias funcionarios,29664.0,29664.0,28223.58
1641,9219,16000,,Seguridad social a cargo del ayuntamiento,17245.0,17245.0,16924.19
1642,9219,12000,,Retribuciones basicas de funcionarios,112153.0,112153.0,110255.97
1642,9219,12100,,Retribuciones complementarias funcionarios,140783.0,140783.0,135746.14
1642,9219,16000,,Seguridad social a cargo del ayuntamiento,71872.0,71872.0,68929.88
1642,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,4694.0,4694.0,5586.56
164201,9219,62315,A,Eu alrm div func. aud pstd fii,0.0,0.0,0.0
1643,9219,12000,,Retribuciones basicas de funcionarios,62895.0,62895.0,61804.73
1643,9219,12100,,Retribuciones complementarias funcionarios,78078.0,78078.0,73547.47
1643,9219,14100,,Otro personal,23107.0,23107.0,28167.02
1643,9219,16000,,Seguridad social a cargo del ayuntamiento,43941.0,43941.0,47876.54
1643,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,2796.0,2796.0,2793.28
1644,9219,12000,,Retribuciones basicas de funcionarios,966474.0,966474.0,1145925.99
1644,9219,12100,,Retribuciones complementarias funcionarios,1396242.0,1396242.0,1554013.18
1644,9219,13000,,Retribuciones personal laboral fijo,133.0,133.0,0.0
1644,9219,14100,,Otro personal,396997.0,396997.0,545208.08
1644,9219,16000,,Seguridad social a cargo del ayuntamiento,1022306.0,1022306.0,1200005.75
1644,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,40931.0,40931.0,46864.5
1810,3401,11000,,Retribuciones personal eventual gabinete,88321.0,88321.0,85290.71
1810,3401,16000,,Seguridad social a cargo del ayuntamiento,19162.0,19162.0,19119.54
1815,3401,12000,,Retribuciones basicas de funcionarios,224913.0,224913.0,193344.11
1815,3401,12100,,Retribuciones complementarias funcionarios,312204.0,312204.0,242347.09
1815,3401,14100,,Otro personal,49369.0,49369.0,106552.49
1815,3401,16000,,Seguridad social a cargo del ayuntamiento,180492.0,180492.0,169134.57
1815,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,11214.0,11214.0,9431.8
1820,1515,22704,,Piie - actuaciones socio-culturales y deportivas zaramaga,364312.98,364312.98,30988.1
1820,1515,22704,R,Piie - actuaciones socio-culturales y deportivas zaramaga,0.0,220000.0,0.0
1820,3371,12000,,Retribuciones basicas de funcionarios,2269500.0,2269500.0,2344241.19
1820,3371,12100,,Retribuciones complementarias funcionarios,3159419.0,3159419.0,3373794.5
1820,3371,14100,,Otro personal,1929787.0,2514337.1,2828699.09
1820,3371,16000,,Seguridad social a cargo del ayuntamiento,2418766.0,2418766.0,2645436.03
1820,3371,16500,,Cuotas elkarkidetza a cargo ayuntamiento,97946.0,97946.0,103430.14
1820,3371,22115,,Material tecnico especifico c.civicos,5000.0,5000.0,21730.32
