#Institución,Sección,Nombre
0,,,Ayuntamiento de Vitoria-Gasteiz
0,0,00,Ayuntamiento de Vitoria-Gasteiz
0,0,01,Alcaldía y Relaciones Institucionales
0,0,02,Urbanismo
0,0,03,Seguridad Ciudadana
0,0,04,Hacienda
0,0,08,Empleo y Desarrollo Económico Sostenible
0,0,09,Función Pública
0,0,10,Administración Municipal
0,0,11,Políticas Sociales
0,0,13,Intervención General
0,0,15,Medio Ambiente y Salud Pública
0,0,18,Participación, Transparencia y Centros Cívicos
0,0,23,Cultura, Educación y Deporte
0,0,90,Otros
