#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2025ko Hasierako kreditua,2025ko Behin-betiko kreditua,Obligado
022204,1711,64336,A,Trantsizio energetikorako inbertsioak,0.0,71995.0,71995.0
022204,1711,64336,R,Trantsizio energetikorako inbertsioak,0.0,14207.82,14207.82
022204,1711,64337,,Misio klimatikoak,20000.0,20000.0,435.6
022204,1711,64338,,Ingurumenarekiko sentsibilizazio plana (KONPONDU),10000.0,10000.0,0.0
022204,1711,78004,,Diru-laguntza: isolamendu akustikorako plana,100000.0,100000.0,2742.5
022204,1711,78004,R,Diru-laguntza: isolamendu akustikorako plana,0.0,100000.0,4522.0
022204,1722,48067,,Energia-komunitateentzako dirulaguntza,10000.0,10000.0,0.0
022204,1722,48067,R,Energia-komunitateentzako dirulaguntza,0.0,5414.0,4733.6
022204,1722,78005,,Energia-komunitateentzako dirulaguntza,600000.0,600000.0,0.0
022204,1722,78005,R,Energia-komunitateentzako dirulaguntza,0.0,449938.34,361854.95
022301,1623,60711,,Zabortegia 481/2001 Errege Dekretura egokitzea,200000.0,200000.0,11175.12
022301,1623,60711,A,Zabortegia 481/2001 Errege Dekretura egokitzea,0.0,13392.53,0.0
022301,1623,60711,R,Zabortegia 481/2001 Errege Dekretura egokitzea,0.0,81679.84,77660.7
022301,1691,12000,,Funtzionarioen oinarrizko ordainsariak,59614.0,59614.0,72858.47
022301,1691,12100,,Funtzionarioen ordainsari osagarriak,80042.0,80042.0,87110.14
022301,1691,14100,,Bestelako langileak,0.0,0.0,3454.49
022301,1691,16000,,"Gizarte Segurantza, enpresaren kontura",32952.0,32952.0,52379.39
022301,1691,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3425.0,3425.0,5183.91
022301,1691,21040,,Kontrol- eta diagnosi-ekipoak mantentzea,167627.95,117627.95,116106.32
022301,1691,21040,R,Kontrol- eta diagnosi-ekipoak mantentzea,0.0,37106.36,37106.36
022301,1691,22175,,Udalaren instalazio fotovoltaikoen berme-kontratua,90000.0,20000.0,821.45
022301,1691,22605,,Jasangarritasun- eta energia-ekintzak,14750.0,14750.0,6942.6
022301,1691,22611,,Proyecto oficina del cambio 2030,0.0,108750.0,4682.7
022301,1691,22615,,Gastos corrientes clms cities,0.0,110000.0,788.93
022301,1691,22732,,EU-Trantsizio energetiko komunitarioa,150000.0,258259.89,258259.89
022301,1691,48196,,Hitzarmena: Gaia,0.0,10000.0,10000.0
022301,1691,60500,,Inversiones clms cities,0.0,92000.0,0.0
022301,1691,64402,,"Aldaketaren Bulegoa 2030 proiek., kapital-gastuak",0.0,87120.0,0.0
022301,1721,64316,,Zaraten mapa estrategikoko ekintza plana,10000.0,10000.0,0.0
022301,1721,64329,,Erdi Aroko hirigunean zarataren kontra sentsibilizatzeko plana,15000.0,15000.0,0.0
022301,1721,64330,,Zarata kontrolatzeko sarea,6000.0,6000.0,1097.43
022301,1721,64330,R,Zarata kontrolatzeko sarea,0.0,5355.46,5355.46
022301,1722,60182,,Zuhaitz proiektua,10000.0,10000.0,12077.94
022301,1722,60182,R,Zuhaitz proiektua,0.0,220.59,0.0
022301,1722,60183,,Biodibertsitatea kontserbatzeko jarduerak,200000.0,200000.0,12546.34
022301,1722,60919,,Eraztun berdeko azpiegitura berdeak,30000.0,24525.2,13799.63
022301,1722,60919,R,Eraztun berdeko azpiegitura berdeak,0.0,30808.0,5808.0
022301,1722,60932,,Eu-olarizuko lorategi botanikoa,0.0,51548.21,45407.52
022301,1722,60932,A,Eu-olarizuko lorategi botanikoa,0.0,59656.49,59211.27
022301,1722,60932,R,Eu-olarizuko lorategi botanikoa,0.0,334913.23,334016.93
022301,1722,60933,,"EU-Eraztun Berdearen konektagarritasuna hobetzea (PSTD, I. fasea)",0.0,307.56,307.55
022301,1722,60933,A,"EU-Eraztun Berdearen konektagarritasuna hobetzea (PSTD, I. fasea)",0.0,582878.5,573791.91
022301,1722,60933,R,"EU-Eraztun Berdearen konektagarritasuna hobetzea (PSTD, I. fasea)",0.0,48470.75,42416.42
022302,1515,64310,A,PIIE- Energia-komunitateak eta plaka fotovoltaikoak Zaramagan,0.0,84841.45,48480.83
022302,1515,64310,R,PIIE- Energia-komunitateak eta plaka fotovoltaikoak Zaramagan,0.0,121803.29,0.0
022302,1691,12000,,Funtzionarioen oinarrizko ordainsariak,31495.0,31495.0,0.0
022302,1691,12100,,Funtzionarioen ordainsari osagarriak,33089.0,33089.0,0.0
022302,1691,14100,,Bestelako langileak,44514.0,44514.0,0.0
022302,1691,16000,,"Gizarte Segurantza, enpresaren kontura",47211.0,47211.0,0.0
022302,1691,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1712.0,1712.0,0.0
022302,1691,22700,,Energia-aholkularitzako zerbitzuak hobetzea,200000.0,200000.0,0.0
022302,1691,22725,,Sensibilitzazio kanpaina: merkataritza eta hostalaritzako hondakinak murriztea,250000.0,250000.0,0.0
0224,1514,12000,,Funtzionarioen oinarrizko ordainsariak,407098.0,407098.0,0.0
0224,1514,12100,,Funtzionarioen ordainsari osagarriak,527276.0,527276.0,0.0
0224,1514,14100,,Bestelako langileak,156008.0,156008.0,0.0
0224,1514,16000,,"Gizarte Segurantza, enpresaren kontura",311640.0,311640.0,0.0
0224,1514,16500,,"Elkarkidetzako kuotak, Udalaren kontura",15506.0,15506.0,0.0
0225,1521,12000,,Funtzionarioen oinarrizko ordainsariak,23176.0,23176.0,0.0
0225,1521,12100,,Funtzionarioen ordainsari osagarriak,24170.0,24170.0,0.0
0225,1521,14100,,Bestelako langileak,15051.0,15051.0,0.0
0225,1521,16000,,"Gizarte Segurantza, enpresaren kontura",17818.0,17818.0,0.0
0225,1521,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1468.0,1468.0,0.0
0225,9211,72229,,Etxebizitzen udal parkea birgaitzea E-XXI Udala,1500000.0,1100000.0,0.0
0320,1301,11000,,Kabineteko behin-behineko langileen ordainsariak,97543.0,97543.0,94958.51
0320,1301,12000,,Funtzionarioen oinarrizko ordainsariak,26994.0,26994.0,34577.42
0320,1301,12100,,Funtzionarioen ordainsari osagarriak,31303.0,31303.0,41958.33
0320,1301,14100,,Bestelako langileak,46755.0,46755.0,20629.68
0320,1301,16000,,"Gizarte Segurantza, enpresaren kontura",49694.0,49694.0,47548.25
0320,1301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1712.0,1712.0,1710.38
0330,1301,12000,,Funtzionarioen oinarrizko ordainsariak,444205.0,444205.0,404822.67
0330,1301,12100,,Funtzionarioen ordainsari osagarriak,571664.0,571664.0,534599.36
0330,1301,14100,,Bestelako langileak,123709.0,123709.0,143341.9
0330,1301,16000,,"Gizarte Segurantza, enpresaren kontura",354529.0,354529.0,337977.35
0330,1301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",18689.0,18689.0,18460.02
0340,1351,21102,,Larrialdi eta elurteetako gastuak,75000.0,75000.0,38133.14
0340,1351,21300,,Ibilgailuak konpontzea,75000.0,102000.0,100193.61
0340,1351,22701,,Jaietako gastu operatibo sanitarioak,25000.0,36500.0,34527.76
0340,1361,12000,,Funtzionarioen oinarrizko ordainsariak,1865855.0,1865855.0,1822368.25
0340,1361,12100,,Funtzionarioen ordainsari osagarriak,3661060.0,3661060.0,4146644.96
0340,1361,14100,,Bestelako langileak,544901.0,764702.75,878613.55
0340,1361,16000,,"Gizarte Segurantza, enpresaren kontura",2509198.0,2509198.0,2701740.49
0340,1361,16500,,"Elkarkidetzako kuotak, Udalaren kontura",73182.0,73182.0,69464.02
0340,1361,21900,,Ekipoak berritzea eta erostea,75000.0,75000.0,75806.64
0340,1361,22105,,Jantziak eta uniformeak,175000.0,201500.0,95325.63
0340,1361,22106,R,Esku-hartzearen ondoren deskutsatzeko jantziak,0.0,184500.0,0.0
0340,1361,22111,,Tresna eta lanabesak ,25000.0,10000.0,21952.57
0340,1361,22199,,Bestelako hornikuntzak,20000.0,20000.0,42638.7
0340,1361,22699,,Bestelako hainbat gastu,20000.0,8000.0,7048.42
0340,1361,62400,,Ibilgailuak,150000.0,150000.0,0.0
0340,1361,62400,R,Ibilgailuak,0.0,132500.0,0.0
0340,1361,62501,,Suhiltzaile-etxeko altzariak,30000.0,30000.0,19439.86
0340,1361,62901,,Ekipoak erostea,250000.0,248869.71,87577.83
0340,1361,62902,R,Esku-hartzearen ondoren deskutsatzeko ekipoak eskuratzea,0.0,70239.29,70239.29
0350,1321,12000,,Funtzionarioen oinarrizko ordainsariak,7143171.0,7143171.0,7072141.5
0350,1321,12100,,Funtzionarioen ordainsari osagarriak,14025869.0,14509702.1,15468409.29
0350,1321,14100,,Bestelako langileak,0.0,764420.02,877650.04
0350,1321,16000,,"Gizarte Segurantza, enpresaren kontura",8376383.0,8376383.0,8510689.84
0350,1321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",365229.0,365229.0,363496.78
0350,1321,20501,,TETRA irratikomunikazio sistemaren rentinga,10000.0,10000.0,9274.46
0350,1321,21001,,Andre Maria Zuriaren jaietako segurtasuna,10000.0,10000.0,12874.0
0350,1321,21300,,Ibilgailuak konpontzea,70000.0,70000.0,62112.36
0350,1321,21900,,Ekipoak berritzea eta erostea,190000.0,43000.0,39111.36
0350,1321,21900,A,Ekipoak berritzea eta erostea,0.0,11790.24,11790.24
0350,1321,21905,,Segurtasun scannerra eta USPa onik zaintzea,7500.0,7500.0,2721.3
0350,1321,21905,R,Segurtasun scannerra eta USPa onik zaintzea,0.0,2591.3,0.0
0350,1321,22105,,Jantziak eta uniformeak,250000.0,320000.0,201441.03
0350,1321,22105,R,Jantziak eta uniformeak,0.0,177375.3,172361.76
0350,1321,22111,,Tresna eta lanabesak ,20000.0,20000.0,5986.92
0350,1321,22122,,Drogak eta alkohola atzematea,70000.0,70000.0,18605.94
0350,1321,22122,R,Drogak eta alkohola atzematea,0.0,23260.71,19831.9
0350,1321,22624,,Gaueko garabi-zerbitzua,90000.0,90000.0,48884.0
0350,1321,22699,,Bestelako hainbat gastu,70000.0,75000.0,92635.4
0350,1321,22699,A,Bestelako hainbat gastu,0.0,38931.75,9982.5
0350,1321,62400,,Ibilgailuak,130000.0,130000.0,6655.0
0350,1321,62400,A,Ibilgailuak,0.0,55480.87,55480.87
0350,1321,62400,R,Ibilgailuak,0.0,94000.0,43764.98
0350,1321,62501,,Altzariak,42000.0,49500.0,1405.29
0350,1321,62501,R,Altzariak,0.0,24946.88,24946.88
0350,1321,62901,,Ekipoak eta instalazioak erostea,70000.0,193000.0,49475.9
0350,1321,62901,A,Ekipoak eta instalazioak erostea,0.0,107604.37,107604.37
0350,1321,62901,R,Ekipoak eta instalazioak erostea,0.0,77740.0,53124.61
0410,0111,33201,,Epe luzeko maileguen interesak,2015365.59,1910365.59,1908480.97
0410,0111,93300,,Epe luzeko maileguen amortizazioa,11726465.96,11726465.96,11726465.94
0410,1513,73102,,Ingurugiro Gaietarako Ikastegiari,106000.0,106000.0,0.0
0410,1513,73310,,21. Zabalguneari ,4450000.0,3950000.0,797409.56
0410,1515,43308,A,"PIIE-21 Zabalguneari, Zaramagako hurbileko bulegoa",0.0,414500.0,0.0
0410,1515,73312,,Piie - 21 zabalguneari zaramaga zaharberritzeko laguntzak,1500000.0,1500000.0,0.0
0410,1515,73312,A,Piie - 21 zabalguneari zaramaga zaharberritzeko laguntzak,0.0,8128112.5,2060782.15
0410,1515,73312,R,Piie - 21 zabalguneari zaramaga zaharberritzeko laguntzak,0.0,906829.48,0.0
0410,1621,22502,,7/2022 Legearen zabortegi-hondakinen gaineko zerga,100000.0,17588.5,17588.5
0410,1722,22601,,Biosferaren erreserbak Gasteiz eta Araba Erdialdea,50000.0,0.0,0.0
0410,1722,43102,,Ingurugiro Gaietarako Ikastegiari,3046500.0,3076500.0,2750000.0
0410,2381,22675,,Udal-Aurrkontua genero-ikuspegiarekin egiteko laguntza teknikoa,20000.0,20000.0,19000.02
0410,4411,43300,,"Ekarpena, TUVISAri",19225728.96,17825728.96,17825728.96
0410,4411,43301,,"Ekarpena, TUVISAri garraioaren konpentsazioa. Administrazio Orokorra",1813222.92,2237160.66,2237160.66
0410,4411,43302,,"Ekarpena, TUVISAri garraioaren konpentsazioa. Eusko Jaurlaritza",711067.81,711067.81,711067.81
0410,4411,43303,,"Ekarpena, TUVISAri garraioaren konpentsazioa. Udala",711067.81,711067.81,711067.81
0410,4411,43304,,"Ekarpena, TUVISAri garraioaren konpentsazioa. Udala",50000.0,0.0,0.0
0410,4411,73300,,TUVISAri,886000.0,886000.0,632811.76
0410,4411,73309,,TUVISAri autobusak erosteko,4000000.0,4000000.0,4000000.0
0410,9202,16205,,Bizi-asegurua - langileen istripuak,938989.87,938989.87,736201.58
0410,9202,16206,,Aseguru korporatiboak,3724.6,3724.6,2979.68
0410,9204,62629,,"Sistema informatikoa, udal inbentarioa",20000.0,20000.0,0.0
0410,9205,20301,,Ibilgailuen rentinga,400000.0,412000.0,283809.65
0410,9205,20301,R,Ibilgailuen rentinga,0.0,52668.29,49058.24
0410,9205,21300,,Ibilgailuak konpontzea,250000.0,224930.0,230006.16
0410,9205,22104,,Erregaiak,410000.0,410000.0,281500.45
0410,9205,22404,,Ibilgailuen aseguruak,110394.0,110394.0,90932.83
0410,9205,62400,,Ibilgailuak,100000.0,100000.0,29766.0
0410,9206,21400,,Altzariak konpontzea,2000.0,2000.0,0.0
0410,9206,21500,,Ekipoak mantentzeko kontratuak,175000.0,125000.0,84691.16
0410,9206,21500,R,Ekipoak mantentzeko kontratuak,0.0,43538.54,35411.12
0410,9206,22001,,"Ohikoa, inbentariatu ezina",241500.0,241500.0,183685.69
0410,9206,22122,,Kopiagintzako renting kontratuak,66212.85,42928.7,0.0
0410,9206,62501,,Altzariak,30000.0,108643.45,10877.95
0410,9206,62505,,Udal sailetako hainbat erosketa,15000.0,15000.0,448.77
0410,9207,20100,,Lokal eta eraikinak alokatzea,4120000.0,4179732.52,4195618.44
0410,9207,22110,,Kopiagintza-gastuak,21000.0,21000.0,75119.16
0410,9207,22110,R,Kopiagintza-gastuak,0.0,24241.84,3050.58
0410,9207,22402,,Erantzukizun zibileko aseguruak,324450.0,324450.0,325889.58
0410,9207,22402,R,Erantzukizun zibileko aseguruak,0.0,80887.5,80887.5
0410,9207,22407,,Bizitza- eta istripu-asegurua,50000.0,50000.0,46011.36
0410,9207,22600,,Ondasunen erregistro-gastuak,10000.0,10000.0,2677.04
0410,9207,22707,A,Hornidura-sarearen okupazioaren inbentarioa,0.0,18029.0,18029.0
0410,9207,22732,,Zerbitzuak emateko kontratuak,70000.0,160219.47,50213.1
0410,9207,62900,,Ezbeharrengatiko berritzeak,1.0,80001.0,60210.11
0410,9211,62298,,"Inbertsioak, San Martin",25000.0,157792.6,21742.02
0410,9213,22102,,Ur-hornidura eta hondar-urak araztea,1800000.0,1625000.0,1495514.09
0410,9213,22103,,Ur hornikuntza zatikatzea - AMVISArekin hitzarmena,680000.0,680000.0,680000.0
0410,9242,62204,,Goikolarrako auzo-elkartearentzako higiezin bat erostea,0.0,141570.0,140799.23
0410,9242,62205,,Lokalak erostea Judimendiko Bizan zentrorako,0.0,509193.28,274960.8
0410,9271,41800,,EUDELi,322453.1,342216.21,342216.21
0410,9311,22499,,Ondarearen gaineko erantzukizunarengatiko kalte-ordaina,180000.0,130000.0,110556.49
0410,9319,12000,,Funtzionarioen oinarrizko ordainsariak,89195.0,89195.0,82531.35
0410,9319,12100,,Funtzionarioen ordainsari osagarriak,142472.0,142472.0,128146.48
0410,9319,13000,,Lan-kontratudun langile finkoen ordainsariak,62954.0,62954.0,60567.91
0410,9319,14100,,Bestelako langileak,13142.0,13142.0,60.99
0410,9319,16000,,"Gizarte Segurantza, enpresaren kontura",73518.0,73518.0,63999.32
0410,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1398.0,1398.0,1396.64
0410,9321,22776,,Isunen Ataleko zerbitzuak,200000.0,200000.0,168004.27
0410,9331,22401,,Udal eraikin eta lokalen aseguruak,500000.0,500000.0,375743.95
0410,9331,22401,R,Udal eraikin eta lokalen aseguruak,0.0,109498.81,109498.81
0410,9331,22601,,Auzo-komunitateetako gastuak,400000.0,350000.0,349096.93
0410,9331,22631,,AIREF tasa,7291.56,7291.56,7291.56
0410,9331,22760,,Erloju publikoak mantentzea,57000.0,57000.0,57963.41
0410,9331,64900,,Industria jabegoa,1000.0,1000.0,0.0
0410,9341,36100,,"Interesak, zor ez ziren sarrerak itzultzean",50000.0,50000.0,49566.0
0410,9341,36101,,Diru-sarrerei loturiko finantza-gastuak,50000.0,90000.0,106985.64
0410,9341,36102,,Berandutze interesak,60000.0,151253.21,192644.04
0410,9341,36900,,Bestelako finantza-gastuak,60942.28,60942.28,452.5
0411,9321,12000,,Funtzionarioen oinarrizko ordainsariak,56866.0,56866.0,52431.19
0411,9321,12100,,Funtzionarioen ordainsari osagarriak,79107.0,79107.0,71053.52
0411,9321,14100,,Bestelako langileak,52488.0,52488.0,116112.9
0411,9321,16000,,"Gizarte Segurantza, enpresaren kontura",50658.0,50658.0,68110.29
0411,9321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3425.0,3425.0,3176.42
0414,9312,12000,,Funtzionarioen oinarrizko ordainsariak,57158.0,57158.0,28313.67
0414,9312,12100,,Funtzionarioen ordainsari osagarriak,65195.0,65195.0,30353.23
0414,9312,16000,,"Gizarte Segurantza, enpresaren kontura",34900.0,34900.0,24242.49
0414,9312,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3425.0,3425.0,2321.23
0415,9323,12000,,Funtzionarioen oinarrizko ordainsariak,91663.0,91663.0,136650.82
0415,9323,12100,,Funtzionarioen ordainsari osagarriak,159687.0,159687.0,197049.22
0415,9323,16000,,"Gizarte Segurantza, enpresaren kontura",52375.0,52375.0,73838.8
0415,9323,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2908.0,2908.0,5018.2
0416,9341,12000,,Funtzionarioen oinarrizko ordainsariak,83281.0,83281.0,65113.17
0416,9341,12100,,Funtzionarioen ordainsari osagarriak,122453.0,122453.0,97082.75
0416,9341,14100,,Bestelako langileak,108933.0,108933.0,97652.65
0416,9341,16000,,"Gizarte Segurantza, enpresaren kontura",81777.0,81777.0,71384.61
0416,9341,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6849.0,6849.0,7941.05
0417,9322,12000,,Funtzionarioen oinarrizko ordainsariak,93887.0,93887.0,91819.08
0417,9322,12100,,Funtzionarioen ordainsari osagarriak,127344.0,127344.0,121654.1
0417,9322,14100,,Bestelako langileak,40838.0,40838.0,88011.73
0417,9322,16000,,"Gizarte Segurantza, enpresaren kontura",58482.0,58482.0,86074.27
0417,9322,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3425.0,3425.0,5375.48
0418,9319,12000,,Funtzionarioen oinarrizko ordainsariak,1035509.0,1035509.0,1055941.88
0418,9319,12100,,Funtzionarioen ordainsari osagarriak,1381314.0,1381314.0,1310013.08
0418,9319,14100,,Bestelako langileak,392471.0,392471.0,483170.42
0418,9319,16000,,"Gizarte Segurantza, enpresaren kontura",831449.0,831449.0,882524.06
0418,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",61872.0,61872.0,61742.05
0421,9314,12000,,Funtzionarioen oinarrizko ordainsariak,103891.0,103891.0,115183.64
0421,9314,12100,,Funtzionarioen ordainsari osagarriak,149744.0,149744.0,156880.48
0421,9314,14100,,Bestelako langileak,124207.0,124207.0,157801.41
0421,9314,16000,,"Gizarte Segurantza, enpresaren kontura",100882.0,100882.0,117988.29
0421,9314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",200.0,200.0,0.0
0810,4301,11000,,Kabineteko behin-behineko langileen ordainsariak,223.0,223.0,0.0
0810,4301,12000,,Funtzionarioen oinarrizko ordainsariak,89591.0,89591.0,184720.07
0810,4301,12100,,Funtzionarioen ordainsari osagarriak,130660.0,130660.0,228084.35
0810,4301,16000,,"Gizarte Segurantza, enpresaren kontura",47256.0,47256.0,106493.16
0810,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6849.0,6849.0,10262.28
0810,4321,42304,,Europako merkatuetan sustatzeko hitzarmena-Merkataritza Ganbera,10000.0,10000.0,8000.0
0810,4321,42304,R,Europako merkatuetan sustatzeko hitzarmena-Merkataritza Ganbera,0.0,2000.0,0.0
0810,4331,22712,,Film Office bultzatzea,10000.0,8500.0,25975.38
0810,4331,22797,,Toki garapenerako bulegoa: Dinamizazio Ekonomikoa,202000.0,158399.12,151396.18
0810,4331,22797,R,Toki garapenerako bulegoa: Dinamizazio Ekonomikoa,0.0,24776.44,23358.94
0810,4331,47104,A,Toki garapenerako bulegoa: ekitaldiak erakartzeko laguntzak,0.0,3249.75,0.0
0810,4331,47104,R,Toki garapenerako bulegoa: ekitaldiak erakartzeko laguntzak,0.0,38028.34,34646.92
0810,4334,85107,,Parke teknologikoaren kapital-zabalkuntza,52600.0,33367.0,33367.0
0819,4301,12000,,Funtzionarioen oinarrizko ordainsariak,208365.0,208365.0,208986.15
0819,4301,12100,,Funtzionarioen ordainsari osagarriak,258690.0,258690.0,261995.66
0819,4301,14100,,Bestelako langileak,176364.0,176364.0,181056.37
0819,4301,16000,,"Gizarte Segurantza, enpresaren kontura",190107.0,190107.0,196152.65
0819,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6801.0,6801.0,5975.78
0820,4301,12000,,Funtzionarioen oinarrizko ordainsariak,200853.0,200853.0,198189.07
0820,4301,12100,,Funtzionarioen ordainsari osagarriak,231997.0,231997.0,206480.51
0820,4301,14100,,Bestelako langileak,38285.0,38285.0,137931.27
0820,4301,16000,,"Gizarte Segurantza, enpresaren kontura",125423.0,125423.0,153859.03
0820,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",11421.0,11421.0,13118.7
0820,4301,22603,R,Next Generation proiektuak seinaleztatzea,0.0,25958.28,9702.71
0820,4321,22708,,"Adimen turistikoko sistema, II. fasea",0.0,126000.0,0.0
0821,2381,48946,,Hitzarmena: Smye,3000.0,3000.0,2400.0
0821,2381,48947,,Hitzarmena: AMPEA (Arabako emakume profesional eta enpresaburuen elkartea),3000.0,0.0,0.0
0821,2411,48905,,Hitzarmena: prestaturik-berrerabili,30000.0,0.0,0.0
0821,4221,22601,,Laborategi-hiria,0.0,11000.0,9680.0
0821,4221,22683,R,Jundiz eko-industriala,0.0,15588.05,15587.51
0821,4221,22714,R,Basaldea,0.0,169.47,169.47
0821,4221,22715,,Crops4life proiektua Basaldea,0.0,8610.35,3524.31
0821,4221,22716,,Ekintzailetza zirkularra,40000.0,40000.0,13908.95
0821,4221,22763,,Ekonomia zirkularra,45000.0,45000.0,36316.64
0821,4221,22763,R,Ekonomia zirkularra,0.0,4469.39,3453.29
0821,4221,22779,,Industriari eta enpresei laguntzea,100000.0,100000.0,88307.95
0821,4221,22779,R,Industriari eta enpresei laguntzea,0.0,9238.35,4641.77
0821,4221,62952,,Industrialdeak mantentzea,200000.0,0.0,0.0
0821,4221,62952,R,Industrialdeak mantentzea,0.0,149639.28,134758.71
0821,4314,47141,,Sektore emergenteentzako enplegu-plana nekazaritza ekologikoa,200000.0,140000.0,5279.2
0821,4331,12000,,Funtzionarioen oinarrizko ordainsariak,183907.0,183907.0,177278.32
0821,4331,12100,,Funtzionarioen ordainsari osagarriak,211875.0,211875.0,200166.69
0821,4331,14100,,Bestelako langileak,75579.0,121079.0,88774.51
0821,4331,16000,,"Gizarte Segurantza, enpresaren kontura",137135.0,151635.0,130442.94
0821,4331,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6482.0,6482.0,6841.52
0821,4331,22676,,Ekintzailetza planari laguntzeko ekintzak,40000.0,40000.0,19867.43
0821,4331,22677,,Ekintzaileentzako laguntza,150000.0,150000.0,113284.1
0821,4331,22677,R,Ekintzaileentzako laguntza,0.0,28434.33,18623.25
0821,4331,22678,,Babes-kontratua: Mazoka,40000.0,40000.0,40000.0
0821,4331,22679,,Babes-kontratua: opc spain 2025,0.0,10000.0,10000.0
0821,4331,22712,,Enpresa-mintegien kudeaketa,30000.0,30000.0,30772.72
0821,4331,22713,A,"EU-Ekonomia zirkularra, bisitarien sentsibilizazioa (PSTD, II. fasea)",0.0,50000.0,25319.04
0821,4331,22714,,Basaldea,40000.0,40000.0,38202.55
0821,4331,22716,,Basaldea proiektua,70000.0,70000.0,13310.0
0821,4331,22716,R,EU-Ekonomia zirkularra eta karbono maila txikikoa,0.0,44165.0,23349.98
0821,4331,22738,,Contrato patrocinio festival de cortometrajes icoff,0.0,1500.0,1500.0
0821,4331,22769,,Festval - Fila 2 babestea,190000.0,190000.0,190000.0
0821,4331,41900,,Ekintzailetzari laguntzeko EHU-rekiko hitzarmena,5000.0,5000.0,4000.0
0821,4331,47002,,Ekarpena BIC,75000.0,65400.0,52503.0
0821,4331,47102,,Sorkuntzarekin lotutako industrientzako enplegu-laguntzak,110000.0,110000.0,85000.0
0821,4331,47102,A,Sorkuntzarekin lotutako industrientzako enplegu-laguntzak,0.0,6655.4,4000.0
0821,4331,47102,R,Sorkuntzarekin lotutako industrientzako enplegu-laguntzak,0.0,20500.0,12500.0
0821,4331,47107,,Hitzarmena: Ajebask- Prestakuntza eta mintegia,15000.0,15000.0,7500.0
0821,4331,47107,R,Hitzarmena: Ajebask- Prestakuntza eta mintegia,0.0,3000.0,3000.0
0821,4331,47131,,Hitzarmena: Euskal Irudigileak,15000.0,15000.0,12000.0
0821,4331,47131,R,Hitzarmena: Euskal Irudigileak,0.0,3000.0,3000.0
0821,4331,47135,,"Hitzarmena: DIGA, Arabako diseinu grafikoaren profesionalen elkartea",10000.0,10000.0,8000.0
0821,4331,47136,,Ekonomia zirkularreko proiektuetarako laguntza,100000.0,100000.0,100000.0
0821,4331,47138,,"Hitzarmena: Apika, Arabako ikus-entzunezkoen ekoizleen elkartea",20000.0,20000.0,16000.0
0821,4331,47141,,Hitzarmena: Abycine ,15000.0,15000.0,15000.0
0821,4331,47142,,Hitzarmena: Hibridalab,400000.0,555656.0,444524.4
0821,4331,48150,,Hitzarmena: SECOT elkartearekin,3600.0,3600.0,2880.0
0821,4331,48150,R,Hitzarmena: SECOT elkartearekin,0.0,1200.0,1200.0
0821,4331,48175,,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",600000.0,600000.0,480000.0
0821,4331,48175,A,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",0.0,75000.0,72136.04
0821,4331,48175,R,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",0.0,260000.0,0.0
0821,4331,48180,,VIArentzako transferentziak,60000.0,60000.0,60000.0
0821,4331,48905,,"Hitzarmena: Prestaturik, berrerabili",0.0,30000.0,24000.0
0821,4331,48905,R,"Hitzarmena: Prestaturik, berrerabili",0.0,6000.0,6000.0
0821,4331,48943,,Enpresen Gizarte Erantzukizunari buruzko Foroa,4000.0,4000.0,4000.0
0821,4331,48945,,Hitzarmena: aclima,2000.0,2000.0,2000.0
0821,4331,48947,,Hitzarmena: AMPEA (Arabako emakume profesional eta enpresaburuen elkartea),0.0,3000.0,2400.0
0821,4331,48948,,Hitzarmena: Fstudent ,10000.0,10000.0,10000.0
0821,4331,48949,,Ekintzaileentzako bekak,90000.0,90000.0,103934.16
0821,4331,48950,,Autonomoentzako Txekea,100000.0,100000.0,27840.0
0821,4331,48950,R,Autonomoentzako Txekea,0.0,71200.0,59520.0
0821,4331,48967,,Enpresak sortzeko eta sendotzeko laguntzak,190000.0,190000.0,138417.06
0821,4331,48968,,Hiri Laborategia,3000.0,0.0,0.0
0821,4331,48986,,"Hitzarmena, Merkataritza Ganberarekin - enpresa txikiei laguntzea",32000.0,32000.0,25600.0
