#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2025ko Hasierako kreditua,2025ko Behin-betiko kreditua,Obligado
0821,4331,48996,,Hitzarmena: Arco n1,9200.0,9200.0,4600.0
0821,4331,48996,R,Hitzarmena: Arco n1,0.0,4600.0,4343.0
0821,4331,60902,,Mintegiko inbertsioak - Basaldea proiektua,100000.0,100000.0,48331.66
0821,4331,62601,,Mintegietako berrikuntza eta ekipamenduak,120000.0,120000.0,2266.08
0821,4331,62601,R,Mintegietako berrikuntza eta ekipamenduak,0.0,2496.52,2463.58
0821,4331,62602,,Berritzeko inbertsioak/enpresa-mintegi berriak,200000.0,200000.0,0.0
0822,4312,61406,,Merkatuetan obrak egitea,60000.0,16601.9,1104.21
0822,4314,12000,,Funtzionarioen oinarrizko ordainsariak,74324.0,74324.0,80602.06
0822,4314,12100,,Funtzionarioen ordainsari osagarriak,83230.0,83230.0,96300.5
0822,4314,14100,,Bestelako langileak,97530.0,97530.0,135157.58
0822,4314,16000,,"Gizarte Segurantza, enpresaren kontura",84182.0,84182.0,92818.06
0822,4314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4281.0,4281.0,7452.38
0822,4314,20200,,Makineria eta instalazioak alokatzea,100000.0,100000.0,99434.17
0822,4314,22700,,Eguberrietako argiztapena,235000.0,235000.0,176642.29
0822,4314,22700,R,Eguberrietako argiztapena,0.0,28050.0,28050.0
0822,4314,22701,,Merkataritza-lokalak dinamizatzeko plana,30000.0,30000.0,23581.5
0822,4314,22701,R,Merkataritza-lokalak dinamizatzeko plana,0.0,34134.1,17618.1
0822,4314,22702,,Merkataritza-lokalen dinamizazioa,375000.0,25000.0,0.0
0822,4314,22765,,Tokiko merkataritzaren zabalkunde kanpaina ,45000.0,41800.0,41400.26
0822,4314,22771,,“Urban Commerce” jardunaldia,50000.0,50000.0,44666.04
0822,4314,22773,,Azokak,60000.0,60000.0,70928.04
0822,4314,22798,,Merkataritza dinamizatzea,170000.0,161000.0,153023.77
0822,4314,22799,,Merkataritzan belaunaldien arteko ordezkapena bermatzeko plana,0.0,0.0,0.0
0822,4314,22799,R,Merkataritzan belaunaldien arteko ordezkapena bermatzeko plana,0.0,26499.0,26499.0
0822,4314,42301,,"Arabako Merkataritza Ganberarekiko hitzarmena, erakusleihoak",8000.0,8000.0,8000.0
0822,4314,48904,,Hitzarmena: City Wine,15000.0,15000.0,12000.0
0822,4314,48904,R,Hitzarmena: City Wine,0.0,4000.0,0.0
0822,4314,48926,,Hitzarmena: Gasteiz On elkartea,250800.0,300960.0,200640.0
0822,4314,48926,R,Hitzarmena: Gasteiz On elkartea,0.0,60192.0,60192.0
0822,4314,48963,,Hitzarmena: Erdi Aroko hiriguneko Merkatarien Elkartea,98000.0,98000.0,78400.0
0822,4314,48963,R,Hitzarmena: Erdi Aroko hiriguneko Merkatarien Elkartea,0.0,19600.0,19600.0
0822,4314,48964,,Denda txikientzako laguntzak,560000.0,539840.0,409612.1
0822,4314,48965,,Hitzarmena: Merkataritza Enpresaburuen Elkartea,45000.0,54000.0,45000.0
0822,4314,48965,R,Hitzarmena: Merkataritza Enpresaburuen Elkartea,0.0,9000.0,9000.0
0822,4314,48966,,Hitzarmena: Gorbeia kaleko Merkatarien Elkartea,16000.0,19200.0,12800.0
0822,4314,48966,R,Hitzarmena: Gorbeia kaleko Merkatarien Elkartea,0.0,3200.0,3200.0
0822,4314,48967,,"Konpondu bonua programa, kontsumo jasangarrikako laguntza",200000.0,0.0,0.0
0822,4314,48969,,Lokalak dinamizatzeko laguntzak,0.0,350000.0,111506.0
0822,4314,48969,R,Lokalak dinamizatzeko laguntzak,0.0,49409.09,46874.09
0822,4314,48970,,Merkataritzan belaunaldi-erreleboa sustatzeko laguntzak,0.0,100000.0,0.0
0822,4314,48971,,Hitzarmena: Azoka Plaza,0.0,12000.0,9600.0
0822,4314,62250,,Semillero de empresas comercial,0.0,18398.1,6010.15
0822,4314,62250,R,Semillero de empresas comercial,0.0,40000.0,40000.0
0822,4321,22775,,Loreko jaialdia,40000.0,0.0,0.0
0823,2381,22279,,GPS: Orientabide profesionala berdintasunean,0.0,30000.0,27354.19
0823,2381,22279,R,GPS: Orientabide profesionala berdintasunean,0.0,867.45,92.81
0823,2411,12000,,Funtzionarioen oinarrizko ordainsariak,522147.0,522147.0,485002.38
0823,2411,12100,,Funtzionarioen ordainsari osagarriak,646944.0,646944.0,604200.76
0823,2411,13000,,Lan-kontratudun langile finkoen ordainsariak,0.0,0.0,1343129.2
0823,2411,14100,,Bestelako langileak,120288.0,1204257.83,247167.59
0823,2411,16000,,"Gizarte Segurantza, enpresaren kontura",391909.0,743965.54,884272.06
0823,2411,16500,,"Elkarkidetzako kuotak, Udalaren kontura",24730.0,24730.0,25903.13
0823,2411,20100,,Lokal eta eraikinak alokatzea,135000.0,135000.0,128251.36
0823,2411,22279,,GPS: Orientabide profesionala berdintasunean,30000.0,0.0,0.0
0823,2411,22739,,2025ko Efeso Formazioa,0.0,66145.0,38948.15
0823,2411,22740,,Gasteiz enplegu planak,0.0,159171.55,55721.31
0823,2411,22774,,"Beste enplegu planak, Udalaren Ekarpena 2. kapitulua",100000.0,0.0,0.0
0823,2411,22781,,Udaleko atzerritarrak laneratzeko proiektu pilotua 2. kapitulua,260000.0,0.0,0.0
0823,2411,22782,,Udaleko atzerritarrak laneratzeko proiektu pilotua 1. kapitulua,910920.5,0.0,0.0
0823,2411,22785,,Eskualdeko plan - Lanbideren ekarpena,662500.0,0.0,0.0
0823,2411,22786,,Eskualdeko enplegu plana (1. kap),250000.0,0.0,0.0
0823,2411,22788,,Gazteentzako enplegu plana 2023-24 Lanbideren ekarpena,694985.56,0.0,0.0
0823,2411,22790,,Gazteentzako enplegu plana 2024-25 Lanbideren ekarpena,862568.56,0.0,0.0
0823,2411,22791,,Lehentasunezko kolektiboen enplegua bultzatzea,94000.0,86000.0,24813.14
0823,2411,22793,,Orientazio- eta enplegu-ekintzak,30000.0,30000.0,16720.22
0823,2411,22795,,Prestakuntza,400000.0,606721.0,544853.49
0823,2411,22795,R,Prestakuntza,0.0,67450.13,22468.13
0823,2411,22796,A,Prestakuntza logistikoa,0.0,15000.0,15000.0
0823,2411,22797,,Gasteiz enplegu plana,160000.0,160000.0,153475.01
0823,2411,22798,,Oikos proiektua,10000.0,10000.0,7903.54
0823,2411,47101,,Sektore emergenteentzako enplegu-planeko kontrataziorako laguntzak,350000.0,269000.0,65278.11
0823,2411,47101,R,Sektore emergenteentzako enplegu-planeko kontrataziorako laguntzak,0.0,153000.0,149716.52
0823,2411,47128,,"Hitzarmena: SEA, enplegua",72400.0,72400.0,57920.0
0823,2411,47128,A,"Hitzarmena: SEA, enplegua",0.0,14480.0,14480.0
0823,2411,47128,R,"Hitzarmena: SEA, enplegua",0.0,14480.0,14480.0
0823,2411,48015,,Eskualdeko plan - Lanbideren ekarpena,1849028.0,1646363.0,0.0
0823,2411,48015,R,Eskualdeko plan - Lanbideren ekarpena,0.0,1849082.0,1849082.0
0823,2411,48020,,Eskualdeko plana - Udalaren ekarpena kontrataziorako,422300.0,430300.0,5736.56
0823,2411,48020,R,Eskualdeko plana - Udalaren ekarpena kontrataziorako,0.0,410000.0,410000.0
0823,2411,48171,,Hitzarmena: Secretariado Gitano fundazioa,48000.0,57600.0,46080.0
0823,2411,48171,R,Hitzarmena: Secretariado Gitano fundazioa,0.0,9600.0,8862.09
0823,2411,48966,,Hitzarmena: Saregune proiektua,66000.0,66000.0,52800.0
0823,2411,48966,R,Hitzarmena: Saregune proiektua,0.0,18000.0,18000.0
0823,2411,48967,,Kontratatzeko laguntzak - enplegu-egonkortasuna,600000.0,600000.0,596060.0
0823,2411,62298,A,Instalazioak berritzea,0.0,468.82,0.0
0823,2411,62298,R,Instalazioak berritzea,0.0,264223.24,172785.63
0823,2411,62299,,Enplegu eta prestakuntza instalazioak,20000.0,20000.0,19761.6
0823,2411,62519,,Prestakuntza ekipoak erostea,20000.0,20000.0,19915.21
0823,2411,62600,,Enplegu eta prestakuntza instalazioetarako informatika ekipoak erostea,20000.0,20000.0,19552.87
0823,4331,14100,,Bestelako langileak,0.0,61000.0,0.0
0823,4331,16000,,"Gizarte Segurantza, enpresaren kontura",0.0,20000.0,0.0
0823,4331,48043,,Arabako Ganberarekiko hitzarmena: salmenta-eskola,10000.0,10000.0,8000.0
0823,4331,48043,R,Arabako Ganberarekiko hitzarmena: salmenta-eskola,0.0,2000.0,2000.0
0823,4331,48994,,"Hitzarmena: ADSIS, Cáritas, Egibide - Hazia proiektua",120000.0,120000.0,84000.0
0823,4331,48994,R,"Hitzarmena: ADSIS, Cáritas, Egibide - Hazia proiektua",0.0,20000.0,0.0
0824,4321,12000,,Funtzionarioen oinarrizko ordainsariak,179246.0,179246.0,188938.58
0824,4321,12100,,Funtzionarioen ordainsari osagarriak,234498.0,234498.0,233117.65
0824,4321,14100,,Bestelako langileak,75579.0,168822.39,212712.86
0824,4321,16000,,"Gizarte Segurantza, enpresaren kontura",150542.0,150542.0,188885.73
0824,4321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10040.0,10040.0,11335.79
0824,4321,22776,,"Kudeaketa: Europa jauregia, Goiuri eta Turismoa",610500.0,592351.21,527058.79
0824,4321,22776,R,"Kudeaketa: Europa jauregia, Goiuri eta Turismoa",0.0,53695.55,16174.94
0824,4321,62513,,Jauregi eta biltzarretako altzariak,63000.0,0.0,0.0
0824,4321,62513,R,Jauregi eta biltzarretako altzariak,0.0,39918.97,39918.96
0824,4321,62609,,Europa eta Goiuri jauregietako ekipo teknikoak,80000.0,68000.0,69189.29
0824,4321,62609,A,Europa eta Goiuri jauregietako ekipo teknikoak,0.0,56482.01,56482.01
0824,4321,62609,R,Europa eta Goiuri jauregietako ekipo teknikoak,0.0,49126.0,49126.0
0824,4321,62610,,Europa jauregiko berritze-lanak,300000.0,0.0,0.0
0826,3411,22603,,"Publizitate babesa, Saski Baskonia SADri",157300.0,157300.0,157300.0
0826,4321,12000,,Funtzionarioen oinarrizko ordainsariak,19004.0,19004.0,0.0
0826,4321,12100,,Funtzionarioen ordainsari osagarriak,17562.0,17562.0,0.0
0826,4321,14100,,Bestelako langileak,11122.0,11122.0,0.0
0826,4321,16000,,"Gizarte Segurantza, enpresaren kontura",13125.0,13125.0,0.0
0826,4321,22604,,Essie Hollis babesletza-kontratua,0.0,2500.0,2499.99
0826,4321,22733,,Sektoreko lehiakortasun-ekintzak,5000.0,5000.0,0.0
0826,4321,22772,,Arabako pintxoaren astea babestea,12000.0,12000.0,11999.99
0826,4321,22773,,Euskal Herriko artisau-produktu onenen sariaren babesletza,0.0,3000.0,3000.0
0826,4321,22774,,Miniature-pintxos Congress babestea,15000.0,15000.0,18148.79
0826,4321,22776,,Ostalaritzaren urteko festaren babesletza,0.0,2662.0,2662.0
0826,4321,22777,,Turismoa dinamizatzea,210000.0,225000.0,217539.17
0826,4321,22777,R,Turismoa dinamizatzea,0.0,130.69,130.68
0826,4321,22779,,Hiriaren turismo sustapena,320000.0,320000.0,316950.79
0826,4321,22779,A,Hiriaren turismo sustapena,0.0,2952.4,2952.4
0826,4321,22779,R,Hiriaren turismo sustapena,0.0,12100.0,12100.0
0826,4321,22780,,Turismo Bulegoaren merchandising-gastuak,30000.0,30000.0,29149.28
0826,4321,60136,A,EU-Erdi Aroko hirigunearen eta Eraztun Berdearen seinaleztapen adimenduna,0.0,49048.56,0.0
0826,4321,60136,R,EU-Erdi Aroko hirigunearen eta Eraztun Berdearen seinaleztapen adimenduna,0.0,20624.4,0.0
0826,4333,47104,,ODL hiri sustapena,130000.0,130000.0,77999.98
0826,4333,48172,,Hitzarmena: Santa Maria Katedrala fundazioa,32000.0,32000.0,32000.0
0910,2210,22734,,Gizarte Segurantzaren erregularizazioa,100000.0,0.0,0.0
0910,2381,22760,,Genero-berdintasunerako ekintzak,15375.0,15375.0,2300.0
0910,9202,10001,,Helburuak lortu izanagatiko ordainsariak,0.0,0.0,27116.85
0910,9202,11001,,Helburuak lortu izanagatiko ordainsariak,0.0,0.0,32085.83
0910,9202,12000,,Funtzionarioen oinarrizko ordainsariak,135402.0,135402.0,206005.35
0910,9202,12100,,Funtzionarioen ordainsari osagarriak,192380.0,192380.0,260770.32
0910,9202,12105,,Helburuak lortu izanagatiko ordainsariak,0.0,969201.31,969201.31
0910,9202,13001,,Helburuak lortu izanagatiko ordainsariak,0.0,0.0,41380.42
0910,9202,14100,,Bestelako langileak,48278.0,48278.0,58869.71
0910,9202,14101,,Ordezko langileen ordainsariak,0.0,257744.57,257744.57
0910,9202,16000,,"Gizarte Segurantza, enpresaren kontura",98293.0,98293.0,139281.53
0910,9202,16007,,Funtzionarioen berariazko osagarrirako ekarpena,290560.52,290560.52,281081.55
0910,9202,16104,,Epaiaren ondoriozko ordainsariak,15000.0,194951.53,194951.53
0910,9202,16105,,Kargua uzteagatiko kalte-ordainak,750000.0,750000.0,0.0
0910,9202,16204,,Bizi-asegurua - Auto-asegurua,145800.0,145800.0,145800.0
0910,9202,16220,,Kalte-ordainak,1000.0,1000.0,15001.7
0910,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6902.0,6902.0,7016.46
0910,9202,22001,,"Ohikoa, inbentariatu ezina",2500.0,2500.0,497.04
0910,9202,22105,,Jantziak eta uniformeak,100000.0,100000.0,25292.62
0910,9202,22638,,Udal langileen prestakuntza-plana,120000.0,120000.0,123430.3
0910,9202,22745,,Laneko arriskuen prebentziorako programa estrategikoa,30000.0,30000.0,15887.42
0910,9202,22759,,Etengabeko hobekuntzarako plan estrategikoa,17000.0,17000.0,16615.52
0910,9202,22764,,Antolakuntza-azterlanak,3000.0,3000.0,1427.8
0910,9202,23000,,Dietak,67500.0,67500.0,46518.38
0910,9202,23001,,Lokomozio-gastuak,25000.0,25000.0,20962.89
0910,9202,23900,,Hautatze prozesuetako gastuak,70000.0,70000.0,52076.97
0910,9202,48002,,Langileentzako ikasketa beka eta poltsak,25000.0,25000.0,24999.9
0910,9202,48003,,Dirulaguntza: ELA atal sindikalari,7812.5,7812.5,7812.5
0910,9202,48004,,Dirulaguntza: CCOO atal sindikalari,2753.83,2753.83,2753.83
0910,9202,48005,,Dirulaguntza: LAB atal sindikalari,2364.7,2364.7,2364.7
0910,9202,48006,,Dirulaguntza: ESK atal sindikalari,1975.57,1975.57,1975.57
0910,9202,48007,,Dirulaguntza: SIPLA atal sindikalari,1197.31,1197.31,1197.31
0910,9203,62957,,Giza Baliabideentzako ekipoen erosketa,50000.0,50000.0,0.0
0911,9202,12000,,Funtzionarioen oinarrizko ordainsariak,364273.0,364273.0,393372.15
0911,9202,12100,,Funtzionarioen ordainsari osagarriak,486504.0,486504.0,517458.54
0911,9202,14100,,Bestelako langileak,301316.0,301316.0,307624.75
0911,9202,16000,,"Gizarte Segurantza, enpresaren kontura",340128.0,340128.0,376288.88
0911,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",24806.0,24806.0,26335.84
0912,9202,12000,,Funtzionarioen oinarrizko ordainsariak,132663.0,132663.0,141682.45
0912,9202,12100,,Funtzionarioen ordainsari osagarriak,180358.0,180358.0,186293.07
0912,9202,14100,,Bestelako langileak,48145.0,48145.0,48587.61
0912,9202,16000,,"Gizarte Segurantza, enpresaren kontura",88284.0,88284.0,97171.91
0912,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4572.0,4572.0,5787.26
0915,9202,12000,,Funtzionarioen oinarrizko ordainsariak,145501.0,145501.0,127072.36
0915,9202,12100,,Funtzionarioen ordainsari osagarriak,188852.0,188852.0,165036.55
0915,9202,14100,,Bestelako langileak,192904.0,192904.0,0.0
0915,9202,16000,,"Gizarte Segurantza, enpresaren kontura",95180.0,95180.0,75157.91
0915,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5970.0,5970.0,7673.82
0919,9203,12000,,Funtzionarioen oinarrizko ordainsariak,203417.0,203417.0,218553.53
0919,9203,12100,,Funtzionarioen ordainsari osagarriak,264464.0,264464.0,278459.63
0919,9203,16000,,"Gizarte Segurantza, enpresaren kontura",131323.0,131323.0,139468.51
0919,9203,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10601.0,10601.0,12624.63
0919,9203,22108,,Kanpoko zerbitzuak,60000.0,60000.0,40099.04
0919,9203,22141,,Zerbitzu medikoen tresneriaren berariazko mantenimendua,820.0,820.0,0.0
1010,9204,11000,,Kabineteko behin-behineko langileen ordainsariak,88027.0,88027.0,85290.72
1010,9204,12000,,Funtzionarioen oinarrizko ordainsariak,54831.0,54831.0,32960.11
1010,9204,12100,,Funtzionarioen ordainsari osagarriak,94255.0,94255.0,57156.55
1010,9204,14100,,Bestelako langileak,7872.0,7872.0,0.0
1010,9204,16000,,"Gizarte Segurantza, enpresaren kontura",52114.0,52114.0,35034.17
1010,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4572.0,4572.0,3420.76
1011,9204,12000,,Funtzionarioen oinarrizko ordainsariak,670190.0,670190.0,661982.34
1011,9204,12100,,Funtzionarioen ordainsari osagarriak,807803.0,807803.0,771981.92
1011,9204,14100,,Bestelako langileak,246737.0,246737.0,147830.06
1011,9204,16000,,"Gizarte Segurantza, enpresaren kontura",501914.0,501914.0,466767.43
1011,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",39828.0,39828.0,38074.67
1011,9204,21501,,Informatika-aplikazioak mantentzea,800000.0,800000.0,773319.2
1011,9204,22720,,Aplikatiboak onik zaintzeko euskarria,1550000.0,1648963.76,1520285.14
1011,9204,22720,R,Aplikatiboak onik zaintzeko euskarria,0.0,34226.3,29949.92
1011,9204,62623,,e-administrazioa plan zuzentzailea,180000.0,180000.0,12118.6
1011,9204,62623,R,e-administrazioa plan zuzentzailea,0.0,262545.0,251655.0
1011,9204,62624,,Iruzur fiskalaren kontrako plana,180000.0,200000.0,199999.64
1011,9204,62626,A,Udaltzaingorako sistema informatikoa,0.0,265405.63,105531.74
1012,1515,61404,,PIIE-Udal eraikinen digitalizazioa Zaramagan,177441.35,0.0,0.0
1012,1515,61405,,PIIE-Zaramagako bizitegi-eraikinak monitorizatzea,162312.5,157353.86,0.0
1012,9204,12000,,Funtzionarioen oinarrizko ordainsariak,357639.0,357639.0,316952.82
1012,9204,12100,,Funtzionarioen ordainsari osagarriak,473677.0,473677.0,421051.32
1012,9204,14100,,Bestelako langileak,379995.0,379995.0,414352.39
1012,9204,16000,,"Gizarte Segurantza, enpresaren kontura",343687.0,343687.0,335515.23
1012,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",25403.0,25403.0,23941.78
1012,9204,21500,,Informatika ekipoak onik zaintzea,240000.0,240000.0,164318.28
1012,9204,22728,,Ordenagailu zentralen euskarria,300000.0,322341.44,182068.12
1012,9204,22728,A,Ordenagailu zentralen euskarria,0.0,0.0,0.0
1012,9204,22728,R,Ordenagailu zentralen euskarria,0.0,157277.3,157277.3
1012,9204,22729,,Erabiltzaileen ekipoak mantentzeko euskarria,285000.0,285000.0,284955.0
1012,9204,62600,,Informatika ekipoak erostea,585000.0,585000.0,120632.41
1012,9204,62604,,Oinarrizko softwarea erostea,120000.0,131320.16,81612.58
1012,9204,62620,,Segurtasun planeko ekintzak,130000.0,130000.0,110057.84
1012,9204,62620,R,Segurtasun planeko ekintzak,0.0,5053.69,5053.69
1012,9204,62621,,Lizentziak berritzea,200000.0,64943.73,32644.35
1012,9204,62622,,Berrikuntza teknologikorako plana,80000.0,80000.0,42296.2
1012,9204,62627,,Tresna eta zerbitzuak berritzea,257867.5,392923.77,334772.12
1012,9271,22200,,Telefono-fakturazioa,340000.0,359984.04,275853.83
1012,9271,22200,R,Telefono-fakturazioa,0.0,40892.16,11973.93
1012,9271,22202,,Posta eta jakinarazpenak,1490000.0,2355546.08,2343269.67
1012,9271,22202,R,Posta eta jakinarazpenak,0.0,4774.73,4774.73
1012,9271,22644,,Aldizkari ofizialetako iragarkiak,10000.0,10000.0,16564.01
1017,9204,12000,,Funtzionarioen oinarrizko ordainsariak,298941.0,298941.0,293472.66
1017,9204,12100,,Funtzionarioen ordainsari osagarriak,388371.0,388371.0,367850.43
1017,9204,14100,,Bestelako langileak,121907.0,121907.0,86917.44
1017,9204,16000,,"Gizarte Segurantza, enpresaren kontura",230299.0,230299.0,206207.25
1017,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",14569.0,14569.0,12925.2
1018,9204,12000,,Funtzionarioen oinarrizko ordainsariak,33839.0,33839.0,33131.82
1018,9204,12100,,Funtzionarioen ordainsari osagarriak,49558.0,49558.0,47368.08
1018,9204,16000,,"Gizarte Segurantza, enpresaren kontura",15805.0,15805.0,15735.48
1018,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1712.0,1712.0,1710.38
1019,9204,12000,,Funtzionarioen oinarrizko ordainsariak,29981.0,29981.0,31592.16
1019,9204,12100,,Funtzionarioen ordainsari osagarriak,47751.0,47751.0,46555.47
1019,9204,16000,,"Gizarte Segurantza, enpresaren kontura",15708.0,15708.0,15709.86
1019,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1712.0,1712.0,1710.38
1020,9204,12000,,Funtzionarioen oinarrizko ordainsariak,31650.0,31650.0,31694.84
1020,9204,12100,,Funtzionarioen ordainsari osagarriak,48978.0,48978.0,46948.35
1020,9204,16000,,"Gizarte Segurantza, enpresaren kontura",15805.0,15805.0,15705.45
1110,2301,11000,,Kabineteko behin-behineko langileen ordainsariak,97515.0,97515.0,94907.83
1110,2301,12000,,Funtzionarioen oinarrizko ordainsariak,92493.0,92493.0,99639.33
1110,2301,12100,,Funtzionarioen ordainsari osagarriak,115507.0,115507.0,129670.02
1110,2301,14100,,Bestelako langileak,117414.0,117414.0,111809.3
1110,2301,16000,,"Gizarte Segurantza, enpresaren kontura",116509.0,116509.0,111227.55
1110,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7933.0,7933.0,6979.59
1110,2301,22786,,Janari-garraioa,13805.43,13805.43,33256.43
1110,2301,22786,R,Janari-garraioa,0.0,80.5,80.5
1110,2311,22698,,Indarkeria matxisten kontrako borroka,500000.0,0.0,550.55
1111,1515,62501,R,PIIE-Zaramagako eguneko arreta-zentrorako ekipamendua,0.0,335172.88,19458.23
1111,2301,12000,,Funtzionarioen oinarrizko ordainsariak,847079.0,847079.0,844507.14
1111,2301,12100,,Funtzionarioen ordainsari osagarriak,1059899.0,1059899.0,1053343.2
1111,2301,14100,,Bestelako langileak,530013.0,530013.0,562901.62
1111,2301,16000,,"Gizarte Segurantza, enpresaren kontura",727896.0,727896.0,772869.58
1111,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",45835.0,45835.0,46398.28
1111,2301,22103,,Gasa,20000.0,20000.0,10807.86
1111,2301,22145,,"Gastu sanitarioa, Koronabirusagatik",5000.0,5000.0,6351.9
1111,2301,22618,,Bestelako funtzionamendu gastuak,50000.0,7456.4,7781.27
1111,2301,22618,R,Bestelako funtzionamendu gastuak,0.0,2595.0,0.0
1111,2301,22699,,Larrialdietako planak,5000.0,5000.0,5135.29
1111,2301,48045,,Dirulaguntzak,125000.0,125000.0,99998.1
1111,2301,48045,A,Dirulaguntzak,0.0,3106.29,1168.49
1111,2301,48045,R,Dirulaguntzak,0.0,24990.42,23997.22
1111,2301,48190,,Gizarte-Laneko Elkargoarekiko hitzarmena,10000.0,10000.0,8000.0
1111,2301,48190,R,Gizarte-Laneko Elkargoarekiko hitzarmena,0.0,2000.0,2000.0
1111,2301,48968,,"Hitzarmena: ""Vivir con voz propia"" elkartea",15000.0,15000.0,12000.0
1111,2301,48968,R,"Hitzarmena: ""Vivir con voz propia"" elkartea",0.0,3000.0,3000.0
1111,2301,62204,,Zentro eta lokaletako inbertsioak,300000.0,170000.0,154891.12
1111,2301,62207,,Bizan judimendi,100000.0,0.0,0.0
1111,2301,62208,,Auzoetako etxebizitza komunitario berriak,1250000.0,1250000.0,1250000.0
1111,2301,62209,,Larrialdi egoetarako baliabidetarako inbertsioak,755000.0,755000.0,10745.19
1111,2301,62303,,Makinak erostea,50000.0,191580.7,73982.15
1111,2301,62303,R,Makinak erostea,0.0,41468.19,41468.19
1111,2301,62501,,Altzariak,147000.0,147000.0,80641.24
1111,2301,62501,R,Altzariak,0.0,77846.04,77846.04
1115,2323,22745,,Aterperik gabekoentzako kaleko heziketako programa,125000.0,125000.0,112600.07
1115,2323,48003,,Gizarte laguntzak,40000.0,40000.0,17750.95
1115,2324,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",1750.0,1750.0,1573.6
1115,2324,22105,,Jantziak eta uniformeak,1000.0,1000.0,248.42
1115,2324,22111,,Tresnak,4320.0,4320.0,5564.27
1115,2324,22115,,Berariazko material teknikoa,4080.0,5080.0,4111.86
1115,2324,22618,,Gizarte larrialdietarako udal zerbitzua zaintzea,0.28,0.28,0.0
1115,2324,22759,,Lantegietako irakasleak,15000.0,15000.0,0.0
1115,2324,22784,,Larrialdi zerbitzuen kontratuak,585000.0,585000.0,1184902.81
1115,2324,22784,R,Larrialdi zerbitzuen kontratuak,0.0,2981.96,2981.96
1115,2324,22785,,Harrera zerbitzuak (zerbitzuak ematea),100000.0,0.0,0.0
1115,2324,22786,,Janari-garraioa,13805.43,13805.43,14409.17
1115,2324,22786,R,Janari-garraioa,0.0,80.5,80.5
1115,2324,48003,,Gizarte laguntzak,30000.0,30000.0,15807.26
1115,2325,22111,,Tresnak,2640.0,2640.0,5166.53
1115,2325,22115,,Berariazko material teknikoa,25000.0,25000.0,24348.25
1115,2325,22614,,Gizarteratu lantegiak,500000.0,500000.0,679525.19
1115,2325,22614,A,Gizarteratu lantegiak,0.0,6000.0,3203.66
1115,2325,22614,R,Gizarteratu lantegiak,0.0,51300.15,51257.66
1115,2325,22666,,Goiuriko gaueko zaintza,121984.11,121984.11,121984.08
1115,2325,22731,,Jantoki publikoa - kudeaketa,190553.33,190553.33,191928.35
1115,2325,22747,,Zainpeko etxebizitzen kudeaketa,1187357.48,1187357.48,1147124.33
1115,2325,22787,,Aterpe-kudeaketa,640612.4,640612.4,640612.32
1115,2325,22788,,"Hitzarmena: HIESaren aurkako batzordea, Estrada etxea",608190.27,608190.27,0.0
1115,2325,48003,,Gizarte laguntzak,100000.0,100000.0,63886.22
1115,2325,48145,,Hitzarmena Caritasekin - lanerako prestakuntzako lantegia,54000.0,54000.0,43200.0
1115,2325,48145,R,Hitzarmena Caritasekin - lanerako prestakuntzako lantegia,0.0,10800.0,10800.0
1115,2325,48169,,Hitzarmena: Gao Lacho Drom,38748.0,38748.0,30998.4
1115,2325,48169,R,Hitzarmena: Gao Lacho Drom,0.0,7749.6,7749.6
1115,2325,48170,,"Hitzarmena, IRSE: laneratzeko programa",30000.0,30000.0,24000.0
1115,2325,48170,R,"Hitzarmena, IRSE: laneratzeko programa",0.0,6000.0,6000.0
1115,2325,48940,,Abetxukuko ekimen-etxea,92360.0,92360.0,73888.0
1115,2325,48940,R,Abetxukuko ekimen-etxea,0.0,18472.0,18472.0
1115,2327,12000,,Funtzionarioen oinarrizko ordainsariak,589641.0,589641.0,584133.42
1115,2327,12100,,Funtzionarioen ordainsari osagarriak,765174.0,765174.0,780370.58
1115,2327,14100,,Bestelako langileak,458728.0,458728.0,591775.72
1115,2327,16000,,"Gizarte Segurantza, enpresaren kontura",596683.0,596683.0,619766.48
1115,2327,16500,,"Elkarkidetzako kuotak, Udalaren kontura",12595.0,12595.0,10291.24
1120,2311,12000,,Funtzionarioen oinarrizko ordainsariak,370678.0,370678.0,371379.35
1120,2311,12100,,Funtzionarioen ordainsari osagarriak,451242.0,451242.0,432589.04
1120,2311,14100,,Bestelako langileak,274868.0,274868.0,405698.65
